"Plot Title: FW_cond_08.09.2019"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20625411, SEN S/N: 20625411)","Full Range, μS/cm (LGR S/N: 20625411, SEN S/N: 20625411)","Temp, °C (LGR S/N: 20625411, SEN S/N: 20625411)","Specific Conductance, μS/cm (LGR S/N: 20625411)"
38,08/09/19 07:45:00 PM,2953.2,4197.4,31.58,3761.4
39,08/09/19 08:00:00 PM,2953.2,4250.6,31.58,3809.1
40,08/09/19 08:15:00 PM,2953.7,4525.6,31.49,4062.5
41,08/09/19 08:30:00 PM,2953.7,4789.1,31.49,4299.0
42,08/09/19 08:45:00 PM,2953.8,4909.9,31.47,4409.2
43,08/09/19 09:00:00 PM,2953.7,5105.5,31.49,4583.0
44,08/09/19 09:15:00 PM,2953.4,5340.8,31.56,4787.8
45,08/09/19 09:30:00 PM,2952.7,5872.0,31.69,5250.9
46,08/09/19 09:45:00 PM,2952.7,6402.8,31.69,5725.5
47,08/09/19 10:00:00 PM,2953.1,6810.7,31.61,6099.6
48,08/09/19 10:15:00 PM,2953.6,7079.2,31.51,6352.2
49,08/09/19 10:30:00 PM,2954.0,7573.3,31.43,6806.0
50,08/09/19 10:45:00 PM,2954.9,7900.8,31.27,7122.2
51,08/09/19 11:00:00 PM,2955.8,8159.0,31.08,7381.9
52,08/09/19 11:15:00 PM,2956.6,8327.5,30.94,7554.7
53,08/09/19 11:30:00 PM,2956.8,8688.3,30.90,7888.1
54,08/09/19 11:45:00 PM,2957.2,8770.4,30.82,7975.0
55,08/10/19 12:00:00 AM,2958.1,9035.1,30.65,8242.8
56,08/10/19 12:15:00 AM,2959.1,9166.7,30.45,8395.4
57,08/10/19 12:30:00 AM,2959.6,9415.0,30.35,8639.6
58,08/10/19 12:45:00 AM,2960.1,9539.0,30.25,8770.4
59,08/10/19 01:00:00 AM,2960.4,9711.8,30.20,8938.0
60,08/10/19 01:15:00 AM,2960.5,9808.3,30.19,9028.6
61,08/10/19 01:30:00 AM,2960.6,9901.3,30.16,9119.5
62,08/10/19 01:45:00 AM,2960.8,8823.6,30.12,8133.2
63,08/10/19 02:00:00 AM,2960.9,10072.7,30.10,9288.2
64,08/10/19 02:15:00 AM,2961.6,9944.8,29.96,9195.4
65,08/10/19 02:30:00 AM,2961.7,9917.7,29.95,9172.1
66,08/10/19 02:45:00 AM,2962.2,9865.4,29.86,9139.8
67,08/10/19 03:00:00 AM,2963.1,9550.9,29.67,8881.5
68,08/10/19 03:15:00 AM,2964.1,9390.1,29.49,8763.0
69,08/10/19 03:30:00 AM,2965.1,9120.7,29.29,8545.2
70,08/10/19 03:45:00 AM,2966.6,8831.3,29.00,8321.8
71,08/10/19 04:00:00 AM,2967.1,8472.2,28.91,7997.7
72,08/10/19 04:15:00 AM,2968.1,8340.2,28.72,7902.9
73,08/10/19 04:30:00 AM,2969.0,8114.6,28.54,7716.8
74,08/10/19 04:45:00 AM,2969.6,7905.1,28.42,7535.6
75,08/10/19 05:00:00 AM,2970.3,7718.7,28.29,7377.1
76,08/10/19 05:15:00 AM,2970.5,7533.1,28.25,7205.5
77,08/10/19 05:30:00 AM,2971.8,7282.4,28.01,6999.3
78,08/10/19 05:45:00 AM,2973.1,7105.3,27.76,6863.7
79,08/10/19 06:00:00 AM,2974.3,6835.9,27.54,6632.9
80,08/10/19 06:15:00 AM,2975.8,6567.8,27.24,6411.7
81,08/10/19 06:30:00 AM,2976.8,6265.8,27.05,6140.6
82,08/10/19 06:45:00 AM,2977.7,6111.3,26.88,6010.1
83,08/10/19 07:00:00 AM,2978.5,6026.5,26.74,5943.7
84,08/10/19 07:15:00 AM,2979.6,5816.0,26.51,5763.3
85,08/10/19 07:30:00 AM,2980.4,5604.5,26.37,5569.7
86,08/10/19 07:45:00 AM,2981.0,5416.1,26.25,5395.8
87,08/10/19 08:00:00 AM,2982.4,5024.4,25.98,5033.7
88,08/10/19 08:15:00 AM,2982.1,4980.2,26.04,4983.2
89,08/10/19 08:30:00 AM,2982.0,4961.9,26.05,4963.8
90,08/10/19 08:45:00 AM,2981.8,4769.6,26.10,4766.5
91,08/10/19 09:00:00 AM,2981.6,4818.8,26.13,4812.6
92,08/10/19 09:15:00 AM,2981.7,4781.4,26.12,4776.2
93,08/10/19 09:30:00 AM,2981.5,4681.7,26.16,4672.8
94,08/10/19 09:45:00 AM,2980.3,4608.2,26.39,4577.6
95,08/10/19 10:00:00 AM,2979.8,4456.4,26.48,4418.6
96,08/10/19 10:15:00 AM,2980.3,4701.7,26.39,4670.4
97,08/10/19 10:30:00 AM,2980.7,4720.4,26.31,4696.8
98,08/10/19 10:45:00 AM,2980.3,4731.1,26.39,4699.6
99,08/10/19 11:00:00 AM,2979.2,4795.5,26.59,4744.0
100,08/10/19 11:15:00 AM,2978.0,4825.0,26.81,4751.6
101,08/10/19 11:30:00 AM,2976.6,4926.5,27.09,4823.9
102,08/10/19 11:45:00 AM,2975.7,5017.0,27.26,4895.5
103,08/10/19 12:00:00 PM,2975.6,5256.1,27.29,5125.6
104,08/10/19 12:15:00 PM,2974.5,5513.6,27.50,5353.8
105,08/10/19 12:30:00 PM,2973.2,5651.6,27.74,5461.2
106,08/10/19 12:45:00 PM,2972.5,5754.1,27.87,5545.6
107,08/10/19 01:00:00 PM,2972.3,5750.4,27.92,5536.4
108,08/10/19 01:15:00 PM,2971.3,5706.6,28.11,5473.3
109,08/10/19 01:30:00 PM,2969.8,5610.1,28.40,5349.5
110,08/10/19 01:45:00 PM,2968.1,5583.8,28.72,5290.4
111,08/10/19 02:00:00 PM,2966.8,5579.7,28.98,5259.2
112,08/10/19 02:15:00 PM,2967.4,5883.2,28.86,5558.5
113,08/10/19 02:30:00 PM,2968.0,5995.9,28.74,5678.6
114,08/10/19 02:45:00 PM,2967.0,5948.9,28.94,5611.6
115,08/10/19 03:00:00 PM,2964.6,5689.2,29.40,5317.9
116,08/10/19 03:15:00 PM,2963.1,5542.2,29.69,5151.0
117,08/10/19 03:30:00 PM,2962.9,5285.6,29.73,4908.6
118,08/10/19 03:45:00 PM,2961.9,5166.0,29.91,4780.6
119,08/10/19 04:00:00 PM,2961.4,5141.7,30.02,4747.9
120,08/10/19 04:15:00 PM,2960.9,5155.2,30.11,4752.0
121,08/10/19 04:30:00 PM,2961.1,5064.2,30.06,4672.6
122,08/10/19 04:45:00 PM,2960.1,4999.9,30.25,4596.2
123,08/10/19 05:00:00 PM,2959.7,4956.2,30.33,4548.9
124,08/10/19 05:15:00 PM,2960.9,4898.5,30.11,4515.3
125,08/10/19 05:30:00 PM,2962.2,4844.8,29.84,4489.5
126,08/10/19 05:45:00 PM,2961.6,4720.4,29.96,4363.9
127,08/10/19 06:00:00 PM,2961.2,4784.8,30.04,4416.5
128,08/10/19 06:15:00 PM,2961.7,4587.4,29.95,4241.7
129,08/10/19 06:30:00 PM,2962.3,4449.1,29.83,4123.5
130,08/10/19 06:45:00 PM,2963.8,4222.9,29.54,3936.3
131,08/10/19 07:00:00 PM,2964.4,4169.2,29.44,3893.9
132,08/10/19 07:15:00 PM,2965.1,4041.3,29.30,3784.9
133,08/10/19 07:30:00 PM,2966.0,4591.6,29.12,4315.6
134,08/10/19 07:45:00 PM,2967.0,4100.5,28.92,3869.3
135,08/10/19 08:00:00 PM,2967.7,4111.2,28.79,3889.5
136,08/10/19 08:15:00 PM,2968.3,4116.0,28.67,3903.3
137,08/10/19 08:30:00 PM,2966.8,3927.3,28.98,3701.5
138,08/10/19 08:45:00 PM,2966.6,3929.8,29.00,3702.3
139,08/10/19 09:00:00 PM,2966.8,4005.5,28.98,3775.1
140,08/10/19 09:15:00 PM,2967.7,4016.4,28.80,3799.0
141,08/10/19 09:30:00 PM,2968.3,4087.6,28.69,3874.8
142,08/10/19 09:45:00 PM,2968.6,4149.2,28.63,3937.9
143,08/10/19 10:00:00 PM,2967.0,4418.0,28.92,4168.8
144,08/10/19 10:15:00 PM,2965.9,4985.1,29.15,4682.5
145,08/10/19 10:30:00 PM,2965.9,5495.3,29.13,5163.8
146,08/10/19 10:45:00 PM,2966.1,5814.3,29.09,5467.8
147,08/10/19 11:00:00 PM,2967.0,6246.7,28.92,5894.3
148,08/10/19 11:15:00 PM,2967.4,6601.0,28.86,6236.1
149,08/10/19 11:30:00 PM,2967.8,6844.3,28.78,6476.2
150,08/10/19 11:45:00 PM,2968.8,7238.6,28.58,6876.7
151,08/11/19 12:00:00 AM,2970.3,7515.7,28.29,7181.5
152,08/11/19 12:15:00 AM,2971.3,7788.9,28.11,7469.5
153,08/11/19 12:30:00 AM,2971.4,8331.7,28.09,7993.2
154,08/11/19 12:45:00 AM,2971.9,8662.1,27.99,8326.9
155,08/11/19 01:00:00 AM,2972.3,8982.5,27.91,8648.8
156,08/11/19 01:15:00 AM,2972.5,9211.9,27.87,8876.8
157,08/11/19 01:30:00 AM,2972.5,9440.3,27.87,9096.9
158,08/11/19 01:45:00 AM,2972.9,9574.8,27.79,9241.4
159,08/11/19 02:00:00 AM,2973.1,9662.1,27.76,9331.3
160,08/11/19 02:15:00 AM,2972.9,9791.5,27.79,9450.5
161,08/11/19 02:30:00 AM,2973.2,9803.0,27.74,9471.1
162,08/11/19 02:45:00 AM,2973.2,9914.5,27.75,9576.9
163,08/11/19 03:00:00 AM,2973.4,9954.2,27.71,9623.0
164,08/11/19 03:15:00 AM,2973.8,9707.7,27.62,9401.8
165,08/11/19 03:30:00 AM,2974.2,10052.0,27.55,9749.0
166,08/11/19 03:45:00 AM,2974.1,10052.9,27.57,9745.9
167,08/11/19 04:00:00 AM,2974.5,9996.3,27.49,9706.8
168,08/11/19 04:15:00 AM,2975.2,9937.5,27.37,9673.2
169,08/11/19 04:30:00 AM,2976.4,9748.7,27.13,9535.9
170,08/11/19 04:45:00 AM,2978.9,9162.0,26.66,9048.6
171,08/11/19 05:00:00 AM,2979.1,8955.2,26.62,8851.7
172,08/11/19 05:15:00 AM,2978.9,8871.4,26.66,8761.6
173,08/11/19 05:30:00 AM,2978.9,8763.5,26.64,8658.6
174,08/11/19 05:45:00 AM,2980.7,8501.3,26.31,8456.8
175,08/11/19 06:00:00 AM,2981.3,8196.7,26.19,8174.0
176,08/11/19 06:15:00 AM,2981.3,8073.1,26.19,8050.7
177,08/11/19 06:30:00 AM,2981.6,7909.1,26.14,7895.3
178,08/11/19 06:45:00 AM,2982.6,7772.1,25.94,7790.8
179,08/11/19 07:00:00 AM,2984.1,7461.8,25.65,7525.0
180,08/11/19 07:15:00 AM,2984.3,7200.9,25.61,7267.9
181,08/11/19 07:30:00 AM,2984.2,7081.7,25.64,7143.1
182,08/11/19 07:45:00 AM,2984.7,6892.4,25.54,6966.7
183,08/11/19 08:00:00 AM,2985.3,6732.4,25.43,6820.6
184,08/11/19 08:15:00 AM,2986.1,6454.1,25.27,6560.6
185,08/11/19 08:30:00 AM,2986.3,6219.2,25.25,6324.5
186,08/11/19 08:45:00 AM,2986.3,6077.9,25.25,6180.8
187,08/11/19 09:00:00 AM,2986.2,6046.9,25.26,6147.9
188,08/11/19 09:15:00 AM,2986.0,5860.9,25.30,5953.8
189,08/11/19 09:30:00 AM,2985.0,5841.8,25.48,5912.1
190,08/11/19 09:45:00 AM,2984.5,5999.2,25.59,6057.4
191,08/11/19 10:00:00 AM,2984.3,6044.9,25.63,6098.4
192,08/11/19 10:15:00 AM,2983.7,6124.9,25.73,6166.3
193,08/11/19 10:30:00 AM,2983.6,6165.0,25.76,6202.7
194,08/11/19 10:45:00 AM,2982.6,6129.5,25.94,6143.9
195,08/11/19 11:00:00 AM,2982.3,6274.6,26.01,6280.2
196,08/11/19 11:15:00 AM,2981.5,6458.7,26.16,6444.4
197,08/11/19 11:30:00 AM,2981.4,6524.8,26.18,6507.7
198,08/11/19 11:45:00 AM,2980.2,6600.4,26.41,6551.8
199,08/11/19 12:00:00 PM,2977.6,6596.5,26.89,6483.7
200,08/11/19 12:15:00 PM,2970.3,6730.4,28.30,6428.9
201,08/11/19 12:30:00 PM,2968.7,6951.2,28.61,6598.7
202,08/11/19 12:45:00 PM,2973.9,7080.4,27.60,6859.3
203,08/11/19 01:00:00 PM,2967.7,7211.2,28.79,6820.9
204,08/11/19 01:15:00 PM,2968.4,7325.7,28.66,6947.2
205,08/11/19 01:30:00 PM,2966.2,7436.8,29.08,6993.8
206,08/11/19 01:45:00 PM,2965.9,7481.8,29.15,7026.4
207,08/11/19 02:00:00 PM,2964.2,7510.2,29.48,7007.1
208,08/11/19 02:15:00 PM,2963.3,7524.2,29.65,6996.7
209,08/11/19 02:30:00 PM,2962.1,7551.7,29.87,6992.0
210,08/11/19 02:45:00 PM,2961.7,7540.5,29.95,6970.6
211,08/11/19 03:00:00 PM,2961.4,7533.8,30.02,6954.9
212,08/11/19 03:15:00 PM,2960.9,7527.3,30.11,6936.6
213,08/11/19 03:30:00 PM,2959.8,7528.8,30.31,6910.9
214,08/11/19 03:45:00 PM,2959.3,7495.0,30.41,6866.5
215,08/11/19 04:00:00 PM,2958.8,7479.3,30.52,6837.4
216,08/11/19 04:15:00 PM,2957.4,7464.8,30.78,6789.8
217,08/11/19 04:30:00 PM,2956.4,7416.4,30.98,6719.7
218,08/11/19 04:45:00 PM,2955.5,7289.2,31.14,6584.1
219,08/11/19 05:00:00 PM,2955.1,7238.0,31.23,6526.5
220,08/11/19 05:15:00 PM,2954.7,7125.0,31.29,6417.2
221,08/11/19 05:30:00 PM,2954.6,6858.5,31.32,6173.5
222,08/11/19 05:45:00 PM,2954.9,6634.7,31.27,5977.8
223,08/11/19 06:00:00 PM,2955.7,6414.5,31.11,5797.3
224,08/11/19 06:15:00 PM,2956.9,6133.9,30.87,5569.4
225,08/11/19 06:30:00 PM,2957.8,5935.4,30.70,5406.9
226,08/11/19 06:45:00 PM,2959.2,5756.4,30.44,5270.4
227,08/11/19 07:00:00 PM,2960.1,5647.3,30.25,5189.7
228,08/11/19 07:15:00 PM,2960.9,5555.5,30.10,5120.3
229,08/11/19 07:30:00 PM,2962.1,5467.5,29.87,5061.9
230,08/11/19 07:45:00 PM,2964.0,5237.1,29.52,4882.1
231,08/11/19 08:00:00 PM,2965.1,5028.9,29.30,4708.4
232,08/11/19 08:15:00 PM,2965.8,4990.2,29.16,4685.1
233,08/11/19 08:30:00 PM,2967.3,4932.7,28.87,4657.9
234,08/11/19 08:45:00 PM,2967.8,4917.5,28.78,4651.9
235,08/11/19 09:00:00 PM,2968.5,4840.9,28.65,4591.3
236,08/11/19 09:15:00 PM,2969.1,4785.9,28.53,4550.0
237,08/11/19 09:30:00 PM,2970.3,4787.6,28.29,4573.5
238,08/11/19 09:45:00 PM,2970.6,4729.2,28.24,4522.3
239,08/11/19 10:00:00 PM,2970.4,4330.8,28.28,4138.0
240,08/11/19 10:15:00 PM,2969.7,4612.1,28.41,4395.2
241,08/11/19 10:30:00 PM,2968.1,4846.1,28.71,4590.6
242,08/11/19 10:45:00 PM,2967.9,5026.8,28.75,4758.0
243,08/11/19 11:00:00 PM,2968.5,5290.1,28.65,5017.2
244,08/11/19 11:15:00 PM,2968.8,5471.4,28.58,5196.4
245,08/11/19 11:30:00 PM,2968.2,5943.2,28.70,5630.9
246,08/11/19 11:45:00 PM,2967.5,6293.6,28.83,5947.5
247,08/12/19 12:00:00 AM,2967.1,6795.8,28.91,6411.8
248,08/12/19 12:15:00 AM,2967.0,7136.2,28.92,6731.6
249,08/12/19 12:30:00 AM,2967.6,7386.0,28.82,6981.1
250,08/12/19 12:45:00 AM,2968.6,7621.5,28.62,7232.5
251,08/12/19 01:00:00 AM,2969.5,7872.4,28.45,7496.0
252,08/12/19 01:15:00 AM,2970.2,8139.1,28.32,7770.1
253,08/12/19 01:30:00 AM,2970.9,8360.7,28.18,8004.1
254,08/12/19 01:45:00 AM,2971.6,8585.4,28.05,8240.7
255,08/12/19 02:00:00 AM,2972.3,8842.3,27.92,8509.6
256,08/12/19 02:15:00 AM,2972.9,8950.0,27.80,8634.1
257,08/12/19 02:30:00 AM,2973.4,9125.9,27.70,8821.6
258,08/12/19 02:45:00 AM,2973.6,9299.2,27.66,8996.4
259,08/12/19 03:00:00 AM,2974.1,9358.9,27.57,9070.6
260,08/12/19 03:15:00 AM,2974.5,9358.2,27.50,9082.8
261,08/12/19 03:30:00 AM,2974.6,9479.4,27.47,9206.0
262,08/12/19 03:45:00 AM,2974.9,9530.3,27.41,9266.7
263,08/12/19 04:00:00 AM,2975.4,9600.6,27.31,9354.0
264,08/12/19 04:15:00 AM,2975.7,9588.6,27.26,9351.8
265,08/12/19 04:30:00 AM,2976.0,9556.4,27.20,9331.8
266,08/12/19 04:45:00 AM,2976.3,9528.8,27.16,9312.4
267,08/12/19 05:00:00 AM,2976.9,9493.9,27.04,9301.0
268,08/12/19 05:15:00 AM,2977.2,9443.6,26.97,9265.0
269,08/12/19 05:30:00 AM,2978.0,9300.8,26.81,9154.8
270,08/12/19 05:45:00 AM,2979.1,9098.7,26.62,8990.9
271,08/12/19 06:00:00 AM,2980.1,8918.5,26.42,8849.1
272,08/12/19 06:15:00 AM,2981.0,8687.2,26.25,8649.9
273,08/12/19 06:30:00 AM,2981.5,8492.7,26.16,8472.0
274,08/12/19 06:45:00 AM,2982.0,8349.4,26.06,8346.3
275,08/12/19 07:00:00 AM,2982.6,8197.2,25.94,8214.6
276,08/12/19 07:15:00 AM,2983.2,7986.4,25.83,8021.6
277,08/12/19 07:30:00 AM,2983.7,7851.7,25.73,7902.7
278,08/12/19 07:45:00 AM,2984.2,7750.7,25.64,7815.7
279,08/12/19 08:00:00 AM,2984.5,7539.5,25.58,7612.2
280,08/12/19 08:15:00 AM,2984.6,7392.7,25.56,7467.1
281,08/12/19 08:30:00 AM,2984.7,7253.6,25.54,7329.6
282,08/12/19 08:45:00 AM,2985.0,7145.1,25.50,7226.0
283,08/12/19 09:00:00 AM,2985.2,7032.6,25.46,7118.2
284,08/12/19 09:15:00 AM,2985.0,6733.8,25.48,6812.9
285,08/12/19 09:30:00 AM,2984.7,6616.5,25.55,6684.4
286,08/12/19 09:45:00 AM,2984.5,6574.9,25.58,6638.2
287,08/12/19 10:00:00 AM,2984.5,6424.3,25.59,6484.8
288,08/12/19 10:15:00 AM,2983.1,6326.0,25.85,6351.0
289,08/12/19 10:30:00 AM,2982.8,6347.6,25.90,6366.1
290,08/12/19 10:45:00 AM,2982.7,6395.7,25.92,6411.6
291,08/12/19 11:00:00 AM,2982.3,6406.7,26.01,6410.6
292,08/12/19 11:15:00 AM,2981.6,6425.2,26.14,6411.8
293,08/12/19 11:30:00 AM,2981.6,6628.7,26.14,6614.9
294,08/12/19 11:45:00 AM,2980.4,6644.8,26.37,6599.5
295,08/12/19 12:00:00 PM,2979.1,6719.9,26.60,6642.5
296,08/12/19 12:15:00 PM,2974.1,6935.6,27.58,6719.9
297,08/12/19 12:30:00 PM,2968.7,7210.1,28.61,6842.5
298,08/12/19 12:45:00 PM,2968.6,7305.9,28.62,6932.0
299,08/12/19 01:00:00 PM,2968.0,7410.7,28.74,7014.6
300,08/12/19 01:15:00 PM,2966.8,7435.9,28.98,7004.9
301,08/12/19 01:30:00 PM,2964.6,7511.4,29.38,7020.2
302,08/12/19 01:45:00 PM,2962.4,7644.0,29.82,7082.4
303,08/12/19 02:00:00 PM,2961.1,7739.2,30.07,7135.6
304,08/12/19 02:15:00 PM,2959.2,8033.1,30.44,7353.2
305,08/12/19 02:30:00 PM,2957.7,8257.1,30.71,7518.7
306,08/12/19 02:45:00 PM,2957.8,8405.6,30.70,7655.4
307,08/12/19 03:00:00 PM,2957.3,8485.8,30.79,7714.9
308,08/12/19 03:15:00 PM,2956.5,8519.7,30.95,7721.8
309,08/12/19 03:30:00 PM,2955.3,8544.0,31.18,7709.5
310,08/12/19 03:45:00 PM,2954.6,8554.4,31.32,7698.1
311,08/12/19 04:00:00 PM,2954.5,8554.2,31.33,7696.4
312,08/12/19 04:15:00 PM,2953.7,8568.2,31.49,7685.3
313,08/12/19 04:30:00 PM,2953.1,8565.7,31.61,7665.4
314,08/12/19 04:45:00 PM,2954.0,8528.2,31.44,7656.7
315,08/12/19 05:00:00 PM,2953.4,8546.6,31.56,7655.5
316,08/12/19 05:15:00 PM,2952.0,8488.6,31.82,7565.8
317,08/12/19 05:30:00 PM,2950.9,8348.2,32.03,7410.9
318,08/12/19 05:45:00 PM,2951.7,8185.6,31.89,7286.0
319,08/12/19 06:00:00 PM,2952.3,8035.4,31.77,7168.7
320,08/12/19 06:15:00 PM,2952.7,7875.0,31.69,7036.3
321,08/12/19 06:30:00 PM,2952.8,7707.5,31.66,6890.6
322,08/12/19 06:45:00 PM,2953.0,7621.1,31.64,6815.9
323,08/12/19 07:00:00 PM,2953.9,7503.0,31.45,6734.8
324,08/12/19 07:15:00 PM,2954.5,7461.0,31.35,6710.0
325,08/12/19 07:30:00 PM,2954.7,7348.8,31.31,6614.1
326,08/12/19 07:45:00 PM,2956.0,7226.4,31.04,6537.9
327,08/12/19 08:00:00 PM,2957.7,7105.3,30.71,6469.5
328,08/12/19 08:15:00 PM,2958.5,7023.3,30.56,6413.4
329,08/12/19 08:30:00 PM,2959.6,6807.5,30.36,6240.6
330,08/12/19 08:45:00 PM,2960.3,6649.1,30.23,6110.9
331,08/12/19 09:00:00 PM,2960.9,6578.3,30.10,6061.1
332,08/12/19 09:15:00 PM,2961.6,6468.4,29.98,5973.9
333,08/12/19 09:30:00 PM,2962.4,6472.6,29.81,5997.7
334,08/12/19 09:45:00 PM,2963.0,6410.2,29.70,5952.7
335,08/12/19 10:00:00 PM,2963.4,6334.5,29.62,5891.7
336,08/12/19 10:15:00 PM,2963.5,6296.5,29.59,5859.8
337,08/12/19 10:30:00 PM,2963.7,6297.2,29.56,5863.9
338,08/12/19 10:45:00 PM,2963.3,6347.6,29.65,5900.3
339,08/12/19 11:00:00 PM,2962.8,6245.9,29.74,5795.5
340,08/12/19 11:15:00 PM,2962.6,6590.9,29.78,6110.8
341,08/12/19 11:30:00 PM,2962.4,6776.6,29.82,6278.0
342,08/12/19 11:45:00 PM,2962.6,7022.4,29.78,6510.8
343,08/13/19 12:00:00 AM,2962.9,7279.6,29.73,6755.9
344,08/13/19 12:15:00 AM,2963.1,7608.6,29.69,7066.8
345,08/13/19 12:30:00 AM,2963.1,7995.9,29.67,7429.4
346,08/13/19 12:45:00 AM,2962.9,8360.6,29.73,7759.1
347,08/13/19 01:00:00 AM,2962.9,8587.8,29.73,7969.9
348,08/13/19 01:15:00 AM,2962.9,8738.3,29.71,8112.7
349,08/13/19 01:30:00 AM,2963.1,8957.9,29.69,8319.9
350,08/13/19 01:45:00 AM,2963.3,9098.1,29.65,8456.7
351,08/13/19 02:00:00 AM,2964.0,9604.0,29.52,8949.8
352,08/13/19 02:15:00 AM,2964.4,9690.6,29.42,9048.3
353,08/13/19 02:30:00 AM,2964.6,9932.8,29.40,9278.1
354,08/13/19 02:45:00 AM,2964.8,10163.0,29.34,9504.4
355,08/13/19 03:00:00 AM,2965.1,10360.3,29.30,9696.5
356,08/13/19 03:15:00 AM,2965.5,10466.8,29.23,9809.7
357,08/13/19 03:30:00 AM,2965.6,10603.8,29.20,9944.0
358,08/13/19 03:45:00 AM,2966.0,10724.1,29.12,10072.8
359,08/13/19 04:00:00 AM,2966.4,10756.4,29.04,10119.1
360,08/13/19 04:15:00 AM,2966.5,10758.7,29.03,10123.3
361,08/13/19 04:30:00 AM,2966.6,10788.6,29.01,10155.4
362,08/13/19 04:45:00 AM,2966.6,10762.3,29.00,10132.6
363,08/13/19 05:00:00 AM,2966.9,10717.5,28.95,10100.4
364,08/13/19 05:15:00 AM,2967.0,10694.7,28.92,10084.9
365,08/13/19 05:30:00 AM,2967.3,10680.7,28.87,10081.7
366,08/13/19 05:45:00 AM,2967.2,10661.6,28.88,10061.7
367,08/13/19 06:00:00 AM,2967.5,10638.1,28.83,10049.4
368,08/13/19 06:15:00 AM,2967.8,10599.6,28.78,10023.0
369,08/13/19 06:30:00 AM,2967.7,10586.7,28.80,10006.8
370,08/13/19 06:45:00 AM,2968.2,10549.0,28.70,9991.0
371,08/13/19 07:00:00 AM,2968.5,10485.8,28.65,9941.1
372,08/13/19 07:15:00 AM,2968.6,10417.3,28.63,9880.0
373,08/13/19 07:30:00 AM,2969.0,10310.6,28.55,9794.5
374,08/13/19 07:45:00 AM,2969.3,10155.6,28.49,9658.8
375,08/13/19 08:00:00 AM,2970.1,9972.1,28.33,9514.7
376,08/13/19 08:15:00 AM,2971.0,9765.1,28.16,9349.0
377,08/13/19 08:30:00 AM,2971.4,9602.0,28.08,9207.6
378,08/13/19 08:45:00 AM,2971.4,9473.0,28.08,9083.9
379,08/13/19 09:00:00 AM,2971.4,9359.3,28.09,8973.0
