"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2019/08/14","20:12","0.102","-","0.118"
"2019/08/14","20:18","0.105","-","0.127"
"2019/08/14","20:24","0.108","-","0.129"
"2019/08/14","20:30","0.111","-","0.133"
"2019/08/14","20:36","0.114","-","0.138"
"2019/08/14","20:42","0.116","-","0.144"
"2019/08/14","20:48","0.118","-","0.149"
"2019/08/14","20:54","0.12","-","0.154"
"2019/08/14","21:00","0.121","-","0.153"
"2019/08/14","21:06","0.122","-","0.155"
"2019/08/14","21:12","0.123","-","0.158"
"2019/08/14","21:18","0.123","-","0.158"
"2019/08/14","21:24","0.123","-","0.16"
"2019/08/14","21:30","0.123","-","0.16"
"2019/08/14","21:36","0.122","-","0.163"
"2019/08/14","21:42","0.121","-","0.162"
"2019/08/14","21:48","0.12","-","0.161"
"2019/08/14","21:54","0.118","-","0.159"
"2019/08/14","22:00","0.116","-","0.157"
"2019/08/14","22:06","0.114","-","0.157"
"2019/08/14","22:12","0.111","-","0.155"
"2019/08/14","22:18","0.109","-","0.148"
"2019/08/14","22:24","0.106","-","0.147"
"2019/08/14","22:30","0.102","-","0.143"
"2019/08/14","22:36","0.099","-","0.14"
"2019/08/14","22:42","0.095","-","0.136"
"2019/08/14","22:48","0.091","-","0.129"
"2019/08/14","22:54","0.087","-","0.126"
"2019/08/14","23:00","0.083","-","0.124"
"2019/08/14","23:06","0.078","-","0.12"
"2019/08/14","23:12","0.074","-","0.118"
"2019/08/14","23:18","0.069","-","0.112"
"2019/08/14","23:24","0.064","-","0.107"
"2019/08/14","23:30","0.059","-","0.105"
"2019/08/14","23:36","0.054","-","0.099"
"2019/08/14","23:42","0.048","-","0.094"
"2019/08/14","23:48","0.043","-","0.09"
"2019/08/14","23:54","0.037","-","0.083"
"2019/08/15","00:00","0.032","-","0.073"
"2019/08/15","00:06","0.026","-","0.067"
"2019/08/15","00:12","0.02","-","0.065"
"2019/08/15","00:18","0.014","-","0.063"
"2019/08/15","00:24","0.008","-","0.062"
"2019/08/15","00:30","0.002","-","0.054"
"2019/08/15","00:36","-0.004","-","0.048"
"2019/08/15","00:42","-0.01","-","0.043"
"2019/08/15","00:48","-0.016","-","0.038"
"2019/08/15","00:54","-0.023","-","0.031"
"2019/08/15","01:00","-0.029","-","0.025"
"2019/08/15","01:06","-0.035","-","0.02"
"2019/08/15","01:12","-0.041","-","0.016"
"2019/08/15","01:18","-0.048","-","0.011"
"2019/08/15","01:24","-0.054","-","0.006"
"2019/08/15","01:30","-0.06","-","-0.001"
"2019/08/15","01:36","-0.066","-","-0.004"
"2019/08/15","01:42","-0.072","-","-0.006"
"2019/08/15","01:48","-0.078","-","-0.012"
"2019/08/15","01:54","-0.083","-","-0.019"
"2019/08/15","02:00","-0.088","-","-0.025"
"2019/08/15","02:06","-0.094","-","-0.027"
"2019/08/15","02:12","-0.098","-","-0.033"
"2019/08/15","02:18","-0.103","-","-0.037"
"2019/08/15","02:24","-0.107","-","-0.039"
"2019/08/15","02:30","-0.111","-","-0.044"
"2019/08/15","02:36","-0.115","-","-0.046"
"2019/08/15","02:42","-0.118","-","-0.051"
"2019/08/15","02:48","-0.12","-","-0.06"
"2019/08/15","02:54","-0.123","-","-0.064"
"2019/08/15","03:00","-0.125","-","-0.065"
"2019/08/15","03:06","-0.126","-","-0.065"
"2019/08/15","03:12","-0.127","-","-0.065"
"2019/08/15","03:18","-0.127","-","-0.067"
"2019/08/15","03:24","-0.127","-","-0.066"
"2019/08/15","03:30","-0.126","-","-0.062"
"2019/08/15","03:36","-0.125","-","-0.061"
"2019/08/15","03:42","-0.124","-","-0.058"
"2019/08/15","03:48","-0.121","-","-0.056"
"2019/08/15","03:54","-0.119","-","-0.053"
"2019/08/15","04:00","-0.116","-","-0.05"
"2019/08/15","04:06","-0.112","-","-0.046"
"2019/08/15","04:12","-0.108","-","-0.042"
"2019/08/15","04:18","-0.103","-","-0.036"
"2019/08/15","04:24","-0.098","-","-0.024"
"2019/08/15","04:30","-0.093","-","-0.02"
"2019/08/15","04:36","-0.087","-","-0.013"
"2019/08/15","04:42","-0.081","-","-0.001"
"2019/08/15","04:48","-0.075","-","0.008"
"2019/08/15","04:54","-0.068","-","0.018"
"2019/08/15","05:00","-0.061","-","0.026"
"2019/08/15","05:06","-0.054","-","0.035"
"2019/08/15","05:12","-0.047","-","0.042"
"2019/08/15","05:18","-0.039","-","0.049"
"2019/08/15","05:24","-0.031","-","0.059"
"2019/08/15","05:30","-0.023","-","0.072"
"2019/08/15","05:36","-0.015","-","0.083"
"2019/08/15","05:42","-0.006","-","0.092"
"2019/08/15","05:48","0.002","-","0.103"
"2019/08/15","05:54","0.011","-","0.113"
"2019/08/15","06:00","0.019","-","0.12"
"2019/08/15","06:06","0.028","-","0.133"
"2019/08/15","06:12","0.037","-","0.144"
"2019/08/15","06:18","0.046","-","0.156"
"2019/08/15","06:24","0.055","-","0.166"
"2019/08/15","06:30","0.064","-","0.175"
"2019/08/15","06:36","0.073","-","0.182"
"2019/08/15","06:42","0.082","-","0.192"
"2019/08/15","06:48","0.091","-","0.203"
"2019/08/15","06:54","0.1","-","0.21"
"2019/08/15","07:00","0.109","-","0.215"
"2019/08/15","07:06","0.118","-","0.224"
"2019/08/15","07:12","0.127","-","0.235"
"2019/08/15","07:18","0.136","-","0.248"
"2019/08/15","07:24","0.145","-","0.254"
"2019/08/15","07:30","0.154","-","0.261"
"2019/08/15","07:36","0.163","-","0.278"
"2019/08/15","07:42","0.171","-","0.28"
"2019/08/15","07:48","0.18","-","0.29"
"2019/08/15","07:54","0.188","-","0.299"
"2019/08/15","08:00","0.196","-","0.305"
"2019/08/15","08:06","0.204","-","0.316"
"2019/08/15","08:12","0.212","-","0.32"
"2019/08/15","08:18","0.219","-","0.331"
"2019/08/15","08:24","0.226","-","0.335"
"2019/08/15","08:30","0.233","-","0.345"
"2019/08/15","08:36","0.24","-","0.357"
"2019/08/15","08:42","0.246","-","0.358"
"2019/08/15","08:48","0.252","-","0.365"
"2019/08/15","08:54","0.258","-","0.371"
"2019/08/15","09:00","0.263","-","0.373"
"2019/08/15","09:06","0.268","-","0.38"
"2019/08/15","09:12","0.273","-","0.389"
"2019/08/15","09:18","0.277","-","0.394"
"2019/08/15","09:24","0.28","-","0.402"
"2019/08/15","09:30","0.283","-","0.403"
"2019/08/15","09:36","0.286","-","0.403"
"2019/08/15","09:42","0.288","-","0.408"
"2019/08/15","09:48","0.29","-","0.415"
"2019/08/15","09:54","0.291","-","0.421"
"2019/08/15","10:00","0.292","-","0.42"
"2019/08/15","10:06","0.293","-","0.423"
"2019/08/15","10:12","0.293","-","0.422"
"2019/08/15","10:18","0.292","-","0.422"
"2019/08/15","10:24","0.291","-","0.422"
"2019/08/15","10:30","0.29","-","0.416"
"2019/08/15","10:36","0.288","-","0.411"
"2019/08/15","10:42","0.286","-","0.41"
"2019/08/15","10:48","0.284","-","0.4"
"2019/08/15","10:54","0.281","-","0.394"
"2019/08/15","11:00","0.278","-","0.391"
"2019/08/15","11:06","0.275","-","0.394"
"2019/08/15","11:12","0.271","-","0.394"
"2019/08/15","11:18","0.267","-","0.394"
"2019/08/15","11:24","0.262","-","0.387"
"2019/08/15","11:30","0.258","-","0.384"
"2019/08/15","11:36","0.253","-","0.377"
"2019/08/15","11:42","0.247","-","0.376"
"2019/08/15","11:48","0.242","-","0.366"
"2019/08/15","11:54","0.236","-","0.357"
"2019/08/15","12:00","0.23","-","0.35"
"2019/08/15","12:06","0.224","-","0.347"
"2019/08/15","12:12","0.218","-","0.338"
"2019/08/15","12:18","0.211","-","0.334"
"2019/08/15","12:24","0.204","-","0.329"
"2019/08/15","12:30","0.197","-","0.324"
"2019/08/15","12:36","0.19","-","0.321"
"2019/08/15","12:42","0.183","-","0.313"
"2019/08/15","12:48","0.175","-","0.305"
"2019/08/15","12:54","0.168","-","0.3"
"2019/08/15","13:00","0.16","-","0.293"
"2019/08/15","13:06","0.152","-","0.291"
"2019/08/15","13:12","0.144","-","0.282"
"2019/08/15","13:18","0.135","-","0.277"
"2019/08/15","13:24","0.127","-","0.277"
"2019/08/15","13:30","0.118","-","0.269"
"2019/08/15","13:36","0.11","-","0.257"
"2019/08/15","13:42","0.101","-","0.249"
"2019/08/15","13:48","0.093","-","0.24"
"2019/08/15","13:54","0.084","-","0.232"
"2019/08/15","14:00","0.075","-","0.225"
"2019/08/15","14:06","0.067","-","0.215"
"2019/08/15","14:12","0.058","-","0.209"
"2019/08/15","14:18","0.05","-","0.206"
"2019/08/15","14:24","0.042","-","0.199"
"2019/08/15","14:30","0.034","-","0.191"
"2019/08/15","14:36","0.026","-","0.185"
"2019/08/15","14:42","0.018","-","0.18"
"2019/08/15","14:48","0.01","-","0.172"
"2019/08/15","14:54","0.003","-","0.164"
"2019/08/15","15:00","-0.004","-","0.156"
"2019/08/15","15:06","-0.01","-","0.148"
"2019/08/15","15:12","-0.016","-","0.142"
"2019/08/15","15:18","-0.022","-","0.136"
"2019/08/15","15:24","-0.027","-","0.13"
"2019/08/15","15:30","-0.032","-","0.123"
"2019/08/15","15:36","-0.037","-","0.117"
"2019/08/15","15:42","-0.041","-","0.112"
"2019/08/15","15:48","-0.045","-","0.107"
"2019/08/15","15:54","-0.048","-","0.103"
"2019/08/15","16:00","-0.05","-","0.104"
"2019/08/15","16:06","-0.053","-","0.103"
"2019/08/15","16:12","-0.054","-","0.103"
"2019/08/15","16:18","-0.056","-","0.103"
"2019/08/15","16:24","-0.057","-","0.102"
"2019/08/15","16:30","-0.057","-","0.103"
"2019/08/15","16:36","-0.057","-","0.103"
"2019/08/15","16:42","-0.057","-","0.103"
"2019/08/15","16:48","-0.056","-","0.105"
"2019/08/15","16:54","-0.055","-","0.106"
"2019/08/15","17:00","-0.053","-","0.11"
"2019/08/15","17:06","-0.051","-","0.112"
"2019/08/15","17:12","-0.049","-","0.115"
"2019/08/15","17:18","-0.047","-","0.117"
"2019/08/15","17:24","-0.044","-","0.123"
"2019/08/15","17:30","-0.041","-","0.127"
"2019/08/15","17:36","-0.038","-","0.131"
"2019/08/15","17:42","-0.034","-","0.135"
"2019/08/15","17:48","-0.03","-","0.142"
"2019/08/15","17:54","-0.027","-","0.148"
"2019/08/15","18:00","-0.023","-","0.155"
"2019/08/15","18:06","-0.019","-","0.166"
"2019/08/15","18:12","-0.014","-","0.175"
"2019/08/15","18:18","-0.01","-","0.183"
"2019/08/15","18:24","-0.005","-","0.189"
"2019/08/15","18:30","-0.001","-","0.196"
"2019/08/15","18:36","0.004","-","0.201"
"2019/08/15","18:42","0.009","-","0.207"
"2019/08/15","18:48","0.013","-","0.214"
"2019/08/15","18:54","0.018","-","0.219"
"2019/08/15","19:00","0.023","-","0.225"
"2019/08/15","19:06","0.028","-","0.233"
"2019/08/15","19:12","0.033","-","0.24"
"2019/08/15","19:18","0.038","-","0.249"
"2019/08/15","19:24","0.043","-","0.255"
"2019/08/15","19:30","0.048","-","0.261"
"2019/08/15","19:36","0.053","-","0.266"
"2019/08/15","19:42","0.058","-","0.273"
"2019/08/15","19:48","0.063","-","0.278"
"2019/08/15","19:54","0.068","-","0.286"
"2019/08/15","20:00","0.073","-","0.292"
"2019/08/15","20:06","0.078","-","0.302"
"2019/08/15","20:12","0.083","-","0.309"
"2019/08/15","20:18","0.088","-","0.314"
"2019/08/15","20:24","0.092","-","0.321"
"2019/08/15","20:30","0.097","-","0.326"
"2019/08/15","20:36","0.101","-","0.331"
"2019/08/15","20:42","0.105","-","0.335"
"2019/08/15","20:48","0.109","-","0.34"
"2019/08/15","20:54","0.113","-","0.343"
"2019/08/15","21:00","0.117","-","0.348"
"2019/08/15","21:06","0.12","-","0.354"
"2019/08/15","21:12","0.123","-","0.363"
"2019/08/15","21:18","0.126","-","0.369"
"2019/08/15","21:24","0.128","-","0.372"
"2019/08/15","21:30","0.13","-","0.377"
"2019/08/15","21:36","0.132","-","0.381"
"2019/08/15","21:42","0.134","-","0.383"
"2019/08/15","21:48","0.135","-","0.387"
"2019/08/15","21:54","0.136","-","0.389"
"2019/08/15","22:00","0.136","-","0.39"
"2019/08/15","22:06","0.136","-","0.392"
"2019/08/15","22:12","0.136","-","0.394"
"2019/08/15","22:18","0.135","-","0.397"
"2019/08/15","22:24","0.134","-","0.399"
"2019/08/15","22:30","0.133","-","0.399"
"2019/08/15","22:36","0.131","-","0.398"
"2019/08/15","22:42","0.129","-","0.396"
"2019/08/15","22:48","0.127","-","0.396"
"2019/08/15","22:54","0.125","-","0.396"
"2019/08/15","23:00","0.122","-","0.396"
"2019/08/15","23:06","0.119","-","0.395"
"2019/08/15","23:12","0.115","-","0.396"
"2019/08/15","23:18","0.112","-","0.393"
"2019/08/15","23:24","0.108","-","0.387"
"2019/08/15","23:30","0.104","-","0.389"
"2019/08/15","23:36","0.099","-","0.386"
"2019/08/15","23:42","0.095","-","0.383"
"2019/08/15","23:48","0.09","-","0.377"
"2019/08/15","23:54","0.086","-","0.367"
"2019/08/16","00:00","0.081","-","0.362"
"2019/08/16","00:06","0.076","-","0.363"
"2019/08/16","00:12","0.07","-","0.363"
"2019/08/16","00:18","0.065","-","0.361"
"2019/08/16","00:24","0.06","-","0.357"
"2019/08/16","00:30","0.054","-","0.359"
"2019/08/16","00:36","0.048","-","0.361"
"2019/08/16","00:42","0.043","-","0.356"
"2019/08/16","00:48","0.037","-","0.354"
"2019/08/16","00:54","0.031","-","0.352"
"2019/08/16","01:00","0.025","-","0.344"
"2019/08/16","01:06","0.019","-","0.336"
"2019/08/16","01:12","0.013","-","0.332"
"2019/08/16","01:18","0.007","-","0.326"
"2019/08/16","01:24","0.001","-","0.322"
"2019/08/16","01:30","-0.005","-","0.312"
"2019/08/16","01:36","-0.011","-","0.305"
"2019/08/16","01:42","-0.017","-","0.305"
"2019/08/16","01:48","-0.024","-","0.303"
"2019/08/16","01:54","-0.03","-","0.303"
"2019/08/16","02:00","-0.036","-","0.299"
"2019/08/16","02:06","-0.042","-","0.283"
"2019/08/16","02:12","-0.048","-","0.272"
"2019/08/16","02:18","-0.054","-","0.269"
"2019/08/16","02:24","-0.059","-","0.263"
"2019/08/16","02:30","-0.065","-","0.257"
"2019/08/16","02:36","-0.07","-","0.253"
"2019/08/16","02:42","-0.076","-","0.251"
"2019/08/16","02:48","-0.081","-","0.245"
"2019/08/16","02:54","-0.085","-","0.238"
"2019/08/16","03:00","-0.09","-","0.227"
"2019/08/16","03:06","-0.094","-","0.221"
"2019/08/16","03:12","-0.098","-","0.215"
"2019/08/16","03:18","-0.102","-","0.21"
"2019/08/16","03:24","-0.105","-","0.205"
"2019/08/16","03:30","-0.107","-","0.198"
"2019/08/16","03:36","-0.11","-","0.198"
"2019/08/16","03:42","-0.112","-","0.196"
"2019/08/16","03:48","-0.113","-","0.199"
"2019/08/16","03:54","-0.114","-","0.201"
"2019/08/16","04:00","-0.114","-","0.197"
"2019/08/16","04:06","-0.114","-","0.198"
"2019/08/16","04:12","-0.114","-","0.198"
"2019/08/16","04:18","-0.113","-","0.195"
"2019/08/16","04:24","-0.111","-","0.195"
"2019/08/16","04:30","-0.109","-","0.196"
"2019/08/16","04:36","-0.107","-","0.2"
"2019/08/16","04:42","-0.104","-","0.204"
"2019/08/16","04:48","-0.1","-","0.21"
"2019/08/16","04:54","-0.096","-","0.207"
"2019/08/16","05:00","-0.092","-","0.206"
"2019/08/16","05:06","-0.087","-","0.215"
"2019/08/16","05:12","-0.082","-","0.222"
"2019/08/16","05:18","-0.076","-","0.231"
"2019/08/16","05:24","-0.07","-","0.241"
"2019/08/16","05:30","-0.064","-","0.254"
"2019/08/16","05:36","-0.057","-","0.263"
"2019/08/16","05:42","-0.05","-","0.265"
"2019/08/16","05:48","-0.043","-","0.274"
"2019/08/16","05:54","-0.035","-","0.284"
"2019/08/16","06:00","-0.028","-","0.295"
"2019/08/16","06:06","-0.02","-","0.302"
"2019/08/16","06:12","-0.012","-","0.306"
"2019/08/16","06:18","-0.003","-","0.308"
"2019/08/16","06:24","0.005","-","0.316"
"2019/08/16","06:30","0.013","-","0.328"
"2019/08/16","06:36","0.022","-","0.337"
"2019/08/16","06:42","0.03","-","0.346"
"2019/08/16","06:48","0.039","-","0.351"
"2019/08/16","06:54","0.048","-","0.357"
"2019/08/16","07:00","0.057","-","0.365"
"2019/08/16","07:06","0.065","-","0.372"
"2019/08/16","07:12","0.074","-","0.382"
"2019/08/16","07:18","0.083","-","0.398"
"2019/08/16","07:24","0.092","-","0.411"
"2019/08/16","07:30","0.1","-","0.423"
"2019/08/16","07:36","0.109","-","0.429"
"2019/08/16","07:42","0.118","-","0.432"
"2019/08/16","07:48","0.126","-","0.444"
"2019/08/16","07:54","0.135","-","0.45"
"2019/08/16","08:00","0.143","-","0.456"
"2019/08/16","08:06","0.151","-","0.462"
"2019/08/16","08:12","0.16","-","0.465"
"2019/08/16","08:18","0.168","-","0.47"
"2019/08/16","08:24","0.176","-","0.48"
"2019/08/16","08:30","0.184","-","0.485"
"2019/08/16","08:36","0.191","-","0.495"
"2019/08/16","08:42","0.199","-","0.503"
"2019/08/16","08:48","0.206","-","0.508"
"2019/08/16","08:54","0.213","-","0.516"
"2019/08/16","09:00","0.22","-","0.518"
"2019/08/16","09:06","0.226","-","0.527"
"2019/08/16","09:12","0.233","-","0.535"
"2019/08/16","09:18","0.239","-","0.542"
"2019/08/16","09:24","0.244","-","0.551"
"2019/08/16","09:30","0.25","-","0.554"
"2019/08/16","09:36","0.254","-","0.557"
"2019/08/16","09:42","0.259","-","0.563"
"2019/08/16","09:48","0.263","-","0.563"
"2019/08/16","09:54","0.267","-","0.565"
"2019/08/16","10:00","0.27","-","0.569"
"2019/08/16","10:06","0.273","-","0.571"
"2019/08/16","10:12","0.276","-","0.574"
"2019/08/16","10:18","0.278","-","0.575"
"2019/08/16","10:24","0.279","-","0.578"
"2019/08/16","10:30","0.28","-","0.583"
"2019/08/16","10:36","0.281","-","0.584"
"2019/08/16","10:42","0.281","-","0.586"
"2019/08/16","10:48","0.281","-","0.583"
"2019/08/16","10:54","0.28","-","0.582"
"2019/08/16","11:00","0.279","-","0.584"
"2019/08/16","11:06","0.278","-","0.577"
"2019/08/16","11:12","0.276","-","0.574"
