date,site_frame,level,pos,comp,live,dead,flower,sp_live,ht1,cut1,ht2,cut2,ht3,cut3,ht4,cut4,ht5,cut5,ht6,cut6,ht7,cut7,ht8,ht9,ht10,ht11,ht12,ht13,ht14,ht15,ht16,ht17,ht18,ht19,ht20,ht21,ht22,ht23,ht24,ht25,ht26,ht27,ht28,ht29,ht30,ht31,ht32,ht33,ht34,ht35,ht36,ht37,ht38,ht39,ht40,ht41,notes
7/1/2019,fresh_1,1,1,1,2,0,0,1,5,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,1,1,2,0,,1,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,1,1,1,1,,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no mark, now R"
8/13/2019,fresh_1,1,1,1,2,1,,1,37,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,1,1,1,3,1,0,1,38,,29,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,1,1,1,4,1,0,1,38,,44.5,,38,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,2,0,1,0,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,2,0,2,0,,0,14.5,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,2,0,3,0,,0,15,,34.5,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,2,0,5,0,,0,15,,39,,52,,46.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,1,2,0,9,0,0,0,14.5,,39,,52.5,,33,,54.5,,10.5,,36,,56,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,1,2,0,12,0,0,0,15,,39,,52.5,,17,,38.5,,56.5,,60,,63,39,18,60.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,3,0,2,0,0,0,7.5,0,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,3,0,3,0,,0,32.5,,14,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,3,0,6,0,,0,32,,39,,33.5,,19,,4,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,3,0,9,0,,0,33,,41.5,,44,,27,,3,,46,,33,,35.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,1,3,0,12,2,0,0,33,,41,,44.5,,29,,45.5,,10,,38.5,,50.5,7.5,33.5,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,1,3,0,18,1,0,0,33,,41,,44.5,,38,,29.5,,36.5,,18,,44.5,45,13,48.5,51,5,33,45.5,33,36,6,14,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,4,0,2,0,0,0,3,0,20.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,4,0,3,0,,0,24,,42,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,4,0,6,0,,0,24,,55,,36.5,,35,,13,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,4,0,9,0,,0,24,,55,,49,,14.5,,37.5,,31,,49,,62,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,1,4,0,13,1,0,0,54,,49,,53,,37.5,,64,,62,,16.5,,34.5,7,54,13,38,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,1,4,0,11,2,0,0,48.5,,63.5,,55.5,,61,,54,,35,,37.5,,34,50.5,57,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,5,0,2,0,0,0,4.5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,5,0,2,0,,0,9.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,5,0,2,0,,0,32,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,5,0,3,1,,0,34,,39,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,1,5,0,5,1,0,0,34,,50,,55.5,,13,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,1,5,0,5,1,0,0,33.5,,42,,40.5,,58.5,,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,6,0,2,0,1,0,22,0,24.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flower
7/16/2019,fresh_1,1,6,0,4,0,1,0,56,,24,,43.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,6,0,6,0,1,0,56.5,,23.5,,70,,46.5,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,6,0,7,0,3,0,56.5,,24,,71,,50,,75,,59,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B bent
9/3/2019,fresh_1,1,6,0,8,1,0,0,56.5,,70,,81,,40,,74,,84.5,,68.5,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,1,6,0,10,1,0,0,56,,71,,2.5,,54,,80.5,,84,,73,,58,80,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,7,0,2,0,0,0,24,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,7,0,3,0,,0,27,,10,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,7,0,6,0,,0,27,,53,,60,,18,,2,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,7,0,7,0,1,0,27,,68,,60,,9,,71,,55,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,1,7,0,14,1,0,0,26.5,,67,,59.5,,3.5,,53,,60,,48,,52.5,81.5,57.5,51,53,80.5,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,1,7,0,16,1,0,0,27,,67.5,,60,,20.5,,60.5,,31,,79.5,,68,64,62.5,69.5,83,69.5,63,20,78,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,1,8,1,3,0,0,1,19,1,18,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,1,8,1,4,0,,1,41,,34,,58,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,1,8,1,8,0,,1,71,,69,,69,,17,,10.5,,11,,11.5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,1,8,1,10,0,,1,71,,72,,69,,59.5,,54,,51,,51,,8,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R bent
9/3/2019,fresh_1,1,8,1,11,1,0,1,72,,72,,69,,78,,70,,46,,77,,70,53.5,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,1,8,1,12,1,0,1,72,,72,,68.5,,59.5,,76.5,,70,,77,,70,23,64,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,2,1,1,3,0,0,1,21.5,0,21.5,0,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,1,1,6,0,,1,52,,43.5,,21.5,,18,,19.5,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,1,1,10,0,3,1,53,,43.5,,21.5,,23,,5,,49,,49.5,,53,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,1,1,14,0,1,1,53,,43.5,,21,,14,,7,,47,,44,,50,53,56,51,16,54,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,1,1,16,1,0,1,53,,43.5,,26,,46,,50.5,,53,,57.5,,26,56,53,48,53.5,50,22,16.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,2,1,1,20,1,0,1,53,,32.5,,16,,42,,32,,51.5,,45.5,,23,50.5,57.5,52,51,55,57.5,32,49,48,50,8,14,,,,,,,,,,,,,,,,,,,,,,have stem piece for ht15
7/1/2019,fresh_1,2,2,0,2,0,0,0,5.5,1,9.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,2,0,3,1,,0,29,,44,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,2,0,6,1,,0,56,,44,,50,,32,,22,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,2,0,8,1,,0,56,,44.5,,53,,49,,30,,62,,53.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,2,0,15,1,0,0,56.5,,44,,54,,37,,29.5,,44,,68,,32.5,60.5,1.5,42.5,0.5,62,59,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,2,2,0,15,2,0,0,53,,70.5,,69.5,,35,,67.5,,58,,59.5,,62,67.5,44,68,43,34,41.5,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,2,3,0,1,1,0,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,3,0,2,1,,0,32,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,3,0,5,1,,0,55,,33,,26,,13,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,3,0,5,1,,0,55,,33,,62,,45.5,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,3,0,9,1,0,0,55,,62.5,,32,,67,,4.5,,32,,39.5,,38,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,2,3,0,9,1,0,0,62.5,,59.5,,66.5,,51.5,,58.5,,65,,62.5,,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,2,4,1,2,0,0,1,11,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,4,1,5,0,,1,18.5,,31.5,,41.5,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,4,1,7,1,1,1,51,,63,,42,,20,,4.5,,54,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,4,1,11,1,3,1,54,,61.5,,42,,33,,58,,51,,46.5,,66,37.5,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,4,1,17,1,0,1,53.5,,62,,67.5,,67,,10.5,,65.6,,55,,52.5,62.5,32,58,51,16,23,13,1,57.5,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,2,4,1,21,1,0,1,53,,62,,56,,50,,44,,57.5,,45.5,,23,50.5,57.5,52,51,55,57.5,28.5,36,57.5,13,17,13,3,,,,,,,,,,,,,,,,,,,,,dh = 1
7/1/2019,fresh_1,2,5,1,1,1,0,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,5,1,2,0,,1,41,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,5,1,5,0,,1,59,,44.5,,33.5,,47.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,5,1,9,0,,1,59,,44,,57,,46,,13,,4,,64,,58,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,5,1,14,0,0,1,58.5,,43,,66.5,,62.5,,59,,76,,72,,14,42,48.5,40,17,65,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,2,5,1,19,0,0,1,58,,43,,66,,62.5,,65,,72,,75.5,,46.5,57.5,27.5,25,61.5,66,44.5,34.5,60,64.5,51,1,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,2,6,0,2,0,0,0,5,1,13.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,6,0,2,1,,0,37,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,6,0,4,1,,0,37,,29,,49,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,6,0,6,1,,0,36.5,,58,,57.5,,34,,58,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,6,0,11,0,0,0,36,,58,,57.5,,2,,54.5,,53.5,,67,,54,61,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,2,6,0,13,1,0,0,57,,57.5,,32,,63,,28,,58,,67,,30,59.5,17,61,38,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pulled weed
7/1/2019,fresh_1,2,7,0,3,0,0,0,15.5,1,17,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,7,0,7,0,,0,47,,40.5,,27,,28,,30,,55,,25,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,7,0,10,0,,0,46,,52,,65.5,,55,,3,,4,,4.5,,47.5,58.5,15.5,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"density = 10, but 11 heights recorded"
8/13/2019,fresh_1,2,7,0,14,0,,0,45,,52,,68,,28,,42,,58,,55,,55,16,50,43,61,42,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,7,0,21,1,0,0,46,,51.5,,67.5,,22.5,,62,,55,,58,,19.5,59.5,28,65,52,61.5,54,65,21,51,54.5,2,16.5,55,,,,,,,,,,,,,55,,,,,,,,
9/16/2019,fresh_1,2,7,0,28,1,0,0,46,,51,,67.5,,46,,55,,62,,59,,57.5,14.5,44.5,17,26,16.5,16,58,61.5,65,54,51,13,64.5,59,53.5,29,53,54.5,12,15,,,,,,,,,,,,,,
7/1/2019,fresh_1,2,8,0,2,1,0,0,20,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,2,8,0,5,1,,0,52,,49,,48.5,,21,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,2,8,0,8,1,,0,51.5,,68.5,,54.5,,6.5,,61,,35,,38,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,2,8,0,11,0,1,0,51,,67,,54,,44,,42,,70,,60,,73,69,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,2,8,0,15,1,0,0,52,,51.5,,54,,37.5,,22.5,,76.5,,54.5,,70,46,77,60.5,71,79.5,68,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,2,8,0,20,1,0,0,50.5,,51,,54,,21,,58,,54,,17,,69.5,54,8,18,77,76.5,46.5,60,29,70.5,79,68.5,60,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,3,1,0,2,0,0,0,14,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,1,0,5,0,,0,47,,32.5,,14.5,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,1,0,5,1,,0,49,,42,,54,,50.5,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,1,0,8,1,,0,49,,32.5,,41,,54.5,,19.5,,8.5,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B alive
9/3/2019,fresh_1,3,1,0,11,1,0,0,48.5,,32,,40.5,,54.5,,64,,51,,64.5,,61,68.5,58,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,3,1,0,13,2,0,0,61,,68,,57.5,,43,,64,,61,,63,,51.5,54,39,9.5,9.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,3,2,1,2,0,0,1,26.5,0,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,2,1,4,0,,1,57,,27,,18,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,2,1,8,0,,1,56,,27,,30,,30.5,,28.5,,65,,48.5,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,2,1,11,0,,1,56.5,,27,,28.5,,48,,45,,50,,64,,70,16,62,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B bent
9/3/2019,fresh_1,3,2,1,12,2,0,1,58,,55.5,,62,,70,,66,,21.5,,58,,64,47,64,67.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,3,2,1,21,2,0,1,47.5,,58,,39,,61.5,,64,,60.5,,24.5,,11,69,26,58,66.5,9,71,33,3.5,63.5,62.5,64,67,47,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,3,3,0,2,0,0,0,10,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,3,0,3,0,,0,49,,12,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,3,0,4,1,,0,53.5,,61,,38,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,3,0,7,1,,0,53,,70,,60,,7,,67.5,,62,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,3,3,0,11,0,0,0,68,,52,,12,,81.5,,37,,37,,62,,66.5,77.5,65,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,3,3,0,12,1,0,0,68,,5,,77.5,,54,,39.5,,64.5,,84.5,,66,71.5,61.5,37.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,3,4,0,1,1,0,0,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,4,0,2,0,,0,32,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,4,0,5,0,,0,53,,14.5,,39.5,,5,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,4,0,7,1,,0,54,,67.5,,61,,49,,60.5,,30,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,3,4,0,14,1,0,0,65,,52,,48.5,,46,,65.5,,65,,71,,71,60.5,32,75,64,28.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,fresh_1,3,4,0,16,1,0,0,64,,11,,48,,40,,63.5,,53.5,,70,,65,65,80.5,61,70,78,63.5,64,21,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,3,5,0,4,0,0,0,6,1,3,0,0.5,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,5,0,1,0,,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,5,0,3,1,,0,45,,41,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,5,0,5,1,,0,45.5,,65,,70.5,,27,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,3,5,0,11,2,0,0,64,,10.5,,83.5,,54,,69,,72.5,,73.5,,4,2,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,3,5,0,11,1,0,0,64,,69,,83,,70,,55.5,,48.5,,72,,73,41,44,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,3,6,1,1,0,0,1,24.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,6,1,3,0,,1,26,,17,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,6,1,3,0,,1,63.5,,50,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,6,1,6,0,,1,80,,61.5,,27,,46,,33,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,3,6,1,6,1,0,1,78,,61,,72,,78,,55,,82,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"density = 6, but 7 heights measured"
9/16/2019,fresh_1,3,6,1,9,1,0,1,78.5,,60.5,,75,,34,,23,,77,,77.5,,24,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spartina flower = 2
7/1/2019,fresh_1,3,7,0,2,0,0,0,9,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,7,0,2,1,,0,45,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,7,0,5,0,,0,44,,60,,44.5,,10,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"density = 5, but 6 heights recorded"
8/13/2019,fresh_1,3,7,0,7,0,,0,44,,60.5,,58,,28,,57,,71.5,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,3,7,0,15,0,0,0,44,,60,,18,,5,,7,,82,,73.5,,72,58,32.5,64,67,25,61.5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,3,7,0,17,1,0,0,59.5,,58,,52,,81.5,,55,,48.5,,66.5,,66,73.5,77,66.5,51,59.5,63,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,found Y
7/1/2019,fresh_1,3,8,1,2,1,0,1,16.5,0,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,3,8,1,2,0,,1,43,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,3,8,1,4,0,,1,60,,16,,40.5,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,3,8,1,5,1,1,1,60,,52,,25,,59,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,3,8,1,9,1,1,1,60,,52,,70.5,,60,,3,,72,,21,,65,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,3,8,1,10,1,0,1,60,,52,,51.5,,71,,46,,70,,57.5,,46.5,36.5,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,1,1,2,0,0,1,3.5,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,1,1,1,0,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,1,1,2,1,,1,21.5,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,1,1,5,1,,1,17,,61,,20,,50,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,1,1,7,1,0,1,58,,72.5,,64.5,,59.5,,31.5,,72,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,1,1,10,2,0,0,9,,18,,47.5,,19,,72,,64.5,,70.5,,14.5,72,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,2,0,2,0,0,0,21.5,0,20.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,2,0,4,0,,0,41.5,,53.5,,22.5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,2,0,5,1,,0,62,,54,,57.5,,25.5,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,2,0,6,2,,0,60.5,,47,,70,,61,,68,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,2,0,10,1,0,0,60.5,,66,,60,,40.5,,87,,74.5,,23,,79.5,88.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
