"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2019/09/20","18:30","-0.088","-","0.183"
"2019/09/20","18:36","-0.092","-","0.177"
"2019/09/20","18:42","-0.095","-","0.171"
"2019/09/20","18:48","-0.099","-","0.168"
"2019/09/20","18:54","-0.102","-","0.167"
"2019/09/20","19:00","-0.104","-","0.162"
"2019/09/20","19:06","-0.107","-","0.159"
"2019/09/20","19:12","-0.109","-","0.156"
"2019/09/20","19:18","-0.111","-","0.153"
"2019/09/20","19:24","-0.113","-","0.15"
"2019/09/20","19:30","-0.115","-","0.148"
"2019/09/20","19:36","-0.116","-","0.147"
"2019/09/20","19:42","-0.117","-","0.147"
"2019/09/20","19:48","-0.118","-","0.147"
"2019/09/20","19:54","-0.118","-","0.149"
"2019/09/20","20:00","-0.118","-","0.151"
"2019/09/20","20:06","-0.118","-","0.155"
"2019/09/20","20:12","-0.117","-","0.159"
"2019/09/20","20:18","-0.116","-","0.162"
"2019/09/20","20:24","-0.115","-","0.164"
"2019/09/20","20:30","-0.113","-","0.168"
"2019/09/20","20:36","-0.111","-","0.171"
"2019/09/20","20:42","-0.108","-","0.175"
"2019/09/20","20:48","-0.105","-","0.18"
"2019/09/20","20:54","-0.101","-","0.187"
"2019/09/20","21:00","-0.097","-","0.192"
"2019/09/20","21:06","-0.093","-","0.197"
"2019/09/20","21:12","-0.088","-","0.204"
"2019/09/20","21:18","-0.083","-","0.21"
"2019/09/20","21:24","-0.077","-","0.215"
"2019/09/20","21:30","-0.071","-","0.224"
"2019/09/20","21:36","-0.065","-","0.232"
"2019/09/20","21:42","-0.058","-","0.24"
"2019/09/20","21:48","-0.051","-","0.249"
"2019/09/20","21:54","-0.043","-","0.258"
"2019/09/20","22:00","-0.035","-","0.266"
"2019/09/20","22:06","-0.027","-","0.273"
"2019/09/20","22:12","-0.019","-","0.282"
"2019/09/20","22:18","-0.011","-","0.291"
"2019/09/20","22:24","-0.002","-","0.298"
"2019/09/20","22:30","0.007","-","0.305"
"2019/09/20","22:36","0.015","-","0.313"
"2019/09/20","22:42","0.024","-","0.32"
"2019/09/20","22:48","0.034","-","0.328"
"2019/09/20","22:54","0.043","-","0.338"
"2019/09/20","23:00","0.052","-","0.344"
"2019/09/20","23:06","0.061","-","0.353"
"2019/09/20","23:12","0.07","-","0.36"
"2019/09/20","23:18","0.079","-","0.368"
"2019/09/20","23:24","0.087","-","0.376"
"2019/09/20","23:30","0.096","-","0.384"
"2019/09/20","23:36","0.105","-","0.391"
"2019/09/20","23:42","0.113","-","0.399"
"2019/09/20","23:48","0.121","-","0.406"
"2019/09/20","23:54","0.13","-","0.413"
"2019/09/21","00:00","0.137","-","0.421"
"2019/09/21","00:06","0.145","-","0.429"
"2019/09/21","00:12","0.153","-","0.437"
"2019/09/21","00:18","0.16","-","0.444"
"2019/09/21","00:24","0.167","-","0.451"
"2019/09/21","00:30","0.174","-","0.458"
"2019/09/21","00:36","0.181","-","0.465"
"2019/09/21","00:42","0.187","-","0.47"
"2019/09/21","00:48","0.193","-","0.477"
"2019/09/21","00:54","0.199","-","0.482"
"2019/09/21","01:00","0.205","-","0.488"
"2019/09/21","01:06","0.21","-","0.493"
"2019/09/21","01:12","0.215","-","0.496"
"2019/09/21","01:18","0.22","-","0.499"
"2019/09/21","01:24","0.225","-","0.503"
"2019/09/21","01:30","0.23","-","0.508"
"2019/09/21","01:36","0.234","-","0.512"
"2019/09/21","01:42","0.238","-","0.514"
"2019/09/21","01:48","0.241","-","0.517"
"2019/09/21","01:54","0.245","-","0.52"
"2019/09/21","02:00","0.248","-","0.521"
"2019/09/21","02:06","0.251","-","0.523"
"2019/09/21","02:12","0.253","-","0.522"
"2019/09/21","02:18","0.255","-","0.522"
"2019/09/21","02:24","0.257","-","0.522"
"2019/09/21","02:30","0.258","-","0.521"
"2019/09/21","02:36","0.259","-","0.521"
"2019/09/21","02:42","0.26","-","0.521"
"2019/09/21","02:48","0.26","-","0.521"
"2019/09/21","02:54","0.26","-","0.522"
"2019/09/21","03:00","0.26","-","0.52"
"2019/09/21","03:06","0.259","-","0.518"
"2019/09/21","03:12","0.258","-","0.515"
"2019/09/21","03:18","0.257","-","0.513"
"2019/09/21","03:24","0.255","-","0.51"
"2019/09/21","03:30","0.253","-","0.507"
"2019/09/21","03:36","0.25","-","0.505"
"2019/09/21","03:42","0.248","-","0.503"
"2019/09/21","03:48","0.245","-","0.501"
"2019/09/21","03:54","0.241","-","0.497"
"2019/09/21","04:00","0.237","-","0.493"
"2019/09/21","04:06","0.233","-","0.488"
"2019/09/21","04:12","0.229","-","0.485"
"2019/09/21","04:18","0.225","-","0.482"
"2019/09/21","04:24","0.22","-","0.477"
"2019/09/21","04:30","0.215","-","0.473"
"2019/09/21","04:36","0.21","-","0.47"
"2019/09/21","04:42","0.205","-","0.465"
"2019/09/21","04:48","0.2","-","0.46"
"2019/09/21","04:54","0.195","-","0.458"
"2019/09/21","05:00","0.189","-","0.454"
"2019/09/21","05:06","0.184","-","0.451"
"2019/09/21","05:12","0.178","-","0.444"
"2019/09/21","05:18","0.172","-","0.431"
"2019/09/21","05:24","0.167","-","0.424"
"2019/09/21","05:30","0.161","-","0.423"
"2019/09/21","05:36","0.156","-","0.419"
"2019/09/21","05:42","0.15","-","0.414"
"2019/09/21","05:48","0.144","-","0.408"
"2019/09/21","05:54","0.139","-","0.403"
"2019/09/21","06:00","0.133","-","0.399"
"2019/09/21","06:06","0.128","-","0.394"
"2019/09/21","06:12","0.123","-","0.386"
"2019/09/21","06:18","0.117","-","0.381"
"2019/09/21","06:24","0.112","-","0.374"
"2019/09/21","06:30","0.107","-","0.366"
"2019/09/21","06:36","0.102","-","0.359"
"2019/09/21","06:42","0.097","-","0.356"
"2019/09/21","06:48","0.091","-","0.352"
"2019/09/21","06:54","0.087","-","0.349"
"2019/09/21","07:00","0.082","-","0.344"
"2019/09/21","07:06","0.077","-","0.338"
"2019/09/21","07:12","0.072","-","0.334"
"2019/09/21","07:18","0.067","-","0.327"
"2019/09/21","07:24","0.063","-","0.324"
"2019/09/21","07:30","0.058","-","0.322"
"2019/09/21","07:36","0.054","-","0.317"
"2019/09/21","07:42","0.05","-","0.313"
"2019/09/21","07:48","0.046","-","0.31"
"2019/09/21","07:54","0.042","-","0.305"
"2019/09/21","08:00","0.038","-","0.301"
"2019/09/21","08:06","0.034","-","0.298"
"2019/09/21","08:12","0.031","-","0.295"
"2019/09/21","08:18","0.028","-","0.293"
"2019/09/21","08:24","0.025","-","0.29"
"2019/09/21","08:30","0.022","-","0.289"
"2019/09/21","08:36","0.02","-","0.289"
"2019/09/21","08:42","0.017","-","0.288"
"2019/09/21","08:48","0.016","-","0.287"
"2019/09/21","08:54","0.014","-","0.286"
"2019/09/21","09:00","0.013","-","0.283"
"2019/09/21","09:06","0.012","-","0.284"
"2019/09/21","09:12","0.011","-","0.284"
"2019/09/21","09:18","0.011","-","0.284"
"2019/09/21","09:24","0.011","-","0.285"
"2019/09/21","09:30","0.011","-","0.287"
"2019/09/21","09:36","0.012","-","0.288"
"2019/09/21","09:42","0.013","-","0.29"
"2019/09/21","09:48","0.015","-","0.293"
"2019/09/21","09:54","0.017","-","0.293"
"2019/09/21","10:00","0.019","-","0.294"
"2019/09/21","10:06","0.021","-","0.297"
"2019/09/21","10:12","0.024","-","0.298"
"2019/09/21","10:18","0.027","-","0.301"
"2019/09/21","10:24","0.03","-","0.303"
"2019/09/21","10:30","0.033","-","0.305"
"2019/09/21","10:36","0.037","-","0.307"
"2019/09/21","10:42","0.041","-","0.311"
"2019/09/21","10:48","0.045","-","0.314"
"2019/09/21","10:54","0.049","-","0.315"
"2019/09/21","11:00","0.053","-","0.317"
"2019/09/21","11:06","0.057","-","0.321"
"2019/09/21","11:12","0.061","-","0.324"
"2019/09/21","11:18","0.066","-","0.325"
"2019/09/21","11:24","0.07","-","0.327"
"2019/09/21","11:30","0.074","-","0.333"
"2019/09/21","11:36","0.078","-","0.334"
"2019/09/21","11:42","0.082","-","0.338"
"2019/09/21","11:48","0.086","-","0.338"
"2019/09/21","11:54","0.09","-","0.341"
"2019/09/21","12:00","0.094","-","0.343"
"2019/09/21","12:06","0.098","-","0.346"
"2019/09/21","12:12","0.101","-","0.347"
"2019/09/21","12:18","0.104","-","0.352"
"2019/09/21","12:24","0.107","-","0.353"
"2019/09/21","12:30","0.11","-","0.356"
"2019/09/21","12:36","0.113","-","0.355"
"2019/09/21","12:42","0.116","-","0.357"
"2019/09/21","12:48","0.118","-","0.358"
"2019/09/21","12:54","0.12","-","0.358"
"2019/09/21","13:00","0.122","-","0.36"
"2019/09/21","13:06","0.124","-","0.36"
"2019/09/21","13:12","0.126","-","0.36"
"2019/09/21","13:18","0.127","-","0.361"
"2019/09/21","13:24","0.129","-","0.36"
"2019/09/21","13:30","0.13","-","0.358"
"2019/09/21","13:36","0.131","-","0.36"
"2019/09/21","13:42","0.131","-","0.359"
"2019/09/21","13:48","0.132","-","0.359"
"2019/09/21","13:54","0.132","-","0.356"
"2019/09/21","14:00","0.132","-","0.354"
"2019/09/21","14:06","0.132","-","0.353"
"2019/09/21","14:12","0.132","-","0.351"
"2019/09/21","14:18","0.131","-","0.35"
"2019/09/21","14:24","0.131","-","0.347"
"2019/09/21","14:30","0.13","-","0.343"
"2019/09/21","14:36","0.128","-","0.343"
"2019/09/21","14:42","0.127","-","0.34"
"2019/09/21","14:48","0.125","-","0.336"
"2019/09/21","14:54","0.123","-","0.334"
"2019/09/21","15:00","0.121","-","0.331"
"2019/09/21","15:06","0.119","-","0.327"
"2019/09/21","15:12","0.116","-","0.321"
"2019/09/21","15:18","0.113","-","0.317"
"2019/09/21","15:24","0.11","-","0.312"
"2019/09/21","15:30","0.106","-","0.308"
"2019/09/21","15:36","0.103","-","0.301"
"2019/09/21","15:42","0.099","-","0.293"
"2019/09/21","15:48","0.094","-","0.289"
"2019/09/21","15:54","0.09","-","0.282"
"2019/09/21","16:00","0.085","-","0.274"
"2019/09/21","16:06","0.08","-","0.268"
"2019/09/21","16:12","0.075","-","0.262"
"2019/09/21","16:18","0.07","-","0.257"
"2019/09/21","16:24","0.064","-","0.25"
"2019/09/21","16:30","0.058","-","0.241"
"2019/09/21","16:36","0.053","-","0.234"
"2019/09/21","16:42","0.047","-","0.229"
"2019/09/21","16:48","0.041","-","0.221"
"2019/09/21","16:54","0.035","-","0.214"
"2019/09/21","17:00","0.028","-","0.207"
"2019/09/21","17:06","0.022","-","0.2"
"2019/09/21","17:12","0.016","-","0.192"
"2019/09/21","17:18","0.01","-","0.188"
"2019/09/21","17:24","0.004","-","0.182"
"2019/09/21","17:30","-0.003","-","0.173"
"2019/09/21","17:36","-0.009","-","0.168"
"2019/09/21","17:42","-0.015","-","0.158"
"2019/09/21","17:48","-0.021","-","0.149"
"2019/09/21","17:54","-0.026","-","0.143"
"2019/09/21","18:00","-0.032","-","0.133"
"2019/09/21","18:06","-0.038","-","0.131"
"2019/09/21","18:12","-0.043","-","0.125"
"2019/09/21","18:18","-0.048","-","0.114"
"2019/09/21","18:24","-0.053","-","0.11"
"2019/09/21","18:30","-0.058","-","0.104"
"2019/09/21","18:36","-0.063","-","0.1"
"2019/09/21","18:42","-0.067","-","0.094"
"2019/09/21","18:48","-0.072","-","0.078"
"2019/09/21","18:54","-0.076","-","0.073"
"2019/09/21","19:00","-0.08","-","0.069"
"2019/09/21","19:06","-0.084","-","0.066"
"2019/09/21","19:12","-0.088","-","0.064"
"2019/09/21","19:18","-0.091","-","0.054"
"2019/09/21","19:24","-0.095","-","0.048"
"2019/09/21","19:30","-0.098","-","0.045"
"2019/09/21","19:36","-0.101","-","0.04"
"2019/09/21","19:42","-0.104","-","0.037"
"2019/09/21","19:48","-0.106","-","0.03"
"2019/09/21","19:54","-0.109","-","0.025"
"2019/09/21","20:00","-0.111","-","0.026"
"2019/09/21","20:06","-0.113","-","0.019"
"2019/09/21","20:12","-0.115","-","0.017"
"2019/09/21","20:18","-0.116","-","0.016"
"2019/09/21","20:24","-0.117","-","0.016"
"2019/09/21","20:30","-0.118","-","0.014"
"2019/09/21","20:36","-0.119","-","0.008"
"2019/09/21","20:42","-0.119","-","0.006"
"2019/09/21","20:48","-0.119","-","0.007"
"2019/09/21","20:54","-0.119","-","0.01"
"2019/09/21","21:00","-0.118","-","0.01"
"2019/09/21","21:06","-0.117","-","0.011"
"2019/09/21","21:12","-0.116","-","0.009"
"2019/09/21","21:18","-0.114","-","0.014"
"2019/09/21","21:24","-0.112","-","0.015"
"2019/09/21","21:30","-0.11","-","0.019"
"2019/09/21","21:36","-0.107","-","0.021"
"2019/09/21","21:42","-0.103","-","0.025"
"2019/09/21","21:48","-0.099","-","0.031"
"2019/09/21","21:54","-0.095","-","0.038"
"2019/09/21","22:00","-0.091","-","0.04"
"2019/09/21","22:06","-0.086","-","0.044"
"2019/09/21","22:12","-0.08","-","0.053"
"2019/09/21","22:18","-0.074","-","0.059"
"2019/09/21","22:24","-0.068","-","0.063"
"2019/09/21","22:30","-0.061","-","0.067"
"2019/09/21","22:36","-0.054","-","0.073"
"2019/09/21","22:42","-0.047","-","0.081"
"2019/09/21","22:48","-0.04","-","0.087"
"2019/09/21","22:54","-0.032","-","0.095"
"2019/09/21","23:00","-0.024","-","0.103"
"2019/09/21","23:06","-0.015","-","0.111"
"2019/09/21","23:12","-0.007","-","0.121"
"2019/09/21","23:18","0.002","-","0.129"
"2019/09/21","23:24","0.011","-","0.135"
"2019/09/21","23:30","0.02","-","0.142"
"2019/09/21","23:36","0.029","-","0.149"
"2019/09/21","23:42","0.038","-","0.157"
"2019/09/21","23:48","0.047","-","0.166"
"2019/09/21","23:54","0.056","-","0.175"
"2019/09/22","00:00","0.065","-","0.182"
"2019/09/22","00:06","0.074","-","0.189"
"2019/09/22","00:12","0.083","-","0.196"
"2019/09/22","00:18","0.091","-","0.202"
"2019/09/22","00:24","0.1","-","0.211"
"2019/09/22","00:30","0.109","-","0.218"
"2019/09/22","00:36","0.117","-","0.225"
"2019/09/22","00:42","0.125","-","0.231"
"2019/09/22","00:48","0.133","-","0.24"
"2019/09/22","00:54","0.141","-","0.244"
"2019/09/22","01:00","0.149","-","0.25"
"2019/09/22","01:06","0.156","-","0.259"
"2019/09/22","01:12","0.164","-","0.268"
"2019/09/22","01:18","0.171","-","0.275"
"2019/09/22","01:24","0.178","-","0.282"
"2019/09/22","01:30","0.184","-","0.287"
"2019/09/22","01:36","0.191","-","0.295"
"2019/09/22","01:42","0.197","-","0.301"
"2019/09/22","01:48","0.203","-","0.308"
"2019/09/22","01:54","0.209","-","0.318"
"2019/09/22","02:00","0.215","-","0.321"
"2019/09/22","02:06","0.22","-","0.324"
"2019/09/22","02:12","0.225","-","0.331"
"2019/09/22","02:18","0.23","-","0.334"
"2019/09/22","02:24","0.235","-","0.339"
"2019/09/22","02:30","0.239","-","0.342"
"2019/09/22","02:36","0.243","-","0.351"
"2019/09/22","02:42","0.247","-","0.358"
"2019/09/22","02:48","0.25","-","0.357"
"2019/09/22","02:54","0.254","-","0.362"
"2019/09/22","03:00","0.257","-","0.368"
"2019/09/22","03:06","0.259","-","0.368"
"2019/09/22","03:12","0.262","-","0.372"
"2019/09/22","03:18","0.264","-","0.373"
"2019/09/22","03:24","0.265","-","0.373"
"2019/09/22","03:30","0.267","-","0.38"
"2019/09/22","03:36","0.267","-","0.378"
"2019/09/22","03:42","0.268","-","0.375"
"2019/09/22","03:48","0.268","-","0.375"
"2019/09/22","03:54","0.268","-","0.375"
"2019/09/22","04:00","0.268","-","0.376"
"2019/09/22","04:06","0.267","-","0.376"
"2019/09/22","04:12","0.266","-","0.371"
"2019/09/22","04:18","0.264","-","0.374"
"2019/09/22","04:24","0.262","-","0.369"
"2019/09/22","04:30","0.26","-","0.369"
"2019/09/22","04:36","0.257","-","0.365"
"2019/09/22","04:42","0.254","-","0.361"
"2019/09/22","04:48","0.251","-","0.36"
"2019/09/22","04:54","0.248","-","0.358"
"2019/09/22","05:00","0.244","-","0.352"
"2019/09/22","05:06","0.24","-","0.348"
"2019/09/22","05:12","0.236","-","0.348"
"2019/09/22","05:18","0.231","-","0.34"
"2019/09/22","05:24","0.227","-","0.333"
"2019/09/22","05:30","0.222","-","0.333"
"2019/09/22","05:36","0.217","-","0.326"
"2019/09/22","05:42","0.212","-","0.324"
"2019/09/22","05:48","0.207","-","0.32"
"2019/09/22","05:54","0.202","-","0.318"
"2019/09/22","06:00","0.196","-","0.307"
"2019/09/22","06:06","0.191","-","0.31"
"2019/09/22","06:12","0.185","-","0.307"
"2019/09/22","06:18","0.18","-","0.297"
"2019/09/22","06:24","0.174","-","0.299"
"2019/09/22","06:30","0.169","-","0.292"
"2019/09/22","06:36","0.163","-","0.285"
"2019/09/22","06:42","0.158","-","0.284"
"2019/09/22","06:48","0.152","-","0.274"
"2019/09/22","06:54","0.147","-","0.273"
"2019/09/22","07:00","0.142","-","0.272"
"2019/09/22","07:06","0.136","-","0.264"
"2019/09/22","07:12","0.131","-","0.258"
"2019/09/22","07:18","0.125","-","0.249"
"2019/09/22","07:24","0.12","-","0.246"
"2019/09/22","07:30","0.115","-","0.243"
"2019/09/22","07:36","0.109","-","0.234"
"2019/09/22","07:42","0.104","-","0.231"
"2019/09/22","07:48","0.099","-","0.228"
"2019/09/22","07:54","0.094","-","0.22"
"2019/09/22","08:00","0.089","-","0.214"
"2019/09/22","08:06","0.084","-","0.209"
"2019/09/22","08:12","0.079","-","0.205"
"2019/09/22","08:18","0.074","-","0.201"
"2019/09/22","08:24","0.069","-","0.192"
"2019/09/22","08:30","0.064","-","0.188"
"2019/09/22","08:36","0.06","-","0.185"
"2019/09/22","08:42","0.055","-","0.179"
"2019/09/22","08:48","0.051","-","0.178"
"2019/09/22","08:54","0.047","-","0.171"
"2019/09/22","09:00","0.042","-","0.165"
"2019/09/22","09:06","0.039","-","0.165"
"2019/09/22","09:12","0.035","-","0.159"
"2019/09/22","09:18","0.032","-","0.156"
"2019/09/22","09:24","0.028","-","0.154"
"2019/09/22","09:30","0.025","-","0.153"
"2019/09/22","09:36","0.023","-","0.154"
"2019/09/22","09:42","0.02","-","0.151"
"2019/09/22","09:48","0.018","-","0.151"
"2019/09/22","09:54","0.017","-","0.153"
"2019/09/22","10:00","0.015","-","0.152"
"2019/09/22","10:06","0.014","-","0.15"
"2019/09/22","10:12","0.013","-","0.149"
"2019/09/22","10:18","0.013","-","0.151"
"2019/09/22","10:24","0.013","-","0.151"
"2019/09/22","10:30","0.013","-","0.154"
"2019/09/22","10:36","0.014","-","0.155"
"2019/09/22","10:42","0.015","-","0.158"
"2019/09/22","10:48","0.016","-","0.16"
"2019/09/22","10:54","0.018","-","0.163"
"2019/09/22","11:00","0.02","-","0.166"
"2019/09/22","11:06","0.022","-","0.169"
"2019/09/22","11:12","0.024","-","0.171"
"2019/09/22","11:18","0.027","-","0.173"
"2019/09/22","11:24","0.03","-","0.175"
"2019/09/22","11:30","0.033","-","0.178"
"2019/09/22","11:36","0.036","-","0.184"
"2019/09/22","11:42","0.039","-","0.188"
"2019/09/22","11:48","0.043","-","0.193"
"2019/09/22","11:54","0.047","-","0.193"
"2019/09/22","12:00","0.05","-","0.196"
"2019/09/22","12:06","0.054","-","0.198"
"2019/09/22","12:12","0.058","-","0.201"
"2019/09/22","12:18","0.061","-","0.206"
"2019/09/22","12:24","0.065","-","0.21"
"2019/09/22","12:30","0.069","-","0.214"
"2019/09/22","12:36","0.072","-","0.218"
"2019/09/22","12:42","0.076","-","0.221"
"2019/09/22","12:48","0.079","-","0.224"
"2019/09/22","12:54","0.083","-","0.226"
"2019/09/22","13:00","0.086","-","0.228"
"2019/09/22","13:06","0.089","-","0.232"
"2019/09/22","13:12","0.092","-","0.233"
"2019/09/22","13:18","0.095","-","0.236"
"2019/09/22","13:24","0.097","-","0.237"
"2019/09/22","13:30","0.1","-","0.24"
"2019/09/22","13:36","0.102","-","0.244"
"2019/09/22","13:42","0.104","-","0.244"
"2019/09/22","13:48","0.106","-","0.245"
"2019/09/22","13:54","0.108","-","0.247"
"2019/09/22","14:00","0.11","-","0.249"
"2019/09/22","14:06","0.112","-","0.252"
"2019/09/22","14:12","0.113","-","0.252"
"2019/09/22","14:18","0.114","-","0.255"
"2019/09/22","14:24","0.115","-","0.258"
"2019/09/22","14:30","0.116","-","0.259"
"2019/09/22","14:36","0.117","-","0.261"
"2019/09/22","14:42","0.118","-","0.261"
"2019/09/22","14:48","0.118","-","0.261"
"2019/09/22","14:54","0.118","-","0.261"
"2019/09/22","15:00","0.118","-","0.259"
"2019/09/22","15:06","0.118","-","0.258"
"2019/09/22","15:12","0.118","-","0.257"
"2019/09/22","15:18","0.117","-","0.255"
"2019/09/22","15:24","0.117","-","0.255"
"2019/09/22","15:30","0.116","-","0.253"
"2019/09/22","15:36","0.114","-","0.25"
"2019/09/22","15:42","0.113","-","0.25"
"2019/09/22","15:48","0.111","-","0.248"
"2019/09/22","15:54","0.109","-","0.245"
"2019/09/22","16:00","0.107","-","0.243"
"2019/09/22","16:06","0.105","-","0.241"
"2019/09/22","16:12","0.102","-","0.238"
"2019/09/22","16:18","0.099","-","0.234"
"2019/09/22","16:24","0.096","-","0.23"
"2019/09/22","16:30","0.093","-","0.228"
"2019/09/22","16:36","0.089","-","0.22"
"2019/09/22","16:42","0.085","-","0.216"
"2019/09/22","16:48","0.081","-","0.21"
"2019/09/22","16:54","0.076","-","0.204"
"2019/09/22","17:00","0.072","-","0.198"
"2019/09/22","17:06","0.067","-","0.191"
"2019/09/22","17:12","0.062","-","0.186"
"2019/09/22","17:18","0.057","-","0.181"
"2019/09/22","17:24","0.051","-","0.176"
"2019/09/22","17:30","0.046","-","0.172"
"2019/09/22","17:36","0.04","-","0.165"
"2019/09/22","17:42","0.035","-","0.158"
"2019/09/22","17:48","0.029","-","0.154"
"2019/09/22","17:54","0.023","-","0.146"
"2019/09/22","18:00","0.017","-","0.141"
"2019/09/22","18:06","0.012","-","0.136"
"2019/09/22","18:12","0.006","-","0.129"
"2019/09/22","18:18","0","-","0.124"
"2019/09/22","18:24","-0.006","-","0.118"
"2019/09/22","18:30","-0.012","-","0.115"
"2019/09/22","18:36","-0.017","-","0.108"
"2019/09/22","18:42","-0.023","-","0.101"
"2019/09/22","18:48","-0.028","-","0.097"
"2019/09/22","18:54","-0.034","-","0.092"
"2019/09/22","19:00","-0.039","-","0.089"
"2019/09/22","19:06","-0.044","-","0.085"
"2019/09/22","19:12","-0.049","-","0.077"
"2019/09/22","19:18","-0.054","-","0.072"
"2019/09/22","19:24","-0.059","-","0.071"
"2019/09/22","19:30","-0.063","-","0.066"
"2019/09/22","19:36","-0.068","-","0.061"
"2019/09/22","19:42","-0.072","-","0.055"
"2019/09/22","19:48","-0.076","-","0.053"
"2019/09/22","19:54","-0.08","-","0.049"
"2019/09/22","20:00","-0.084","-","0.043"
"2019/09/22","20:06","-0.088","-","0.039"
"2019/09/22","20:12","-0.091","-","0.034"
"2019/09/22","20:18","-0.095","-","0.033"
"2019/09/22","20:24","-0.098","-","0.032"
"2019/09/22","20:30","-0.101","-","0.03"
"2019/09/22","20:36","-0.104","-","0.026"
"2019/09/22","20:42","-0.106","-","0.029"
"2019/09/22","20:48","-0.109","-","0.027"
"2019/09/22","20:54","-0.111","-","0.026"
"2019/09/22","21:00","-0.113","-","0.025"
"2019/09/22","21:06","-0.115","-","0.025"
"2019/09/22","21:12","-0.117","-","0.027"
"2019/09/22","21:18","-0.118","-","0.029"
"2019/09/22","21:24","-0.119","-","0.032"
"2019/09/22","21:30","-0.12","-","0.032"
"2019/09/22","21:36","-0.121","-","0.037"
"2019/09/22","21:42","-0.121","-","0.04"
"2019/09/22","21:48","-0.121","-","0.043"
"2019/09/22","21:54","-0.12","-","0.045"
"2019/09/22","22:00","-0.119","-","0.048"
"2019/09/22","22:06","-0.118","-","0.052"
"2019/09/22","22:12","-0.117","-","0.056"
"2019/09/22","22:18","-0.115","-","0.061"
"2019/09/22","22:24","-0.112","-","0.069"
"2019/09/22","22:30","-0.109","-","0.077"
"2019/09/22","22:36","-0.106","-","0.086"
"2019/09/22","22:42","-0.102","-","0.097"
"2019/09/22","22:48","-0.098","-","0.106"
"2019/09/22","22:54","-0.094","-","0.115"
"2019/09/22","23:00","-0.089","-","0.126"
"2019/09/22","23:06","-0.083","-","0.135"
"2019/09/22","23:12","-0.078","-","0.139"
"2019/09/22","23:18","-0.071","-","0.146"
"2019/09/22","23:24","-0.065","-","0.157"
"2019/09/22","23:30","-0.058","-","0.165"
"2019/09/22","23:36","-0.051","-","0.178"
"2019/09/22","23:42","-0.043","-","0.186"
"2019/09/22","23:48","-0.036","-","0.191"
"2019/09/22","23:54","-0.028","-","0.208"
"2019/09/23","00:00","-0.019","-","0.217"
"2019/09/23","00:06","-0.011","-","0.228"
"2019/09/23","00:12","-0.002","-","0.242"
"2019/09/23","00:18","0.006","-","0.247"
"2019/09/23","00:24","0.015","-","0.261"
"2019/09/23","00:30","0.024","-","0.268"
"2019/09/23","00:36","0.033","-","0.277"
"2019/09/23","00:42","0.042","-","0.29"
"2019/09/23","00:48","0.051","-","0.3"
"2019/09/23","00:54","0.06","-","0.312"
"2019/09/23","01:00","0.069","-","0.32"
"2019/09/23","01:06","0.078","-","0.33"
"2019/09/23","01:12","0.087","-","0.34"
"2019/09/23","01:18","0.096","-","0.351"
"2019/09/23","01:24","0.105","-","0.364"
"2019/09/23","01:30","0.113","-","0.375"
"2019/09/23","01:36","0.121","-","0.379"
"2019/09/23","01:42","0.13","-","0.388"
"2019/09/23","01:48","0.138","-","0.4"
"2019/09/23","01:54","0.146","-","0.41"
"2019/09/23","02:00","0.154","-","0.42"
"2019/09/23","02:06","0.161","-","0.428"
"2019/09/23","02:12","0.168","-","0.432"
"2019/09/23","02:18","0.176","-","0.442"
"2019/09/23","02:24","0.183","-","0.447"
"2019/09/23","02:30","0.19","-","0.453"
"2019/09/23","02:36","0.196","-","0.46"
"2019/09/23","02:42","0.203","-","0.466"
"2019/09/23","02:48","0.209","-","0.475"
"2019/09/23","02:54","0.215","-","0.483"
"2019/09/23","03:00","0.221","-","0.488"
"2019/09/23","03:06","0.226","-","0.498"
"2019/09/23","03:12","0.232","-","0.506"
"2019/09/23","03:18","0.237","-","0.511"
"2019/09/23","03:24","0.242","-","0.516"
"2019/09/23","03:30","0.246","-","0.52"
"2019/09/23","03:36","0.25","-","0.524"
"2019/09/23","03:42","0.254","-","0.527"
"2019/09/23","03:48","0.258","-","0.53"
"2019/09/23","03:54","0.262","-","0.531"
"2019/09/23","04:00","0.265","-","0.534"
"2019/09/23","04:06","0.268","-","0.538"
"2019/09/23","04:12","0.27","-","0.538"
"2019/09/23","04:18","0.272","-","0.537"
"2019/09/23","04:24","0.274","-","0.538"
"2019/09/23","04:30","0.275","-","0.538"
"2019/09/23","04:36","0.276","-","0.54"
"2019/09/23","04:42","0.277","-","0.542"
"2019/09/23","04:48","0.277","-","0.543"
"2019/09/23","04:54","0.277","-","0.545"
"2019/09/23","05:00","0.277","-","0.544"
"2019/09/23","05:06","0.276","-","0.546"
"2019/09/23","05:12","0.275","-","0.545"
"2019/09/23","05:18","0.273","-","0.543"
"2019/09/23","05:24","0.271","-","0.544"
"2019/09/23","05:30","0.269","-","0.542"
"2019/09/23","05:36","0.266","-","0.54"
"2019/09/23","05:42","0.263","-","0.539"
"2019/09/23","05:48","0.26","-","0.537"
"2019/09/23","05:54","0.257","-","0.538"
"2019/09/23","06:00","0.253","-","0.534"
"2019/09/23","06:06","0.249","-","0.534"
"2019/09/23","06:12","0.245","-","0.534"
"2019/09/23","06:18","0.24","-","0.531"
"2019/09/23","06:24","0.236","-","0.528"
