date,pot_no,segment_top,segment_bottom,weight,species,notes
12/11/19,317,0,10,0.054,,mixed fine roots
12/05/19,1977,20,63.5,0.478,,fine roots
12/09/19,178,20,67.5,0.133,,
12/09/19,178,0,10,0.044,,mixed roots
12/06/19,360,0,10,0.14,,mixed roots
12/10/19,135,20,                   end,0.083,,
12/10/19,135,10,20,0.046,,
12/10/19,85,10,20,0.026,,
12/06/19,1980,0,10,0.098,,mixed roots
12/09/19,130,20,66,0.079,,
12/09/19,130,0,10,0.027,,
12/09/19,307,20,                    end,0.14,,
12/10/19,95,0,10,0.03,,
12/09/19,190,20,64.5,0.102,,
12/10/19,95,10,20,0.055,,
12/06/19,1980,0,10,0.102,SPPA,
12/09/19,190,0,10,0.218,,
12/09/19,130,10,20,0.003,,
12/10/19,95,20,62.5,0.093,,
12/09/19,190,10,20,0.028,,
12/10/19,85,20,                    end,0.057,,
12/05/19,81,0,10,0.147,,
12/11/19,317,0,10,0.103,SPPA,
12/10/19,85,0,10,0.077,,
12/10/19,135,0,10,0.068,,
12/09/19,178,10,20,0.032,,
12/12/19,338,10,20,0.597,,
12/11/19,317,0,10,4.745,scam,
12/06/19,360,20,65,0.809,,
12/11/19,115,0,10,12.904,,
12/06/19,360,0,10,5.808,scam,
12/06/19,360,10,20,2.051,,
12/10/19,1964,0,10,1.057,,
12/11/19,317,10,20,0.223,,
12/11/19,115,10,20,1.76,,
12/12/19,338,20,66,0.458,,
12/06/19,1976,0,10,6.532,,
12/12/19,338,0,10,3.094,,
12/11/19,115,20,62,0.697,,
12/10/19,1964,10,20,1.745,,
12/10/19,1964,0,10,3.91,,
12/09/19,72,20,62,0.983,,
12/06/19,1980,0,10,9.319,scam,
12/09/19,307,0,10,1.293,,
12/06/19,1976,10,20,2.586,,
12/05/19,1977,10,20,2.545,,
12/05/19,31,0,10,8.386,,
12/06/19,1976,0,10,1.398,SPPA,
12/09/19,72,10,20,3.3,,
12/05/19,31,10,20,1.465,,
12/05/19,31,20,              *,0.485,,*no segment bottom listed on bag
12/05/19,410,0,10,5.067,,
12/05/19,1650,20,66.5,0.686,,
12/05/19,367,0,                    end,4.51,,
12/05/19,1982,10,20,0.553,,fine root
12/06/19,1976,0,10,0.237,,mixed roots
12/05/19,1982,10,20,0.324,,rhizome
12/05/19,1977,0,10,4.935,,
12/06/19,1980,10,20,0.861,,
12/09/19,72,0,10,7.296,,
12/06/19,30,0,10,4.198,,
12/06/19,30,10,20,0.764,,
12/05/19,1650,0,10,10.469,,
12/05/19,1650,10,20,1.285,,
12/05/19,1982,0,10,9.257,,
12/06/19,1976,20,67,1.002,,
12/05/19,415,0,10,6.335,,
12/06/19,1980,20,66.5,0.34,,
12/05/19,415,10,20,1.908,,
12/05/19,1982,20,67,0.743,,
01/10/20,1635,20,67,0.766,,
01/09/20,1990,20,                   end,0.226,,mixed fine roots
01/09/20,1637,10,20,0.567,,
01/09/20,1990,0,10,0.218,,mixed fine roots
01/09/20,1990,0,10,0.041,SPPA,
01/10/20,1989,20,end,0.118,,
01/10/20,1665,0,10,0.124,SPPA,
01/10/20,1989,10,20,0.118,,
01/10/20,1665,10,20,1.62,,
01/10/20,1957,0,10,0.094,,mixed fine roots
01/09/20,1637,20,64.5,1.255,,
01/10/20,1663,10,20,0.945,,
01/10/20,1665,20,63,0.349,,
01/10/20,1663,0,10,0.304,SPPA,
01/10/20,1663,20,end,0.388,,
01/10/20,1957,0,10,0.908,SPPA,
01/10/20,1635,0,10,3.633,,
01/10/20,1957,20,64.5,2.196,,
01/10/20,337,10,20,3.142,,
01/10/20,1635,10,20,1.398,,
01/10/20,1989,0,10,1.716,,
01/10/20,1663,0,10,3.389,scam,
01/10/20,295,20,64,2.08,,
01/08/20,1954,0,10,0.122,,mixed fine roots
01/07/20,1991,20,61.5,0.285,,
01/07/20,1991,10,20,0.255,,
01/07/20,1966,20,65.5,0.731,,fine roots
01/06/20,1987,20,61.5,0.29,,
01/06/20,1655,0,10,0.31,SPPA,
01/08/20,1644,20,66,0.749,,mixed fine roots
01/06/20,1655,20,65,0.728,,fine roots
01/06/20,312,0,10,0.099,SPPA,
01/07/20,1970,20,67,0.004,SPPA,
01/08/20,345,0,10,0.146,,mixed fine roots
01/06/20,301,20,65.5,1.374,scam,rhizome
01/06/20,1987,10,20,0.056,,
01/07/20,1969,20,65,0.61,,fine roots
01/06/20,1655,0,10,0.184,,mixed fine roots
01/07/20,1966,10,20,0.565,,fine roots
01/08/20,1981,20,66.5,0.709,,mixed fine roots
01/07/20,1966,10,20,0.472,,rhizome
01/01/20,1662,10,20,0.124,,
01/08/20,347,20,65.5,0.65,,
01/06/20,312,0,10,0.286,,mixed fine roots
01/06/20,312,20,67,1.099,,
01/06/20,1655,20,65,0.462,scam,rhizome
01/06/20,301,0,10,0.34,SPPA,
01/06/20,301,0,10,0.334,,mixed fine roots
01/08/20,1981,10,20,0.188,,mixed fine roots
01/08/20,1643,20,64,1.057,,
01/08/20,345,20,end,1.855,,
01/08/20,1978,0,10,0.053,,mixed fine roots
01/08/20,345,0,10,1.453,SPPA,
01/07/20,1662,20,66,0.147,,
01/08/20,1644,10,20,0.159,scam,fine roots
01/07/20,1970,10,20,0.116,SPPA,
01/08/20,1644,0,10,0.822,SPPA,
01/09/20,1648,20,64.5,1.009,,
01/08/20,1981,0,10,0.248,,mixed fine roots
01/08/20,124,10,20,0.575,,
01/08/20,1981,0,10,0.06,SPPA,
01/08/20,1644,10,20,0.612,scam,rhizome
01/08/20,1644,10,20,0.479,,mixed fine roots
01/08/20,1644,0,10,0.482,,mixed fine roots
01/08/20,1978,10,20,0.146,,mixed fine roots
01/08/20,124,20,65,0.775,,
01/08/20,1978,20,62,0.265,,mixed fine roots
01/09/20,1648,10,20,4.502,,
01/10/20,295,0,10,3.086,,
01/10/20,1957,0,10,2.889,scam,
01/09/20,1637,0,10,1.436,,
01/10/20,1640,10,20,1.478,,
01/09/20,347,0,10,4.507,,
01/10/20,1640,20,64,3.519,,
01/10/20,1640,0,10,1.551,,
01/10/20,1953,20,65,4.969,,
01/10/20,1953,10,20,2.248,,
01/10/20,1957,10,20,2.147,,
01/09/20,1648,0,10,1.964,,
01/09/20,1990,0,10,4.482,scam,
01/10/20,1665,0,10,3.372,scam,
01/08/20,1981,0,10,9.175,scam,
01/10/20,1953,0,10,5.464,,
01/08/20,1978,0,10,1.907,scam,
01/06/20,1987,0,10,0.513,,
01/08/20,1961,10,20,2.48,,
01/08/20,345,10,20,2.633,,
01/08/20,1961,0,10,4.333,,
01/10/20,295,10,20,1.491,,
01/10/20,337,20,end,0.995,,
01/08/20,124,0,10,8.545,,
01/08/20,1954,0,10,1.293,SPPA,
01/10/20,337,0,10,2.763,,
01/09/20,1990,10,20,1.214,,
01/08/20,1644,0,10,3.595,scam,
01/08/20,1954,20,63,1.322,,
01/08/20,345,0,10,2.632,,
01/07/20,1969,10,20,1.412,,
01/07/20,1991,0,10,4.264,,
01/08/20,1643,0,10,4.705,,
01/08/20,1954,10,20,1.019,,
01/08/20,1961,20,65,1.511,,
01/08/20,1643,10,20,2.107,,
01/08/20,347,10,20,1.861,,
01/07/20,1972,10,20,2.56,,
01/07/20,1969,0,10,8.984,,
01/07/20,1972,0,10,9.506,,
01/07/20,1966,0,10,5.163,,
01/07/20,1662,0,10,3.031,,
01/07/20,1965,20,64,1.688,,
01/07/20,1956,10,20,2.45,,
01/06/20,301,10,20,4.033,,
01/06/20,312,10,20,1.605,,
01/08/20,1954,0,10,1.16,,
01/06/10,301,0,10,5.684,scam,
01/08/20,1981,10,20,1.788,scam,
07/20/20,1956,0,10,5.915,,
01/06/20,1655,0,10,6.687,scam,
01/06/20,312,0,10,8.683,scam,
01/08/20,1978,0,10,0.159,SPPA,
01/07/20,1970,0,10,2.533,SPPA,
01/06/20,301,20,65.5,1.315,,fine roots
01/07/20,1972,20,65.5,1.215,,fine roots
01/06/20,1655,10,20,2.457,,
01/16/20,291,20,64.5,1.689,,
01/16/20,214,10,20,0.691,,
01/16/20,222,10,20,0.716,,
01/16/20,297,0,10,0.908,SPPA,
01/16/20,254,0,10,0.189,,mixed fine roots
01/16/20,214,20,63,1.686,,
01/16/20,291,10,20,2.032,,
01/15/20,270,0,10,0.12,,mixed fine roots
01/16/20,222,20,63,0.898,,
01/16/20,291,0,10,0.217,SPPA,
01/17/20,244,0,10,4.517,scam,
01/17/20,305,0,10,8.124,,
01/17/20,1806,0,10,5.239,,
01/16/20,291,0,10,4.491,scam,
01/17/20,290,10,20,2.147,,
01/16/20,254,10,20,1.065,,
01/17/20,264,0,10,2.075,scam,
01/17/20,290,0,10,4.796,scam,
01/17/20,1806,10,20,2.832,,
01/17/20,305,10,20,1.733,,
01/17/20,305,20,68,1.341,,
01/15/20,1899,10,20,2.092,,
01/16/20,210,0,10,11.965,,
01/16/20,297,20,65.5,1.882,,
01/16/20,222,0,10,14.72,,
01/16/20,297,0,10,6.878,scam,
01/16/20,210,10,20,1.712,,
01/16/20,297,10,20,2.208,,
01/16/20,210,20,64,1.56,,
01/16/20,1899,0,10,5.838,,
01/15/20,1899,20,64.5,2.055,,
01/15/20,294,0,10,3.122,,
01/16/20,214,0,10,9.365,,
01/14/20,1962,0,10,8.046,,
01/15/20,149,20,66.5,2.293,,
01/15/20,149,10,20,1.707,,
01/15/20,270,20,65,0.628,,
01/13/20,154,10,20,1.112,,
01/13/20,1645,20,65,0.811,,
01/13/20,325,20,65,0.292,,
01/15/20,1638,20,65,0.691,,
01/15/20,1638,0,10,0.978,,
01/14/20,209,10,20,0.266,,
01/14/20,209,0,10,0.52,SPPA,
01/15/20,1682,0,10,1.665,SPPA,
01/14/20,318,0,10,0.198,SPPA,
01/13/20,325,10,20,0.025,,
01/14/20,1634,0,10,0.156,,mixed fine roots
01/13/20,1645,0,10,0.385,SPPA,
01/13/20,1649,0,10,0.105,SPPA,
01/13/20,1645,0,10,0.17,,mixed fine roots
01/13/20,1649,20,65,0.631,,fine roots
01/14/20,1660,10,20,0.152,,
01/14/20,1622,10,20,0.009,,
01/14/20,1622,20,66,0.071,,
01/14/20,318,0,10,0.119,,mixed fine roots
01/14/20,316,20,                   end,0.065,,
01/14/20,209,20,66.5,0.232,,
01/13/20,1992,20,66,0.184,,
01/14/20,1622,0,10,0.432,scam,
01/13/20,154,20,66,0.951,,
01/13/20,1649,0,10,0.195,,mixed fine roots
01/14/20,302,10,20,1.295,,
01/14/20,318,10,20,0.127,,
01/13/20,325,0,10,0.164,scam,
01/14/20,311,20,                    end,0.791,,
01/14/20,1622,0,10,0.004,SPPA,
01/13/20,325,0,10,0.06,SPPA,
01/13/20,1645,10,20,1.36,,
01/13/20,1992,10,20,0.343,,
01/15/20,294,20,64,1.45,,
01/13/20,1633,0,10,0.02,scam?,
01/15/20,270,0,10,0.274,SPPA,
01/15/20,1863,0,10,0.014,,
01/15/20,1863,20,                     end,0.042,,
01/14/20,316,10,20,0.052,,
01/15/20,1863,10,20,0.013,,
01/14/20,318,20,61,0.323,,
01/13/20,1645,0,10,4.243,scam,
01/13/20,1992,0,10,2.191,,
01/13/20,1649,10,20,1.204,,
01/13/20,154,0,10,4.326,,
01/14/20,1634,20,65,2.759,,
01/15/20,1682,0,10,2.708,scam,
01/14/20,203,20,65.5,1.804,,
01/14/20,316,0,10,1.475,,
01/14/20,302,20,65.5,1.183,,
01/14/20,203,10,20,4.898,,
01/13/20,1649,0,10,3.531,scam,
01/15/20,1638,10,20,0.956,,
01/14/20,1634,0,10,3.323,SPPA,
01/16/20,254,0,10,2.246,SPPA,
01/16/20,254,0,10,1.493,scam,
01/14/20,203,0,10,6.758,,
01/15/20,270,0,10,5.12,scam,
01/14/20,1634,0,10,1.28,scam,
01/14/20,209,0,10,2.769,scam,
01/14/20,302,0,10,7.972,,
01/14/20,311,0,10,7.898,,
01/15/20,294,10,20,1.9,,
01/15/20,149,0,10,4.666,,
01/13/20,1633,0,10,1.749,SPPA,
01/15/20,311,10,20,2.281,,
01/15/20,1682,10,20,1.648,,
01/14/20,1634,10,20,1.525,,
01/16/20,254,20,66,1.009,,
01/15/20,270,10,20,0.769,,
01/14/20,1660,0,10,2.064,,
01/14/20,1962,10,20,1.659,,
01/14/20,1962,20,66,1.953,,
01/15/20,1682,20,64.5,2.5,,
01/13/20,1633,10,20,0.582,SPPA & maybe dead scam?,
01/13/20,1633,20,65,0.808,,
11/26/19,364,20,                    end,0.296,,
11/22/19,399,0,10,0.074,,mixed fine roots
11/22/19,387,0,10,0.078,,mixed roots
11/22/19,398,20,65,0.275,,
11/26/19,413,20,66.5,0.03,scam,rhizome
11/22/19,363,20,69,0.088,,
11/22/19,363,10,20,0.074,,
11/26/19,403,0,10,0.123,,mixed roots
11/26/19,405,0,10,0.197,SPPA,
11/26/19,391,10,20,0.341,SPPA,
11/26/19,391,10,20,0.308,scam,
11/27/19,370,20,63,0.072,,
11/26/19,413,0,10,0.185,SPPA,
11/27/19,416,0,10,0.322,,mixed roots
11/26/19,413,0,10,0.155,,mixed fine roots
11/27/19,365,0,                    end,0.582,,
11/27/19,370,10,20,0.023,,
11/26/19,391,10,20,0.069,,mixed fine roots
11/26/19,403,20,                     end,0.372,,
11/26/19,403,0,10,0.416,SPPA,
11/26/19,413,20,66.5,0.218,,mixed fine roots
11/26/19,391,0,10,0.04,,mixed fine roots
11/27/19,416,0,10,0.468,SPPA,
11/27/19,1653,10,20,3.979,,
11/27/19,1653,20,67.5,0.542,,
11/27/19,395,10,20,0.9,,
11/27/19,416,0,10,11.596,scam,
11/27/19,370,0,10,0.654,,
11/27/19,1653,0,10,6.558,,
11/26/19,1617,10,                    end,0.125,,
11/26/19,405,0,10,0.158,,mixed roots
11/27/19,395,20,62,0.571,,
11/27/19,395,0,10,5.03,,
11/27/19,416,20,67.5,0.662,,
11/25/19,394,10,20,3.333,,
11/25/19,388,0,10,6.152,,
11/27/19,416,10,20,0.874,,
11/26/19,400,0,10,4.338,,
11/22/19,396,0,10,5.946,,
11/25/19,394,0,10,1.281,SPPA,
11/25/19,394,0,10,0.111,,mixed roots
11/25/19,394,0,10,5.591,scam,
11/25/19,394,20,                    end,2.092,,
11/26/19,405,0,10,7.583,scam,
11/26/19,413,0,10,5.722,,
11/26/19,364,10,20,0.714,,
11/25/19,388,20,68.5,2.363,,
