"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2019/06/17","13:54","0.086","-","0.102"
"2019/06/17","14:00","0.076","-","0.095"
"2019/06/17","14:06","0.066","-","0.089"
"2019/06/17","14:12","0.056","-","0.083"
"2019/06/17","14:18","0.046","-","0.074"
"2019/06/17","14:24","0.037","-","0.066"
"2019/06/17","14:30","0.027","-","0.059"
"2019/06/17","14:36","0.018","-","0.051"
"2019/06/17","14:42","0.009","-","0.041"
"2019/06/17","14:48","0","-","0.03"
"2019/06/17","14:54","-0.009","-","0.016"
"2019/06/17","15:00","-0.017","-","0.004"
"2019/06/17","15:06","-0.025","-","-0.004"
"2019/06/17","15:12","-0.032","-","-0.011"
"2019/06/17","15:18","-0.04","-","-0.016"
"2019/06/17","15:24","-0.046","-","-0.023"
"2019/06/17","15:30","-0.053","-","-0.032"
"2019/06/17","15:36","-0.059","-","-0.04"
"2019/06/17","15:42","-0.064","-","-0.046"
"2019/06/17","15:48","-0.069","-","-0.056"
"2019/06/17","15:54","-0.074","-","-0.057"
"2019/06/17","16:00","-0.078","-","-0.06"
"2019/06/17","16:06","-0.082","-","-0.067"
"2019/06/17","16:12","-0.085","-","-0.068"
"2019/06/17","16:18","-0.087","-","-0.073"
"2019/06/17","16:24","-0.089","-","-0.078"
"2019/06/17","16:30","-0.091","-","-0.079"
"2019/06/17","16:36","-0.092","-","-0.079"
"2019/06/17","16:42","-0.093","-","-0.083"
"2019/06/17","16:48","-0.094","-","-0.082"
"2019/06/17","16:54","-0.094","-","-0.083"
"2019/06/17","17:00","-0.093","-","-0.085"
"2019/06/17","17:06","-0.092","-","-0.083"
"2019/06/17","17:12","-0.091","-","-0.082"
"2019/06/17","17:18","-0.09","-","-0.079"
"2019/06/17","17:24","-0.088","-","-0.074"
"2019/06/17","17:30","-0.086","-","-0.07"
"2019/06/17","17:36","-0.083","-","-0.064"
"2019/06/17","17:42","-0.081","-","-0.063"
"2019/06/17","17:48","-0.078","-","-0.062"
"2019/06/17","17:54","-0.075","-","-0.056"
"2019/06/17","18:00","-0.072","-","-0.054"
"2019/06/17","18:06","-0.068","-","-0.047"
"2019/06/17","18:12","-0.065","-","-0.043"
"2019/06/17","18:18","-0.061","-","-0.039"
"2019/06/17","18:24","-0.057","-","-0.035"
"2019/06/17","18:30","-0.053","-","-0.031"
"2019/06/17","18:36","-0.049","-","-0.024"
"2019/06/17","18:42","-0.045","-","-0.02"
"2019/06/17","18:48","-0.041","-","-0.015"
"2019/06/17","18:54","-0.036","-","-0.008"
"2019/06/17","19:00","-0.032","-","-0.002"
"2019/06/17","19:06","-0.028","-","0.004"
"2019/06/17","19:12","-0.023","-","0.009"
"2019/06/17","19:18","-0.019","-","0.014"
"2019/06/17","19:24","-0.014","-","0.019"
"2019/06/17","19:30","-0.009","-","0.026"
"2019/06/17","19:36","-0.005","-","0.031"
"2019/06/17","19:42","0","-","0.035"
"2019/06/17","19:48","0.005","-","0.04"
"2019/06/17","19:54","0.009","-","0.045"
"2019/06/17","20:00","0.014","-","0.05"
"2019/06/17","20:06","0.019","-","0.053"
"2019/06/17","20:12","0.023","-","0.057"
"2019/06/17","20:18","0.027","-","0.062"
"2019/06/17","20:24","0.032","-","0.068"
"2019/06/17","20:30","0.036","-","0.073"
"2019/06/17","20:36","0.04","-","0.078"
"2019/06/17","20:42","0.044","-","0.083"
"2019/06/17","20:48","0.048","-","0.087"
"2019/06/17","20:54","0.051","-","0.094"
"2019/06/17","21:00","0.055","-","0.101"
"2019/06/17","21:06","0.058","-","0.107"
"2019/06/17","21:12","0.061","-","0.113"
"2019/06/17","21:18","0.063","-","0.114"
"2019/06/17","21:24","0.066","-","0.112"
"2019/06/17","21:30","0.068","-","0.116"
"2019/06/17","21:36","0.07","-","0.122"
"2019/06/17","21:42","0.071","-","0.125"
"2019/06/17","21:48","0.072","-","0.128"
"2019/06/17","21:54","0.073","-","0.127"
"2019/06/17","22:00","0.073","-","0.131"
"2019/06/17","22:06","0.073","-","0.141"
"2019/06/17","22:12","0.073","-","0.156"
"2019/06/17","22:18","0.072","-","0.159"
"2019/06/17","22:24","0.071","-","0.165"
"2019/06/17","22:30","0.07","-","0.155"
"2019/06/17","22:36","0.068","-","0.144"
"2019/06/17","22:42","0.066","-","0.145"
"2019/06/17","22:48","0.064","-","0.136"
"2019/06/17","22:54","0.061","-","0.122"
"2019/06/17","23:00","0.058","-","0.111"
"2019/06/17","23:06","0.055","-","0.11"
"2019/06/17","23:12","0.052","-","0.116"
"2019/06/17","23:18","0.048","-","0.125"
"2019/06/17","23:24","0.044","-","0.127"
"2019/06/17","23:30","0.04","-","0.126"
"2019/06/17","23:36","0.035","-","0.117"
"2019/06/17","23:42","0.031","-","0.114"
"2019/06/17","23:48","0.026","-","0.106"
"2019/06/17","23:54","0.021","-","0.089"
"2019/06/18","00:00","0.016","-","0.085"
"2019/06/18","00:06","0.011","-","0.085"
"2019/06/18","00:12","0.006","-","0.07"
"2019/06/18","00:18","0","-","0.06"
"2019/06/18","00:24","-0.005","-","0.06"
"2019/06/18","00:30","-0.011","-","0.06"
"2019/06/18","00:36","-0.017","-","0.054"
"2019/06/18","00:42","-0.022","-","0.057"
"2019/06/18","00:48","-0.028","-","0.042"
"2019/06/18","00:54","-0.034","-","0.036"
"2019/06/18","01:00","-0.04","-","0.039"
"2019/06/18","01:06","-0.046","-","0.03"
"2019/06/18","01:12","-0.052","-","0.024"
"2019/06/18","01:18","-0.058","-","0.02"
"2019/06/18","01:24","-0.064","-","0.015"
"2019/06/18","01:30","-0.07","-","0.015"
"2019/06/18","01:36","-0.076","-","0.008"
"2019/06/18","01:42","-0.082","-","-0.003"
"2019/06/18","01:48","-0.088","-","-0.009"
"2019/06/18","01:54","-0.094","-","-0.012"
"2019/06/18","02:00","-0.1","-","-0.026"
"2019/06/18","02:06","-0.106","-","-0.033"
"2019/06/18","02:12","-0.112","-","-0.035"
"2019/06/18","02:18","-0.118","-","-0.041"
"2019/06/18","02:24","-0.123","-","-0.037"
"2019/06/18","02:30","-0.129","-","-0.041"
"2019/06/18","02:36","-0.134","-","-0.045"
"2019/06/18","02:42","-0.139","-","-0.045"
"2019/06/18","02:48","-0.144","-","-0.052"
"2019/06/18","02:54","-0.148","-","-0.06"
"2019/06/18","03:00","-0.153","-","-0.069"
"2019/06/18","03:06","-0.157","-","-0.081"
"2019/06/18","03:12","-0.16","-","-0.095"
"2019/06/18","03:18","-0.163","-","-0.101"
"2019/06/18","03:24","-0.166","-","-0.103"
"2019/06/18","03:30","-0.169","-","-0.107"
"2019/06/18","03:36","-0.17","-","-0.099"
"2019/06/18","03:42","-0.172","-","-0.099"
"2019/06/18","03:48","-0.173","-","-0.096"
"2019/06/18","03:54","-0.173","-","-0.095"
"2019/06/18","04:00","-0.173","-","-0.101"
"2019/06/18","04:06","-0.173","-","-0.102"
"2019/06/18","04:12","-0.172","-","-0.1"
"2019/06/18","04:18","-0.17","-","-0.102"
"2019/06/18","04:24","-0.168","-","-0.097"
"2019/06/18","04:30","-0.165","-","-0.091"
"2019/06/18","04:36","-0.162","-","-0.088"
"2019/06/18","04:42","-0.158","-","-0.083"
"2019/06/18","04:48","-0.154","-","-0.076"
"2019/06/18","04:54","-0.149","-","-0.072"
"2019/06/18","05:00","-0.144","-","-0.067"
"2019/06/18","05:06","-0.138","-","-0.064"
"2019/06/18","05:12","-0.132","-","-0.059"
"2019/06/18","05:18","-0.125","-","-0.059"
"2019/06/18","05:24","-0.118","-","-0.052"
"2019/06/18","05:30","-0.111","-","-0.039"
"2019/06/18","05:36","-0.103","-","-0.027"
"2019/06/18","05:42","-0.095","-","-0.017"
"2019/06/18","05:48","-0.087","-","-0.005"
"2019/06/18","05:54","-0.078","-","0.005"
"2019/06/18","06:00","-0.069","-","0.013"
"2019/06/18","06:06","-0.06","-","0.017"
"2019/06/18","06:12","-0.05","-","0.025"
"2019/06/18","06:18","-0.041","-","0.04"
"2019/06/18","06:24","-0.031","-","0.054"
"2019/06/18","06:30","-0.021","-","0.066"
"2019/06/18","06:36","-0.011","-","0.081"
"2019/06/18","06:42","-0.001","-","0.096"
"2019/06/18","06:48","0.009","-","0.104"
"2019/06/18","06:54","0.019","-","0.123"
"2019/06/18","07:00","0.029","-","0.137"
"2019/06/18","07:06","0.04","-","0.14"
"2019/06/18","07:12","0.05","-","0.145"
"2019/06/18","07:18","0.06","-","0.142"
"2019/06/18","07:24","0.071","-","0.147"
"2019/06/18","07:30","0.081","-","0.16"
"2019/06/18","07:36","0.091","-","0.172"
"2019/06/18","07:42","0.101","-","0.185"
"2019/06/18","07:48","0.112","-","0.2"
"2019/06/18","07:54","0.122","-","0.209"
"2019/06/18","08:00","0.132","-","0.223"
"2019/06/18","08:06","0.142","-","0.23"
"2019/06/18","08:12","0.152","-","0.239"
"2019/06/18","08:18","0.161","-","0.249"
"2019/06/18","08:24","0.171","-","0.263"
"2019/06/18","08:30","0.18","-","0.27"
"2019/06/18","08:36","0.19","-","0.278"
"2019/06/18","08:42","0.199","-","0.285"
"2019/06/18","08:48","0.208","-","0.292"
"2019/06/18","08:54","0.216","-","0.311"
"2019/06/18","09:00","0.225","-","0.313"
"2019/06/18","09:06","0.233","-","0.321"
"2019/06/18","09:12","0.241","-","0.333"
"2019/06/18","09:18","0.248","-","0.339"
"2019/06/18","09:24","0.255","-","0.341"
"2019/06/18","09:30","0.262","-","0.35"
"2019/06/18","09:36","0.268","-","0.356"
"2019/06/18","09:42","0.274","-","0.365"
"2019/06/18","09:48","0.28","-","0.372"
"2019/06/18","09:54","0.285","-","0.376"
"2019/06/18","10:00","0.29","-","0.379"
"2019/06/18","10:06","0.294","-","0.385"
"2019/06/18","10:12","0.298","-","0.387"
"2019/06/18","10:18","0.301","-","0.395"
"2019/06/18","10:24","0.304","-","0.4"
"2019/06/18","10:30","0.306","-","0.408"
"2019/06/18","10:36","0.308","-","0.415"
"2019/06/18","10:42","0.309","-","0.417"
"2019/06/18","10:48","0.31","-","0.412"
"2019/06/18","10:54","0.31","-","0.408"
"2019/06/18","11:00","0.31","-","0.413"
"2019/06/18","11:06","0.31","-","0.416"
"2019/06/18","11:12","0.308","-","0.413"
"2019/06/18","11:18","0.307","-","0.411"
"2019/06/18","11:24","0.305","-","0.404"
"2019/06/18","11:30","0.302","-","0.408"
"2019/06/18","11:36","0.299","-","0.41"
"2019/06/18","11:42","0.296","-","0.404"
"2019/06/18","11:48","0.292","-","0.403"
"2019/06/18","11:54","0.288","-","0.402"
"2019/06/18","12:00","0.284","-","0.397"
"2019/06/18","12:06","0.279","-","0.39"
"2019/06/18","12:12","0.274","-","0.385"
"2019/06/18","12:18","0.269","-","0.382"
"2019/06/18","12:24","0.263","-","0.381"
"2019/06/18","12:30","0.257","-","0.374"
"2019/06/18","12:36","0.251","-","0.366"
"2019/06/18","12:42","0.244","-","0.361"
"2019/06/18","12:48","0.237","-","0.352"
"2019/06/18","12:54","0.23","-","0.35"
"2019/06/18","13:00","0.223","-","0.344"
"2019/06/18","13:06","0.216","-","0.338"
"2019/06/18","13:12","0.208","-","0.331"
"2019/06/18","13:18","0.2","-","0.323"
"2019/06/18","13:24","0.192","-","0.317"
"2019/06/18","13:30","0.184","-","0.314"
"2019/06/18","13:36","0.175","-","0.311"
"2019/06/18","13:42","0.167","-","0.31"
"2019/06/18","13:48","0.158","-","0.301"
"2019/06/18","13:54","0.149","-","0.295"
"2019/06/18","14:00","0.14","-","0.289"
"2019/06/18","14:06","0.131","-","0.282"
"2019/06/18","14:12","0.122","-","0.271"
"2019/06/18","14:18","0.112","-","0.262"
"2019/06/18","14:24","0.103","-","0.252"
"2019/06/18","14:30","0.093","-","0.244"
"2019/06/18","14:36","0.084","-","0.238"
"2019/06/18","14:42","0.074","-","0.232"
"2019/06/18","14:48","0.065","-","0.225"
"2019/06/18","14:54","0.055","-","0.218"
"2019/06/18","15:00","0.046","-","0.214"
"2019/06/18","15:06","0.037","-","0.21"
"2019/06/18","15:12","0.028","-","0.2"
"2019/06/18","15:18","0.018","-","0.197"
"2019/06/18","15:24","0.01","-","0.192"
"2019/06/18","15:30","0.001","-","0.183"
"2019/06/18","15:36","-0.007","-","0.171"
"2019/06/18","15:42","-0.015","-","0.162"
"2019/06/18","15:48","-0.023","-","0.154"
"2019/06/18","15:54","-0.031","-","0.149"
"2019/06/18","16:00","-0.038","-","0.142"
"2019/06/18","16:06","-0.045","-","0.135"
"2019/06/18","16:12","-0.051","-","0.129"
"2019/06/18","16:18","-0.057","-","0.124"
"2019/06/18","16:24","-0.062","-","0.122"
"2019/06/18","16:30","-0.067","-","0.117"
"2019/06/18","16:36","-0.072","-","0.113"
"2019/06/18","16:42","-0.076","-","0.112"
"2019/06/18","16:48","-0.08","-","0.107"
"2019/06/18","16:54","-0.083","-","0.103"
"2019/06/18","17:00","-0.086","-","0.099"
"2019/06/18","17:06","-0.088","-","0.099"
"2019/06/18","17:12","-0.089","-","0.101"
"2019/06/18","17:18","-0.091","-","0.1"
"2019/06/18","17:24","-0.092","-","0.1"
"2019/06/18","17:30","-0.092","-","0.096"
"2019/06/18","17:36","-0.092","-","0.091"
"2019/06/18","17:42","-0.091","-","0.091"
"2019/06/18","17:48","-0.091","-","0.093"
"2019/06/18","17:54","-0.089","-","0.094"
"2019/06/18","18:00","-0.088","-","0.098"
"2019/06/18","18:06","-0.086","-","0.1"
"2019/06/18","18:12","-0.084","-","0.104"
"2019/06/18","18:18","-0.082","-","0.108"
"2019/06/18","18:24","-0.079","-","0.109"
"2019/06/18","18:30","-0.076","-","0.112"
"2019/06/18","18:36","-0.073","-","0.114"
"2019/06/18","18:42","-0.07","-","0.117"
"2019/06/18","18:48","-0.066","-","0.123"
"2019/06/18","18:54","-0.063","-","0.125"
"2019/06/18","19:00","-0.059","-","0.127"
"2019/06/18","19:06","-0.055","-","0.134"
"2019/06/18","19:12","-0.051","-","0.14"
"2019/06/18","19:18","-0.047","-","0.144"
"2019/06/18","19:24","-0.043","-","0.148"
"2019/06/18","19:30","-0.038","-","0.152"
"2019/06/18","19:36","-0.034","-","0.161"
"2019/06/18","19:42","-0.03","-","0.171"
"2019/06/18","19:48","-0.025","-","0.173"
"2019/06/18","19:54","-0.021","-","0.173"
"2019/06/18","20:00","-0.016","-","0.174"
"2019/06/18","20:06","-0.012","-","0.178"
"2019/06/18","20:12","-0.007","-","0.187"
"2019/06/18","20:18","-0.003","-","0.19"
"2019/06/18","20:24","0.002","-","0.19"
"2019/06/18","20:30","0.006","-","0.194"
"2019/06/18","20:36","0.011","-","0.201"
"2019/06/18","20:42","0.015","-","0.21"
"2019/06/18","20:48","0.02","-","0.217"
"2019/06/18","20:54","0.024","-","0.221"
"2019/06/18","21:00","0.028","-","0.228"
"2019/06/18","21:06","0.033","-","0.231"
"2019/06/18","21:12","0.037","-","0.232"
"2019/06/18","21:18","0.041","-","0.237"
"2019/06/18","21:24","0.045","-","0.242"
"2019/06/18","21:30","0.048","-","0.244"
"2019/06/18","21:36","0.052","-","0.249"
"2019/06/18","21:42","0.055","-","0.254"
"2019/06/18","21:48","0.058","-","0.26"
"2019/06/18","21:54","0.061","-","0.268"
"2019/06/18","22:00","0.064","-","0.274"
"2019/06/18","22:06","0.066","-","0.279"
"2019/06/18","22:12","0.068","-","0.283"
"2019/06/18","22:18","0.07","-","0.283"
"2019/06/18","22:24","0.071","-","0.283"
"2019/06/18","22:30","0.073","-","0.289"
"2019/06/18","22:36","0.073","-","0.295"
"2019/06/18","22:42","0.074","-","0.295"
"2019/06/18","22:48","0.074","-","0.295"
"2019/06/18","22:54","0.074","-","0.294"
"2019/06/18","23:00","0.073","-","0.296"
"2019/06/18","23:06","0.072","-","0.296"
"2019/06/18","23:12","0.071","-","0.296"
"2019/06/18","23:18","0.07","-","0.291"
"2019/06/18","23:24","0.068","-","0.286"
"2019/06/18","23:30","0.066","-","0.283"
"2019/06/18","23:36","0.063","-","0.28"
"2019/06/18","23:42","0.06","-","0.276"
"2019/06/18","23:48","0.057","-","0.274"
"2019/06/18","23:54","0.054","-","0.272"
"2019/06/19","00:00","0.05","-","0.267"
"2019/06/19","00:06","0.047","-","0.26"
"2019/06/19","00:12","0.043","-","0.253"
"2019/06/19","00:18","0.038","-","0.248"
"2019/06/19","00:24","0.034","-","0.243"
"2019/06/19","00:30","0.029","-","0.237"
"2019/06/19","00:36","0.025","-","0.229"
"2019/06/19","00:42","0.02","-","0.219"
"2019/06/19","00:48","0.015","-","0.214"
"2019/06/19","00:54","0.01","-","0.209"
"2019/06/19","01:00","0.004","-","0.202"
"2019/06/19","01:06","-0.001","-","0.196"
"2019/06/19","01:12","-0.006","-","0.188"
"2019/06/19","01:18","-0.012","-","0.187"
"2019/06/19","01:24","-0.017","-","0.187"
"2019/06/19","01:30","-0.023","-","0.19"
"2019/06/19","01:36","-0.028","-","0.198"
"2019/06/19","01:42","-0.034","-","0.201"
"2019/06/19","01:48","-0.04","-","0.195"
"2019/06/19","01:54","-0.045","-","0.183"
"2019/06/19","02:00","-0.051","-","0.17"
"2019/06/19","02:06","-0.057","-","0.164"
"2019/06/19","02:12","-0.063","-","0.152"
"2019/06/19","02:18","-0.068","-","0.135"
"2019/06/19","02:24","-0.074","-","0.116"
"2019/06/19","02:30","-0.08","-","0.108"
"2019/06/19","02:36","-0.085","-","0.103"
"2019/06/19","02:42","-0.091","-","0.111"
"2019/06/19","02:48","-0.096","-","0.119"
"2019/06/19","02:54","-0.102","-","0.124"
"2019/06/19","03:00","-0.107","-","0.128"
"2019/06/19","03:06","-0.112","-","0.109"
"2019/06/19","03:12","-0.118","-","0.096"
"2019/06/19","03:18","-0.123","-","0.087"
"2019/06/19","03:24","-0.127","-","0.079"
"2019/06/19","03:30","-0.132","-","0.075"
"2019/06/19","03:36","-0.136","-","0.06"
"2019/06/19","03:42","-0.14","-","0.048"
"2019/06/19","03:48","-0.144","-","0.045"
"2019/06/19","03:54","-0.148","-","0.039"
"2019/06/19","04:00","-0.151","-","0.03"
"2019/06/19","04:06","-0.153","-","0.028"
"2019/06/19","04:12","-0.156","-","0.017"
"2019/06/19","04:18","-0.158","-","0.014"
"2019/06/19","04:24","-0.159","-","0.015"
"2019/06/19","04:30","-0.16","-","0.008"
"2019/06/19","04:36","-0.161","-","0.007"
"2019/06/19","04:42","-0.161","-","0.007"
"2019/06/19","04:48","-0.161","-","0.009"
"2019/06/19","04:54","-0.16","-","0.007"
"2019/06/19","05:00","-0.159","-","0.006"
"2019/06/19","05:06","-0.157","-","0.005"
"2019/06/19","05:12","-0.154","-","0.003"
"2019/06/19","05:18","-0.151","-","-0.006"
"2019/06/19","05:24","-0.148","-","-0.004"
"2019/06/19","05:30","-0.144","-","-0.003"
"2019/06/19","05:36","-0.14","-","0.007"
"2019/06/19","05:42","-0.135","-","0.024"
"2019/06/19","05:48","-0.129","-","0.038"
"2019/06/19","05:54","-0.123","-","0.048"
"2019/06/19","06:00","-0.117","-","0.056"
"2019/06/19","06:06","-0.111","-","0.059"
"2019/06/19","06:12","-0.103","-","0.07"
"2019/06/19","06:18","-0.096","-","0.083"
"2019/06/19","06:24","-0.088","-","0.092"
"2019/06/19","06:30","-0.08","-","0.105"
"2019/06/19","06:36","-0.072","-","0.112"
"2019/06/19","06:42","-0.063","-","0.118"
"2019/06/19","06:48","-0.054","-","0.127"
"2019/06/19","06:54","-0.045","-","0.137"
"2019/06/19","07:00","-0.036","-","0.136"
"2019/06/19","07:06","-0.027","-","0.146"
"2019/06/19","07:12","-0.017","-","0.152"
"2019/06/19","07:18","-0.008","-","0.161"
"2019/06/19","07:24","0.002","-","0.165"
"2019/06/19","07:30","0.012","-","0.176"
"2019/06/19","07:36","0.021","-","0.187"
"2019/06/19","07:42","0.031","-","0.2"
"2019/06/19","07:48","0.041","-","0.218"
"2019/06/19","07:54","0.051","-","0.233"
"2019/06/19","08:00","0.061","-","0.24"
"2019/06/19","08:06","0.071","-","0.248"
"2019/06/19","08:12","0.081","-","0.247"
"2019/06/19","08:18","0.09","-","0.25"
"2019/06/19","08:24","0.1","-","0.257"
"2019/06/19","08:30","0.11","-","0.264"
"2019/06/19","08:36","0.119","-","0.276"
"2019/06/19","08:42","0.129","-","0.284"
"2019/06/19","08:48","0.138","-","0.288"
"2019/06/19","08:54","0.147","-","0.293"
"2019/06/19","09:00","0.156","-","0.297"
"2019/06/19","09:06","0.165","-","0.307"
"2019/06/19","09:12","0.174","-","0.321"
"2019/06/19","09:18","0.183","-","0.332"
"2019/06/19","09:24","0.191","-","0.342"
"2019/06/19","09:30","0.2","-","0.35"
"2019/06/19","09:36","0.208","-","0.361"
"2019/06/19","09:42","0.216","-","0.366"
"2019/06/19","09:48","0.223","-","0.381"
"2019/06/19","09:54","0.23","-","0.391"
"2019/06/19","10:00","0.237","-","0.392"
"2019/06/19","10:06","0.244","-","0.401"
"2019/06/19","10:12","0.251","-","0.408"
"2019/06/19","10:18","0.256","-","0.411"
"2019/06/19","10:24","0.262","-","0.423"
"2019/06/19","10:30","0.267","-","0.427"
"2019/06/19","10:36","0.272","-","0.436"
"2019/06/19","10:42","0.277","-","0.444"
"2019/06/19","10:48","0.28","-","0.45"
"2019/06/19","10:54","0.284","-","0.455"
"2019/06/19","11:00","0.287","-","0.454"
"2019/06/19","11:06","0.29","-","0.458"
"2019/06/19","11:12","0.292","-","0.462"
"2019/06/19","11:18","0.293","-","0.461"
"2019/06/19","11:24","0.294","-","0.464"
"2019/06/19","11:30","0.295","-","0.465"
"2019/06/19","11:36","0.295","-","0.466"
"2019/06/19","11:42","0.295","-","0.463"
"2019/06/19","11:48","0.294","-","0.46"
"2019/06/19","11:54","0.293","-","0.456"
"2019/06/19","12:00","0.291","-","0.454"
"2019/06/19","12:06","0.289","-","0.451"
"2019/06/19","12:12","0.286","-","0.449"
"2019/06/19","12:18","0.283","-","0.444"
"2019/06/19","12:24","0.28","-","0.438"
"2019/06/19","12:30","0.276","-","0.437"
"2019/06/19","12:36","0.272","-","0.433"
"2019/06/19","12:42","0.268","-","0.43"
"2019/06/19","12:48","0.263","-","0.425"
"2019/06/19","12:54","0.258","-","0.419"
"2019/06/19","13:00","0.253","-","0.41"
"2019/06/19","13:06","0.247","-","0.406"
"2019/06/19","13:12","0.241","-","0.399"
"2019/06/19","13:18","0.235","-","0.396"
"2019/06/19","13:24","0.229","-","0.39"
"2019/06/19","13:30","0.222","-","0.384"
"2019/06/19","13:36","0.215","-","0.378"
"2019/06/19","13:42","0.208","-","0.37"
"2019/06/19","13:48","0.201","-","0.366"
"2019/06/19","13:54","0.194","-","0.361"
"2019/06/19","14:00","0.186","-","0.352"
"2019/06/19","14:06","0.178","-","0.349"
"2019/06/19","14:12","0.171","-","0.342"
"2019/06/19","14:18","0.163","-","0.338"
"2019/06/19","14:24","0.154","-","0.334"
"2019/06/19","14:30","0.146","-","0.33"
"2019/06/19","14:36","0.138","-","0.325"
"2019/06/19","14:42","0.129","-","0.32"
"2019/06/19","14:48","0.121","-","0.312"
"2019/06/19","14:54","0.112","-","0.304"
"2019/06/19","15:00","0.103","-","0.295"
"2019/06/19","15:06","0.094","-","0.286"
"2019/06/19","15:12","0.085","-","0.279"
"2019/06/19","15:18","0.076","-","0.271"
"2019/06/19","15:24","0.067","-","0.264"
"2019/06/19","15:30","0.058","-","0.256"
"2019/06/19","15:36","0.05","-","0.249"
"2019/06/19","15:42","0.041","-","0.24"
"2019/06/19","15:48","0.032","-","0.232"
"2019/06/19","15:54","0.023","-","0.223"
"2019/06/19","16:00","0.015","-","0.213"
"2019/06/19","16:06","0.006","-","0.208"
"2019/06/19","16:12","-0.002","-","0.2"
"2019/06/19","16:18","-0.01","-","0.191"
"2019/06/19","16:24","-0.017","-","0.183"
"2019/06/19","16:30","-0.025","-","0.176"
"2019/06/19","16:36","-0.032","-","0.169"
"2019/06/19","16:42","-0.039","-","0.164"
"2019/06/19","16:48","-0.045","-","0.158"
"2019/06/19","16:54","-0.051","-","0.151"
"2019/06/19","17:00","-0.057","-","0.145"
"2019/06/19","17:06","-0.062","-","0.137"
"2019/06/19","17:12","-0.067","-","0.132"
"2019/06/19","17:18","-0.071","-","0.129"
"2019/06/19","17:24","-0.075","-","0.124"
"2019/06/19","17:30","-0.079","-","0.124"
"2019/06/19","17:36","-0.082","-","0.123"
"2019/06/19","17:42","-0.084","-","0.12"
"2019/06/19","17:48","-0.086","-","0.118"
"2019/06/19","17:54","-0.088","-","0.119"
"2019/06/19","18:00","-0.089","-","0.117"
"2019/06/19","18:06","-0.09","-","0.119"
"2019/06/19","18:12","-0.09","-","0.12"
"2019/06/19","18:18","-0.09","-","0.121"
"2019/06/19","18:24","-0.089","-","0.122"
"2019/06/19","18:30","-0.088","-","0.124"
"2019/06/19","18:36","-0.087","-","0.128"
"2019/06/19","18:42","-0.085","-","0.13"
"2019/06/19","18:48","-0.083","-","0.133"
"2019/06/19","18:54","-0.081","-","0.138"
"2019/06/19","19:00","-0.078","-","0.143"
"2019/06/19","19:06","-0.075","-","0.147"
"2019/06/19","19:12","-0.072","-","0.153"
"2019/06/19","19:18","-0.069","-","0.155"
"2019/06/19","19:24","-0.066","-","0.161"
"2019/06/19","19:30","-0.062","-","0.166"
"2019/06/19","19:36","-0.058","-","0.173"
"2019/06/19","19:42","-0.054","-","0.177"
"2019/06/19","19:48","-0.05","-","0.183"
"2019/06/19","19:54","-0.046","-","0.188"
"2019/06/19","20:00","-0.042","-","0.193"
"2019/06/19","20:06","-0.037","-","0.194"
"2019/06/19","20:12","-0.033","-","0.2"
"2019/06/19","20:18","-0.029","-","0.207"
"2019/06/19","20:24","-0.024","-","0.211"
"2019/06/19","20:30","-0.02","-","0.216"
"2019/06/19","20:36","-0.015","-","0.22"
"2019/06/19","20:42","-0.011","-","0.226"
"2019/06/19","20:48","-0.006","-","0.23"
"2019/06/19","20:54","-0.002","-","0.237"
"2019/06/19","21:00","0.003","-","0.244"
"2019/06/19","21:06","0.007","-","0.251"
"2019/06/19","21:12","0.011","-","0.255"
"2019/06/19","21:18","0.016","-","0.26"
"2019/06/19","21:24","0.02","-","0.264"
"2019/06/19","21:30","0.025","-","0.266"
"2019/06/19","21:36","0.029","-","0.272"
"2019/06/19","21:42","0.033","-","0.278"
"2019/06/19","21:48","0.037","-","0.284"
"2019/06/19","21:54","0.041","-","0.287"
"2019/06/19","22:00","0.045","-","0.294"
"2019/06/19","22:06","0.049","-","0.299"
"2019/06/19","22:12","0.052","-","0.304"
"2019/06/19","22:18","0.056","-","0.311"
"2019/06/19","22:24","0.059","-","0.316"
"2019/06/19","22:30","0.062","-","0.322"
"2019/06/19","22:36","0.065","-","0.328"
"2019/06/19","22:42","0.067","-","0.337"
"2019/06/19","22:48","0.07","-","0.34"
"2019/06/19","22:54","0.072","-","0.344"
"2019/06/19","23:00","0.074","-","0.348"
"2019/06/19","23:06","0.075","-","0.351"
"2019/06/19","23:12","0.076","-","0.355"
"2019/06/19","23:18","0.077","-","0.36"
"2019/06/19","23:24","0.078","-","0.358"
"2019/06/19","23:30","0.078","-","0.359"
"2019/06/19","23:36","0.078","-","0.358"
"2019/06/19","23:42","0.078","-","0.359"
"2019/06/19","23:48","0.077","-","0.362"
"2019/06/19","23:54","0.076","-","0.367"
"2019/06/20","00:00","0.075","-","0.368"
"2019/06/20","00:06","0.073","-","0.369"
"2019/06/20","00:12","0.071","-","0.37"
"2019/06/20","00:18","0.069","-","0.37"
"2019/06/20","00:24","0.066","-","0.369"
"2019/06/20","00:30","0.063","-","0.368"
"2019/06/20","00:36","0.06","-","0.367"
"2019/06/20","00:42","0.057","-","0.362"
"2019/06/20","00:48","0.053","-","0.356"
"2019/06/20","00:54","0.049","-","0.352"
