"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2019/06/12","06:48","0.208","-","0.269"
"2019/06/12","06:54","0.205","-","0.266"
"2019/06/12","07:00","0.202","-","0.264"
"2019/06/12","07:06","0.198","-","0.26"
"2019/06/12","07:12","0.195","-","0.257"
"2019/06/12","07:18","0.19","-","0.255"
"2019/06/12","07:24","0.186","-","0.252"
"2019/06/12","07:30","0.182","-","0.25"
"2019/06/12","07:36","0.177","-","0.248"
"2019/06/12","07:42","0.172","-","0.243"
"2019/06/12","07:48","0.167","-","0.239"
"2019/06/12","07:54","0.162","-","0.234"
"2019/06/12","08:00","0.156","-","0.228"
"2019/06/12","08:06","0.151","-","0.224"
"2019/06/12","08:12","0.145","-","0.221"
"2019/06/12","08:18","0.139","-","0.217"
"2019/06/12","08:24","0.133","-","0.211"
"2019/06/12","08:30","0.126","-","0.207"
"2019/06/12","08:36","0.12","-","0.204"
"2019/06/12","08:42","0.113","-","0.197"
"2019/06/12","08:48","0.106","-","0.193"
"2019/06/12","08:54","0.1","-","0.191"
"2019/06/12","09:00","0.093","-","0.185"
"2019/06/12","09:06","0.086","-","0.178"
"2019/06/12","09:12","0.078","-","0.17"
"2019/06/12","09:18","0.071","-","0.163"
"2019/06/12","09:24","0.064","-","0.158"
"2019/06/12","09:30","0.056","-","0.156"
"2019/06/12","09:36","0.049","-","0.15"
"2019/06/12","09:42","0.042","-","0.142"
"2019/06/12","09:48","0.034","-","0.136"
"2019/06/12","09:54","0.027","-","0.129"
"2019/06/12","10:00","0.02","-","0.123"
"2019/06/12","10:06","0.013","-","0.117"
"2019/06/12","10:12","0.006","-","0.11"
"2019/06/12","10:18","-0.001","-","0.107"
"2019/06/12","10:24","-0.008","-","0.102"
"2019/06/12","10:30","-0.014","-","0.096"
"2019/06/12","10:36","-0.021","-","0.091"
"2019/06/12","10:42","-0.026","-","0.085"
"2019/06/12","10:48","-0.032","-","0.08"
"2019/06/12","10:54","-0.037","-","0.077"
"2019/06/12","11:00","-0.042","-","0.072"
"2019/06/12","11:06","-0.047","-","0.068"
"2019/06/12","11:12","-0.051","-","0.065"
"2019/06/12","11:18","-0.055","-","0.063"
"2019/06/12","11:24","-0.059","-","0.06"
"2019/06/12","11:30","-0.062","-","0.057"
"2019/06/12","11:36","-0.064","-","0.054"
"2019/06/12","11:42","-0.066","-","0.053"
"2019/06/12","11:48","-0.068","-","0.052"
"2019/06/12","11:54","-0.069","-","0.051"
"2019/06/12","12:00","-0.07","-","0.049"
"2019/06/12","12:06","-0.07","-","0.048"
"2019/06/12","12:12","-0.07","-","0.05"
"2019/06/12","12:18","-0.07","-","0.051"
"2019/06/12","12:24","-0.069","-","0.054"
"2019/06/12","12:30","-0.067","-","0.056"
"2019/06/12","12:36","-0.066","-","0.061"
"2019/06/12","12:42","-0.064","-","0.065"
"2019/06/12","12:48","-0.061","-","0.069"
"2019/06/12","12:54","-0.059","-","0.071"
"2019/06/12","13:00","-0.055","-","0.077"
"2019/06/12","13:06","-0.052","-","0.081"
"2019/06/12","13:12","-0.049","-","0.087"
"2019/06/12","13:18","-0.045","-","0.091"
"2019/06/12","13:24","-0.041","-","0.096"
"2019/06/12","13:30","-0.037","-","0.103"
"2019/06/12","13:36","-0.032","-","0.11"
"2019/06/12","13:42","-0.028","-","0.115"
"2019/06/12","13:48","-0.023","-","0.12"
"2019/06/12","13:54","-0.018","-","0.126"
"2019/06/12","14:00","-0.013","-","0.133"
"2019/06/12","14:06","-0.008","-","0.14"
"2019/06/12","14:12","-0.003","-","0.147"
"2019/06/12","14:18","0.002","-","0.153"
"2019/06/12","14:24","0.007","-","0.16"
"2019/06/12","14:30","0.012","-","0.168"
"2019/06/12","14:36","0.017","-","0.174"
"2019/06/12","14:42","0.023","-","0.181"
"2019/06/12","14:48","0.028","-","0.185"
"2019/06/12","14:54","0.033","-","0.192"
"2019/06/12","15:00","0.039","-","0.198"
"2019/06/12","15:06","0.044","-","0.204"
"2019/06/12","15:12","0.049","-","0.211"
"2019/06/12","15:18","0.055","-","0.218"
"2019/06/12","15:24","0.06","-","0.226"
"2019/06/12","15:30","0.065","-","0.232"
"2019/06/12","15:36","0.07","-","0.239"
"2019/06/12","15:42","0.075","-","0.245"
"2019/06/12","15:48","0.081","-","0.251"
"2019/06/12","15:54","0.086","-","0.257"
"2019/06/12","16:00","0.09","-","0.262"
"2019/06/12","16:06","0.095","-","0.266"
"2019/06/12","16:12","0.1","-","0.271"
"2019/06/12","16:18","0.104","-","0.277"
"2019/06/12","16:24","0.109","-","0.284"
"2019/06/12","16:30","0.113","-","0.29"
"2019/06/12","16:36","0.117","-","0.296"
"2019/06/12","16:42","0.12","-","0.302"
"2019/06/12","16:48","0.124","-","0.305"
"2019/06/12","16:54","0.127","-","0.31"
"2019/06/12","17:00","0.13","-","0.313"
"2019/06/12","17:06","0.132","-","0.319"
"2019/06/12","17:12","0.135","-","0.324"
"2019/06/12","17:18","0.137","-","0.329"
"2019/06/12","17:24","0.138","-","0.331"
"2019/06/12","17:30","0.14","-","0.335"
"2019/06/12","17:36","0.14","-","0.338"
"2019/06/12","17:42","0.141","-","0.34"
"2019/06/12","17:48","0.141","-","0.343"
"2019/06/12","17:54","0.141","-","0.345"
"2019/06/12","18:00","0.14","-","0.348"
"2019/06/12","18:06","0.139","-","0.35"
"2019/06/12","18:12","0.138","-","0.35"
"2019/06/12","18:18","0.136","-","0.351"
"2019/06/12","18:24","0.134","-","0.35"
"2019/06/12","18:30","0.132","-","0.351"
"2019/06/12","18:36","0.129","-","0.35"
"2019/06/12","18:42","0.126","-","0.347"
"2019/06/12","18:48","0.122","-","0.346"
"2019/06/12","18:54","0.118","-","0.345"
"2019/06/12","19:00","0.114","-","0.345"
"2019/06/12","19:06","0.11","-","0.343"
"2019/06/12","19:12","0.106","-","0.342"
"2019/06/12","19:18","0.101","-","0.339"
"2019/06/12","19:24","0.096","-","0.335"
"2019/06/12","19:30","0.09","-","0.333"
"2019/06/12","19:36","0.085","-","0.327"
"2019/06/12","19:42","0.079","-","0.323"
"2019/06/12","19:48","0.073","-","0.316"
"2019/06/12","19:54","0.067","-","0.313"
"2019/06/12","20:00","0.061","-","0.312"
"2019/06/12","20:06","0.055","-","0.308"
"2019/06/12","20:12","0.048","-","0.303"
"2019/06/12","20:18","0.042","-","0.299"
"2019/06/12","20:24","0.035","-","0.292"
"2019/06/12","20:30","0.028","-","0.287"
"2019/06/12","20:36","0.021","-","0.281"
"2019/06/12","20:42","0.015","-","0.274"
"2019/06/12","20:48","0.007","-","0.272"
"2019/06/12","20:54","0","-","0.268"
"2019/06/12","21:00","-0.007","-","0.263"
"2019/06/12","21:06","-0.014","-","0.257"
"2019/06/12","21:12","-0.022","-","0.252"
"2019/06/12","21:18","-0.029","-","0.247"
"2019/06/12","21:24","-0.036","-","0.244"
"2019/06/12","21:30","-0.044","-","0.235"
"2019/06/12","21:36","-0.051","-","0.227"
"2019/06/12","21:42","-0.059","-","0.223"
"2019/06/12","21:48","-0.066","-","0.215"
"2019/06/12","21:54","-0.074","-","0.211"
"2019/06/12","22:00","-0.081","-","0.21"
"2019/06/12","22:06","-0.088","-","0.205"
"2019/06/12","22:12","-0.096","-","0.205"
"2019/06/12","22:18","-0.103","-","0.198"
"2019/06/12","22:24","-0.11","-","0.188"
"2019/06/12","22:30","-0.116","-","0.181"
"2019/06/12","22:36","-0.123","-","0.177"
"2019/06/12","22:42","-0.129","-","0.172"
"2019/06/12","22:48","-0.135","-","0.169"
"2019/06/12","22:54","-0.141","-","0.164"
"2019/06/12","23:00","-0.146","-","0.161"
"2019/06/12","23:06","-0.151","-","0.159"
"2019/06/12","23:12","-0.156","-","0.155"
"2019/06/12","23:18","-0.16","-","0.158"
"2019/06/12","23:24","-0.164","-","0.163"
"2019/06/12","23:30","-0.167","-","0.167"
"2019/06/12","23:36","-0.17","-","0.169"
"2019/06/12","23:42","-0.173","-","0.164"
"2019/06/12","23:48","-0.175","-","0.161"
"2019/06/12","23:54","-0.176","-","0.163"
"2019/06/13","00:00","-0.177","-","0.162"
"2019/06/13","00:06","-0.177","-","0.165"
"2019/06/13","00:12","-0.177","-","0.166"
"2019/06/13","00:18","-0.177","-","0.163"
"2019/06/13","00:24","-0.175","-","0.164"
"2019/06/13","00:30","-0.174","-","0.17"
"2019/06/13","00:36","-0.171","-","0.178"
"2019/06/13","00:42","-0.168","-","0.187"
"2019/06/13","00:48","-0.165","-","0.2"
"2019/06/13","00:54","-0.161","-","0.206"
"2019/06/13","01:00","-0.157","-","0.21"
"2019/06/13","01:06","-0.152","-","0.213"
"2019/06/13","01:12","-0.147","-","0.218"
"2019/06/13","01:18","-0.142","-","0.225"
"2019/06/13","01:24","-0.136","-","0.232"
"2019/06/13","01:30","-0.13","-","0.237"
"2019/06/13","01:36","-0.123","-","0.243"
"2019/06/13","01:42","-0.116","-","0.251"
"2019/06/13","01:48","-0.109","-","0.258"
"2019/06/13","01:54","-0.102","-","0.265"
"2019/06/13","02:00","-0.094","-","0.276"
"2019/06/13","02:06","-0.086","-","0.283"
"2019/06/13","02:12","-0.078","-","0.294"
"2019/06/13","02:18","-0.07","-","0.301"
"2019/06/13","02:24","-0.061","-","0.305"
"2019/06/13","02:30","-0.053","-","0.316"
"2019/06/13","02:36","-0.044","-","0.325"
"2019/06/13","02:42","-0.035","-","0.337"
"2019/06/13","02:48","-0.026","-","0.35"
"2019/06/13","02:54","-0.017","-","0.356"
"2019/06/13","03:00","-0.008","-","0.366"
"2019/06/13","03:06","0.001","-","0.371"
"2019/06/13","03:12","0.01","-","0.376"
"2019/06/13","03:18","0.02","-","0.385"
"2019/06/13","03:24","0.029","-","0.393"
"2019/06/13","03:30","0.038","-","0.401"
"2019/06/13","03:36","0.048","-","0.41"
"2019/06/13","03:42","0.057","-","0.416"
"2019/06/13","03:48","0.066","-","0.424"
"2019/06/13","03:54","0.076","-","0.432"
"2019/06/13","04:00","0.085","-","0.441"
"2019/06/13","04:06","0.094","-","0.452"
"2019/06/13","04:12","0.103","-","0.461"
"2019/06/13","04:18","0.113","-","0.471"
"2019/06/13","04:24","0.122","-","0.479"
"2019/06/13","04:30","0.131","-","0.483"
"2019/06/13","04:36","0.139","-","0.49"
"2019/06/13","04:42","0.148","-","0.501"
"2019/06/13","04:48","0.156","-","0.507"
"2019/06/13","04:54","0.165","-","0.516"
"2019/06/13","05:00","0.172","-","0.524"
"2019/06/13","05:06","0.18","-","0.53"
"2019/06/13","05:12","0.188","-","0.534"
"2019/06/13","05:18","0.195","-","0.535"
"2019/06/13","05:24","0.202","-","0.538"
"2019/06/13","05:30","0.208","-","0.54"
"2019/06/13","05:36","0.214","-","0.541"
"2019/06/13","05:42","0.22","-","0.549"
"2019/06/13","05:48","0.226","-","0.551"
"2019/06/13","05:54","0.231","-","0.553"
"2019/06/13","06:00","0.235","-","0.561"
"2019/06/13","06:06","0.239","-","0.568"
"2019/06/13","06:12","0.243","-","0.573"
"2019/06/13","06:18","0.246","-","0.577"
"2019/06/13","06:24","0.249","-","0.574"
"2019/06/13","06:30","0.252","-","0.575"
"2019/06/13","06:36","0.254","-","0.572"
"2019/06/13","06:42","0.255","-","0.574"
"2019/06/13","06:48","0.256","-","0.581"
"2019/06/13","06:54","0.257","-","0.586"
"2019/06/13","07:00","0.257","-","0.588"
"2019/06/13","07:06","0.257","-","0.583"
"2019/06/13","07:12","0.256","-","0.572"
"2019/06/13","07:18","0.255","-","0.566"
"2019/06/13","07:24","0.253","-","0.557"
"2019/06/13","07:30","0.252","-","0.559"
"2019/06/13","07:36","0.249","-","0.557"
"2019/06/13","07:42","0.247","-","0.55"
"2019/06/13","07:48","0.244","-","0.544"
"2019/06/13","07:54","0.241","-","0.534"
"2019/06/13","08:00","0.237","-","0.53"
"2019/06/13","08:06","0.233","-","0.527"
"2019/06/13","08:12","0.229","-","0.526"
"2019/06/13","08:18","0.225","-","0.527"
"2019/06/13","08:24","0.22","-","0.518"
"2019/06/13","08:30","0.215","-","0.519"
"2019/06/13","08:36","0.21","-","0.538"
"2019/06/13","08:42","0.204","-","0.535"
"2019/06/13","08:48","0.199","-","0.521"
"2019/06/13","08:54","0.193","-","0.518"
"2019/06/13","09:00","0.187","-","0.503"
"2019/06/13","09:06","0.18","-","0.492"
"2019/06/13","09:12","0.174","-","0.479"
"2019/06/13","09:18","0.167","-","0.472"
"2019/06/13","09:24","0.16","-","0.476"
"2019/06/13","09:30","0.153","-","0.483"
"2019/06/13","09:36","0.146","-","0.476"
"2019/06/13","09:42","0.138","-","0.477"
"2019/06/13","09:48","0.13","-","0.475"
"2019/06/13","09:54","0.123","-","0.465"
"2019/06/13","10:00","0.115","-","0.464"
"2019/06/13","10:06","0.107","-","0.456"
"2019/06/13","10:12","0.098","-","0.451"
"2019/06/13","10:18","0.09","-","0.447"
"2019/06/13","10:24","0.082","-","0.431"
"2019/06/13","10:30","0.073","-","0.424"
"2019/06/13","10:36","0.065","-","0.408"
"2019/06/13","10:42","0.056","-","0.405"
"2019/06/13","10:48","0.048","-","0.395"
"2019/06/13","10:54","0.04","-","0.392"
"2019/06/13","11:00","0.032","-","0.38"
"2019/06/13","11:06","0.023","-","0.371"
"2019/06/13","11:12","0.015","-","0.365"
"2019/06/13","11:18","0.008","-","0.357"
"2019/06/13","11:24","0","-","0.361"
"2019/06/13","11:30","-0.007","-","0.356"
"2019/06/13","11:36","-0.014","-","0.342"
"2019/06/13","11:42","-0.021","-","0.333"
"2019/06/13","11:48","-0.027","-","0.321"
"2019/06/13","11:54","-0.034","-","0.308"
"2019/06/13","12:00","-0.039","-","0.295"
"2019/06/13","12:06","-0.045","-","0.28"
"2019/06/13","12:12","-0.05","-","0.28"
"2019/06/13","12:18","-0.054","-","0.279"
"2019/06/13","12:24","-0.058","-","0.277"
"2019/06/13","12:30","-0.062","-","0.271"
"2019/06/13","12:36","-0.065","-","0.26"
"2019/06/13","12:42","-0.068","-","0.248"
"2019/06/13","12:48","-0.07","-","0.236"
"2019/06/13","12:54","-0.072","-","0.229"
"2019/06/13","13:00","-0.073","-","0.232"
"2019/06/13","13:06","-0.074","-","0.228"
"2019/06/13","13:12","-0.074","-","0.226"
"2019/06/13","13:18","-0.074","-","0.225"
"2019/06/13","13:24","-0.074","-","0.218"
"2019/06/13","13:30","-0.073","-","0.218"
"2019/06/13","13:36","-0.072","-","0.222"
"2019/06/13","13:42","-0.071","-","0.217"
"2019/06/13","13:48","-0.069","-","0.213"
"2019/06/13","13:54","-0.067","-","0.2"
"2019/06/13","14:00","-0.064","-","0.191"
"2019/06/13","14:06","-0.062","-","0.196"
"2019/06/13","14:12","-0.059","-","0.195"
"2019/06/13","14:18","-0.056","-","0.202"
"2019/06/13","14:24","-0.052","-","0.209"
"2019/06/13","14:30","-0.049","-","0.203"
"2019/06/13","14:36","-0.045","-","0.204"
"2019/06/13","14:42","-0.041","-","0.204"
"2019/06/13","14:48","-0.037","-","0.207"
"2019/06/13","14:54","-0.033","-","0.21"
"2019/06/13","15:00","-0.028","-","0.219"
"2019/06/13","15:06","-0.024","-","0.227"
"2019/06/13","15:12","-0.019","-","0.24"
"2019/06/13","15:18","-0.015","-","0.251"
"2019/06/13","15:24","-0.01","-","0.261"
"2019/06/13","15:30","-0.005","-","0.274"
"2019/06/13","15:36","0","-","0.282"
"2019/06/13","15:42","0.004","-","0.286"
"2019/06/13","15:48","0.009","-","0.293"
"2019/06/13","15:54","0.014","-","0.295"
"2019/06/13","16:00","0.019","-","0.298"
"2019/06/13","16:06","0.025","-","0.303"
"2019/06/13","16:12","0.03","-","0.306"
"2019/06/13","16:18","0.035","-","0.312"
"2019/06/13","16:24","0.04","-","0.322"
"2019/06/13","16:30","0.045","-","0.329"
"2019/06/13","16:36","0.05","-","0.335"
"2019/06/13","16:42","0.055","-","0.341"
"2019/06/13","16:48","0.06","-","0.347"
"2019/06/13","16:54","0.064","-","0.355"
"2019/06/13","17:00","0.069","-","0.36"
"2019/06/13","17:06","0.074","-","0.367"
"2019/06/13","17:12","0.078","-","0.375"
"2019/06/13","17:18","0.083","-","0.379"
"2019/06/13","17:24","0.087","-","0.382"
"2019/06/13","17:30","0.091","-","0.386"
"2019/06/13","17:36","0.094","-","0.388"
"2019/06/13","17:42","0.098","-","0.392"
"2019/06/13","17:48","0.101","-","0.396"
"2019/06/13","17:54","0.104","-","0.397"
"2019/06/13","18:00","0.107","-","0.395"
"2019/06/13","18:06","0.109","-","0.395"
"2019/06/13","18:12","0.111","-","0.394"
"2019/06/13","18:18","0.113","-","0.398"
"2019/06/13","18:24","0.115","-","0.399"
"2019/06/13","18:30","0.116","-","0.403"
"2019/06/13","18:36","0.116","-","0.402"
"2019/06/13","18:42","0.117","-","0.404"
"2019/06/13","18:48","0.117","-","0.402"
"2019/06/13","18:54","0.116","-","0.405"
"2019/06/13","19:00","0.115","-","0.404"
"2019/06/13","19:06","0.114","-","0.407"
"2019/06/13","19:12","0.113","-","0.405"
"2019/06/13","19:18","0.111","-","0.406"
"2019/06/13","19:24","0.109","-","0.408"
"2019/06/13","19:30","0.106","-","0.407"
"2019/06/13","19:36","0.103","-","0.404"
"2019/06/13","19:42","0.1","-","0.404"
"2019/06/13","19:48","0.096","-","0.404"
"2019/06/13","19:54","0.093","-","0.402"
"2019/06/13","20:00","0.089","-","0.404"
"2019/06/13","20:06","0.084","-","0.401"
"2019/06/13","20:12","0.08","-","0.398"
"2019/06/13","20:18","0.075","-","0.399"
"2019/06/13","20:24","0.07","-","0.401"
"2019/06/13","20:30","0.065","-","0.401"
"2019/06/13","20:36","0.059","-","0.398"
"2019/06/13","20:42","0.054","-","0.395"
"2019/06/13","20:48","0.048","-","0.385"
"2019/06/13","20:54","0.042","-","0.378"
"2019/06/13","21:00","0.036","-","0.371"
"2019/06/13","21:06","0.03","-","0.368"
"2019/06/13","21:12","0.024","-","0.357"
"2019/06/13","21:18","0.017","-","0.354"
"2019/06/13","21:24","0.011","-","0.347"
"2019/06/13","21:30","0.004","-","0.344"
"2019/06/13","21:36","-0.003","-","0.343"
"2019/06/13","21:42","-0.01","-","0.338"
"2019/06/13","21:48","-0.017","-","0.33"
"2019/06/13","21:54","-0.024","-","0.318"
"2019/06/13","22:00","-0.031","-","0.305"
"2019/06/13","22:06","-0.038","-","0.297"
"2019/06/13","22:12","-0.045","-","0.286"
"2019/06/13","22:18","-0.052","-","0.272"
"2019/06/13","22:24","-0.06","-","0.26"
"2019/06/13","22:30","-0.067","-","0.252"
"2019/06/13","22:36","-0.074","-","0.242"
"2019/06/13","22:42","-0.082","-","0.23"
"2019/06/13","22:48","-0.089","-","0.216"
"2019/06/13","22:54","-0.096","-","0.201"
"2019/06/13","23:00","-0.103","-","0.193"
"2019/06/13","23:06","-0.11","-","0.186"
"2019/06/13","23:12","-0.117","-","0.185"
"2019/06/13","23:18","-0.124","-","0.187"
"2019/06/13","23:24","-0.13","-","0.189"
"2019/06/13","23:30","-0.136","-","0.184"
"2019/06/13","23:36","-0.142","-","0.174"
"2019/06/13","23:42","-0.148","-","0.16"
"2019/06/13","23:48","-0.153","-","0.152"
"2019/06/13","23:54","-0.158","-","0.158"
"2019/06/14","00:00","-0.163","-","0.165"
"2019/06/14","00:06","-0.167","-","0.158"
"2019/06/14","00:12","-0.171","-","0.152"
"2019/06/14","00:18","-0.175","-","0.149"
"2019/06/14","00:24","-0.178","-","0.151"
"2019/06/14","00:30","-0.18","-","0.148"
"2019/06/14","00:36","-0.182","-","0.143"
"2019/06/14","00:42","-0.184","-","0.145"
"2019/06/14","00:48","-0.184","-","0.143"
"2019/06/14","00:54","-0.185","-","0.141"
"2019/06/14","01:00","-0.185","-","0.142"
"2019/06/14","01:06","-0.184","-","0.145"
"2019/06/14","01:12","-0.183","-","0.147"
"2019/06/14","01:18","-0.181","-","0.16"
"2019/06/14","01:24","-0.178","-","0.165"
"2019/06/14","01:30","-0.176","-","0.162"
"2019/06/14","01:36","-0.172","-","0.159"
"2019/06/14","01:42","-0.168","-","0.163"
"2019/06/14","01:48","-0.164","-","0.17"
"2019/06/14","01:54","-0.159","-","0.182"
"2019/06/14","02:00","-0.154","-","0.188"
"2019/06/14","02:06","-0.148","-","0.193"
"2019/06/14","02:12","-0.142","-","0.2"
"2019/06/14","02:18","-0.135","-","0.199"
"2019/06/14","02:24","-0.129","-","0.204"
"2019/06/14","02:30","-0.121","-","0.209"
"2019/06/14","02:36","-0.114","-","0.218"
"2019/06/14","02:42","-0.106","-","0.22"
"2019/06/14","02:48","-0.098","-","0.224"
"2019/06/14","02:54","-0.09","-","0.226"
"2019/06/14","03:00","-0.081","-","0.234"
"2019/06/14","03:06","-0.072","-","0.252"
"2019/06/14","03:12","-0.063","-","0.266"
"2019/06/14","03:18","-0.054","-","0.269"
"2019/06/14","03:24","-0.045","-","0.273"
"2019/06/14","03:30","-0.036","-","0.282"
"2019/06/14","03:36","-0.026","-","0.285"
"2019/06/14","03:42","-0.016","-","0.297"
"2019/06/14","03:48","-0.007","-","0.303"
"2019/06/14","03:54","0.003","-","0.303"
"2019/06/14","04:00","0.013","-","0.309"
"2019/06/14","04:06","0.023","-","0.323"
"2019/06/14","04:12","0.033","-","0.331"
"2019/06/14","04:18","0.043","-","0.341"
"2019/06/14","04:24","0.053","-","0.35"
"2019/06/14","04:30","0.063","-","0.357"
"2019/06/14","04:36","0.074","-","0.364"
"2019/06/14","04:42","0.084","-","0.372"
"2019/06/14","04:48","0.094","-","0.381"
"2019/06/14","04:54","0.104","-","0.391"
"2019/06/14","05:00","0.114","-","0.396"
"2019/06/14","05:06","0.124","-","0.412"
"2019/06/14","05:12","0.133","-","0.414"
"2019/06/14","05:18","0.143","-","0.426"
"2019/06/14","05:24","0.153","-","0.441"
"2019/06/14","05:30","0.162","-","0.45"
"2019/06/14","05:36","0.171","-","0.456"
"2019/06/14","05:42","0.18","-","0.46"
"2019/06/14","05:48","0.189","-","0.463"
"2019/06/14","05:54","0.198","-","0.471"
"2019/06/14","06:00","0.206","-","0.477"
"2019/06/14","06:06","0.214","-","0.483"
"2019/06/14","06:12","0.222","-","0.484"
"2019/06/14","06:18","0.229","-","0.487"
"2019/06/14","06:24","0.236","-","0.489"
"2019/06/14","06:30","0.243","-","0.493"
"2019/06/14","06:36","0.249","-","0.496"
"2019/06/14","06:42","0.254","-","0.502"
"2019/06/14","06:48","0.26","-","0.507"
"2019/06/14","06:54","0.265","-","0.508"
"2019/06/14","07:00","0.269","-","0.513"
"2019/06/14","07:06","0.273","-","0.515"
"2019/06/14","07:12","0.277","-","0.517"
"2019/06/14","07:18","0.28","-","0.519"
"2019/06/14","07:24","0.282","-","0.513"
"2019/06/14","07:30","0.284","-","0.508"
"2019/06/14","07:36","0.286","-","0.502"
"2019/06/14","07:42","0.287","-","0.498"
"2019/06/14","07:48","0.287","-","0.493"
"2019/06/14","07:54","0.288","-","0.493"
"2019/06/14","08:00","0.287","-","0.493"
"2019/06/14","08:06","0.286","-","0.491"
"2019/06/14","08:12","0.285","-","0.487"
"2019/06/14","08:18","0.284","-","0.482"
"2019/06/14","08:24","0.282","-","0.478"
"2019/06/14","08:30","0.279","-","0.471"
"2019/06/14","08:36","0.277","-","0.466"
"2019/06/14","08:42","0.274","-","0.46"
"2019/06/14","08:48","0.27","-","0.455"
"2019/06/14","08:54","0.266","-","0.453"
"2019/06/14","09:00","0.262","-","0.45"
"2019/06/14","09:06","0.258","-","0.446"
"2019/06/14","09:12","0.253","-","0.442"
"2019/06/14","09:18","0.248","-","0.435"
"2019/06/14","09:24","0.242","-","0.427"
"2019/06/14","09:30","0.237","-","0.418"
"2019/06/14","09:36","0.231","-","0.415"
"2019/06/14","09:42","0.225","-","0.412"
"2019/06/14","09:48","0.218","-","0.406"
"2019/06/14","09:54","0.212","-","0.397"
"2019/06/14","10:00","0.205","-","0.388"
"2019/06/14","10:06","0.197","-","0.381"
"2019/06/14","10:12","0.19","-","0.377"
"2019/06/14","10:18","0.182","-","0.37"
"2019/06/14","10:24","0.174","-","0.362"
"2019/06/14","10:30","0.166","-","0.355"
"2019/06/14","10:36","0.158","-","0.349"
"2019/06/14","10:42","0.15","-","0.343"
"2019/06/14","10:48","0.141","-","0.337"
"2019/06/14","10:54","0.132","-","0.329"
"2019/06/14","11:00","0.123","-","0.322"
"2019/06/14","11:06","0.114","-","0.31"
"2019/06/14","11:12","0.105","-","0.297"
"2019/06/14","11:18","0.096","-","0.285"
