pot_no,stem_no,tot_ht,grn_ht,mid_wd,bas_wd,cut,bent,twist,dh,color,allom,epi,porom,notes
268,18,9.5,9.5,1.6,1.8,0,0,0,0,0,0,0,0,
293,15,9.5,9.5,2.6,2.7,0,0,0,0,0,0,0,0,
320,5,9.5,9.5,2.3,3.0,0,0,0,0,0,0,0,0,
339,14,9.5,9.5,4.8,5.2,1,0,0,0,0,0,0,0,
354,4,9.5,9.5,2.4,2.7,0,0,1,0,0,0,0,0,
400,5,9.5,9.5,1.5,2.1,0,0,0,0,0,0,0,0,
407,8,9.5,9.5,2.5,3.3,0,0,0,0,0,0,0,0,
416,17,9.5,9.5,2.3,2.5,0,0,0,0,0,0,0,0,
1649,11,9.5,9.5,2.2,2.7,0,0,0,0,0,0,0,0,
1697,1,9.5,9.5,2.0,2.8,0,0,0,0,0,1,0,0,
1700,4,9.5,9.5,1.8,2.5,0,0,0,0,0,0,0,0,
1835,16,9.5,9.5,2.0,2.7,0,0,0,0,0,0,0,0,
1956,1,9.5,9.5,2.4,2.9,0,0,0,0,0,0,0,0,
1991,5,9.5,9.5,2.4,2.7,0,0,0,0,0,0,0,0,
12,22,10.0,10.0,2.8,2.8,0,0,0,0,0,0,0,0,
23,21,10.0,10.0,2.0,2.7,0,0,0,0,0,0,0,0,
30,3,10.0,10.0,3.2,3.6,0,0,0,0,0,2,0,0,
37,11,10.0,10.0,2.0,2.1,0,0,0,0,0,0,0,0,
50,8,10.0,8.0,2.1,1.9,1,0,0,0,0,0,0,0,
72,23,10.0,10.0,2.6,3.0,0,0,0,0,0,0,0,0,
97,10,10.0,10.0,3.0,3.1,0,0,0,0,0,0,0,0,
183,7,10.0,10.0,2.8,2.7,0,0,0,0,0,0,0,0,
212,15,10.0,10.0,2.6,3.0,0,0,0,0,0,0,0,0,
212,16,10.0,10.0,2.5,2.5,0,0,0,0,0,0,0,0,
214,1,10.0,10.0,2.1,2.5,0,0,0,0,0,1,0,0,
223,19,10.0,10.0,1.9,2.1,0,0,0,0,0,0,0,0,
253,21,10.0,10.0,1.7,2.2,0,0,0,0,0,0,0,0,
263,40,10.0,10.0,1.8,2.2,0,0,0,0,0,0,0,0,
301,19,10.0,8.5,3.0,3.7,0,0,0,0,0,0,0,0,
304,24,10.0,10.0,2.1,2.6,0,0,0,0,0,0,0,0,
306,20,10.0,10.0,2.4,3.4,0,0,0,0,0,0,0,0,
311,18,10.0,10.0,1.4,1.5,0,0,0,0,0,0,0,0,
312,33,10.0,10.0,2.1,2.3,0,0,0,0,0,0,0,0,
342,17,10.0,10.0,2.0,2.3,0,0,0,0,0,0,0,0,
356,16,10.0,10.0,1.9,2.7,0,0,0,0,0,0,0,0,
359,22,10.0,10.0,1.9,2.6,0,0,0,0,0,0,0,0,
405,26,10.0,10.0,2.6,3.7,0,0,0,0,0,0,0,0,
412,6,10.0,10.0,1.7,2.1,0,0,0,0,0,0,0,0,
1634,5,10.0,10.0,2.0,2.0,0,0,0,0,0,0,0,0,
1641,27,10.0,9.0,2.2,2.2,0,0,0,0,0,0,0,0,
1648,10,10.0,8.5,2.2,3.3,0,0,0,0,0,0,0,0,
1689,9,10.0,10.0,1.9,2.2,0,0,0,0,0,0,0,0,
1700,3,10.0,10.0,2.1,3.2,0,0,0,0,0,0,0,0,
1801,4,10.0,10.0,2.2,2.7,0,0,0,0,0,0,0,0,
1816,1,10.0,10.0,1.7,1.9,0,0,0,0,0,0,0,0,
1880,10,10.0,10.0,1.8,1.9,0,0,0,0,0,0,0,0,
1887,18,10.0,10.0,2.3,2.5,0,0,1,0,0,0,0,0,
1956,2,10.0,10.0,1.9,2.3,0,0,0,0,0,0,0,0,
1969,21,10.0,10.5,2.3,2.3,0,0,0,0,0,0,0,0,
1972,29,10.0,10.0,2.2,2.4,0,0,0,0,0,0,0,0,
1977,10,10.0,9.0,2.4,2.6,0,0,0,0,0,0,0,0,
1979,5,10.0,10.0,2.3,2.9,0,0,0,0,0,0,0,0,
18,25,10.5,10.5,2.4,3.8,0,0,0,0,0,0,0,0,
23,19,10.5,10.5,2.9,3.6,0,0,0,0,0,0,0,0,
30,18,10.5,10.5,2.7,3.4,0,0,0,0,0,0,0,0,
77,16,10.5,10.5,2.4,3.0,0,0,0,0,0,0,0,0,
103,7,10.5,10.5,2.3,2.5,0,0,0,0,0,0,0,0,
158,9,10.5,10.5,2.0,2.5,0,0,0,0,0,0,0,0,
174,28,10.5,10.5,1.8,2.3,0,0,0,0,0,0,0,0,
203,36,10.5,10.5,2.8,2.8,0,0,0,0,0,0,0,0,
211,21,10.5,9.0,3.4,3.6,0,0,0,0,0,0,0,0,
218,17,10.5,10.5,2.5,3.3,0,0,0,0,0,0,0,0,
223,3,10.5,10.5,2.1,2.1,0,0,0,0,0,0,0,0,
256,3,10.5,10.5,1.1,2.3,0,0,0,0,0,0,0,0,
313,7,10.5,10.5,2.1,3.1,0,0,0,0,0,0,0,0,
346,7,10.5,10.5,1.7,1.9,0,0,0,0,0,0,0,0,
368,1,10.5,10.5,2.0,2.1,0,0,0,0,y,0,0,0,this is the yellow if it was found (HSK)
392,23,10.5,10.5,1.3,1.3,0,0,0,0,0,0,0,0,
395,5,10.5,10.5,2.7,2.8,0,0,0,0,0,0,0,0,
401,22,10.5,10.5,2.3,2.3,0,0,0,0,0,0,0,0,
410,17,10.5,10.0,3.0,3.2,0,0,0,0,0,0,0,0,
1639,9,10.5,6.5,1.1,1.2,0,0,0,0,0,0,0,0,
1659,9,10.5,10.5,1.6,1.7,0,0,0,0,0,0,0,0,
1660,6,10.5,10.5,2.3,2.7,0,0,0,0,0,0,0,0,
1693,3,10.5,10.5,2.2,2.4,0,0,0,0,0,2,0,0,
1815,10,10.5,10.5,2.4,2.7,0,0,0,0,0,0,0,0,
1840,16,10.5,10.5,1.6,1.5,0,0,0,0,0,0,0,0,
1840,26,10.5,10.5,1.8,1.6,0,0,0,0,0,0,0,0,
1841,8,10.5,10.5,1.5,1.7,0,0,1,0,0,0,0,0,
1897,1,10.5,10.5,2.3,2.7,0,0,0,0,0,0,0,0,
1956,3,10.5,10.5,19.0,2.2,0,0,0,0,0,0,0,0,
1966,17,10.5,10.5,2.1,2.4,0,0,0,0,0,0,0,0,
31,3,11.0,11.0,2.1,2.5,0,0,0,0,0,2,0,0,
54,17,11.0,11.0,2.0,2.5,0,0,0,0,0,0,0,0,
66,19,11.0,11.0,2.4,2.4,0,0,0,0,0,0,0,0,
78,18,11.0,11.0,2.1,2.8,0,0,0,0,0,0,0,0,
88,13,11.0,11.0,2.4,2.4,0,0,0,0,0,0,0,0,
98,3,11.0,11.0,1.2,1.3,0,0,0,0,0,0,0,0,
169,7,11.0,11.0,2.0,3.0,0,0,0,0,0,0,0,0,
176,19,11.0,11.0,2.5,3.3,0,0,0,0,0,0,0,0,
205,31,11.0,11.0,2.0,2.1,0,0,0,0,0,0,0,0,
249,19,11.0,11.0,1.9,2.6,0,0,0,0,0,0,0,0,
255,21,11.0,11.0,1.5,2.1,0,0,0,0,0,0,0,0,
257,23,11.0,11.0,1.7,2.3,0,0,0,0,0,0,0,0,
264,12,11.0,11.0,1.6,1.8,0,0,0,0,0,0,0,0,
289,8,11.0,11.0,3.4,3.4,0,0,0,0,0,0,0,0,
290,11,11.0,11.0,2.5,2.6,0,0,0,0,0,0,0,0,
298,12,11.0,11.0,3.1,3.2,0,0,0,0,0,0,0,0,
339,16,11.0,11.0,2.1,2.2,0,0,1,0,0,0,0,0,
362,3,11.0,11.0,2.6,2.5,0,0,0,0,0,0,0,0,
375,5,11.0,11.0,3.0,3.0,0,0,0,0,0,0,0,0,
392,21,11.0,11.0,1.7,1.7,0,0,0,0,0,0,0,0,
408,8,11.0,11.0,2.7,2.8,0,0,0,0,0,0,0,0,
1637,1,11.0,3.5,1.9,2.7,0,0,0,0,0,0,0,0,
1656,12,11.0,11.0,2.5,2.6,0,0,0,0,0,0,0,0,
1690,8,11.0,11.0,1.9,2.1,0,0,0,0,0,0,0,0,
1804,6,11.0,11.0,2.9,3.1,0,0,1,0,0,0,0,0,
1810,14,11.0,11.0,2.3,2.4,0,0,0,0,0,0,0,0,
1846,19,11.0,11.0,1.9,2.3,0,0,0,0,0,0,0,0,
1888,18,11.0,11.0,2.2,3.2,0,0,0,0,0,0,1,1,
1898,13,11.0,11.0,3.4,4.0,0,0,0,0,0,0,0,0,
1960,29,11.0,11.0,1.5,2.0,0,0,0,0,0,0,0,0,
1961,22,11.0,11.0,2.4,2.6,0,0,0,0,0,0,0,0,
3,9,11.5,11.5,1.8,2.5,0,0,0,0,0,0,0,0,
7,18,11.5,11.5,2.3,2.3,0,0,0,0,0,0,0,0,
10,18,11.5,11.5,2.6,2.8,0,0,0,0,0,0,0,0,
15,28,11.5,11.5,2.5,3.1,0,0,0,0,0,0,0,0,
26,18,11.5,11.5,2.5,2.9,0,0,0,0,0,0,0,0,
27,27,11.5,11.5,2.6,2.7,0,0,0,0,0,0,0,0,
27,28,11.5,11.5,2.3,2.3,0,0,0,0,0,0,0,0,
51,14,11.5,11.5,3.0,3.0,0,0,0,0,0,0,0,0,
51,16,11.5,11.5,1.7,1.7,0,0,0,0,0,0,0,0,
64,20,11.5,11.5,3.7,2.4,0,0,0,0,0,0,0,0,
128,2,11.5,11.5,1.5,1.5,0,0,0,0,0,2,0,0,
163,25,11.5,11.5,2.7,3.2,0,0,0,0,0,0,0,0,
167,1,11.5,11.5,1.4,1.4,0,0,0,0,0,0,0,0,
195,13,11.5,11.5,2.4,2.5,0,0,0,0,0,0,0,0,
209,12,11.5,11.5,1.9,2.0,0,0,0,0,0,0,0,0,
217,6,11.5,11.5,4.8,5.1,0,0,0,0,0,0,0,0,
263,10,11.5,11.5,2.1,2.4,0,0,0,0,0,0,0,0,
311,30,11.5,11.5,2.0,2.1,0,0,0,0,0,0,0,0,
375,10,11.5,11.5,2.1,2.9,0,0,0,0,0,0,0,0,
403,13,11.5,9.0,2.3,3.0,0,0,1,0,0,0,0,0,
1643,17,11.5,11.5,2.3,2.3,0,0,0,0,0,0,0,0,
1686,13,11.5,11.5,1.9,2.8,0,0,0,0,0,0,0,0,
1806,12,11.5,11.5,3.1,3.4,0,0,0,0,0,0,0,0,
1830,1,11.5,11.5,1.7,1.7,0,0,0,0,0,1,0,0,
1937,6,11.5,11.5,2.5,3.7,0,0,0,0,0,0,0,0,
12,21,12.0,12.0,2.0,2.0,0,0,0,0,0,0,0,0,
19,10,12.0,12.0,4.0,4.0,0,0,0,0,0,0,0,0,
26,4,12.0,12.0,2.7,3.0,0,0,0,0,0,0,0,0,
111,2,12.0,8.0,4.2,4.6,1,0,0,0,0,0,0,0,
112,3,12.0,12.0,1.3,1.3,0,0,0,0,0,0,0,0,
112,5,12.0,12.0,1.5,1.6,0,0,0,0,0,0,0,0,
146,7,12.0,11.0,3.2,3.7,1,0,1,0,0,0,0,0,
148,9,12.0,12.0,2.3,2.3,0,0,0,0,0,0,0,0,
213,11,12.0,12.0,2.7,3.1,0,0,0,0,0,0,0,0,
213,17,12.0,12.0,2.7,3.4,0,0,0,0,0,0,0,0,
255,22,12.0,12.0,2.1,2.2,0,0,0,0,0,0,0,0,
256,4,12.0,12.0,2.3,2.3,0,0,0,0,0,0,0,0,
316,6,12.0,12.0,2.2,2.3,0,0,0,0,0,0,0,0,
347,12,12.0,12.0,2.8,2.8,0,0,0,0,0,0,0,0,
354,18,12.0,12.0,1.8,2.1,0,0,0,0,0,0,0,0,
360,16,12.0,12.0,2.6,3.1,0,0,0,0,0,0,0,0,
389,10,12.0,12.0,2.1,2.0,0,0,0,0,0,0,0,0,
412,7,12.0,12.0,2.2,2.2,0,0,0,0,0,0,0,0,
1622,5,12.0,12.0,1.7,1.7,0,0,0,0,0,0,0,0,
1641,25,12.0,11.0,2.2,2.6,0,0,0,0,0,0,0,0,
1649,13,12.0,11.0,2.2,7.7,0,0,0,0,0,0,0,0,
1650,18,12.0,12.0,2.3,2.4,0,0,0,0,0,0,0,0,
1818,1,12.0,12.0,1.8,1.9,0,0,0,0,0,0,0,0,
1848,19,12.0,12.0,1.8,2.0,0,0,0,0,0,0,0,0,
1892,11,12.0,12.0,2.8,2.9,1,0,0,0,0,0,0,0,
1980,30,12.0,12.0,2.4,2.3,0,0,0,0,0,0,0,0,
12,24,12.5,11.0,3.3,3.6,0,0,0,0,0,0,0,0,
116,34,12.5,12.5,2.6,2.6,0,0,0,0,0,0,0,0,
157,2,12.5,12.5,2.3,2.5,0,0,0,0,0,0,0,0,
159,21,12.5,12.0,2.4,2.7,0,0,1,0,0,0,0,0,
163,27,12.5,12.5,2.6,3.6,0,0,0,0,0,0,0,0,
176,20,12.5,12.5,3.0,3.2,0,0,0,0,0,0,0,0,
340,13,12.5,12.5,1.9,2.0,0,0,0,0,0,0,0,0,
350,15,12.5,12.5,2.4,3.3,0,0,0,0,0,0,0,0,
364,10,12.5,12.5,2.8,3.5,0,0,0,0,0,0,0,0,
1658,1,12.5,12.5,1.6,1.8,0,0,0,0,0,1,0,0,
1662,23,12.5,12.5,2.4,2.4,0,0,0,0,0,0,0,0,
1683,15,12.5,12.5,2.6,2.8,0,0,0,0,0,0,0,0,
1816,9,12.5,12.5,2.6,3.1,0,0,0,0,0,0,0,0,
1847,3,12.5,12.5,1.8,1.8,0,0,0,0,0,0,0,0,
1886,2,12.5,12.5,1.4,1.6,0,0,1,0,0,2,0,0,
50,9,13.0,13.0,2.0,2.5,0,0,0,0,0,0,0,0,
51,15,13.0,13.0,2.6,2.8,0,0,0,0,0,0,0,0,
60,7,13.0,13.0,2.6,2.9,0,0,0,0,0,0,0,0,
65,10,13.0,13.0,3.2,3.3,0,0,0,0,0,0,0,0,
66,23,13.0,13.0,2.4,2.6,0,0,0,0,0,0,0,0,
98,2,13.0,13.0,1.3,1.7,0,0,1,0,0,0,0,0,
107,16,13.0,13.0,2.0,2.1,0,0,0,0,0,0,0,0,
122,7,13.0,13.0,2.4,2.7,0,0,0,0,0,0,0,0,
170,2,13.0,13.0,2.5,2.7,0,0,0,0,0,2,0,0,
174,26,13.0,13.0,2.1,2.5,0,0,0,0,0,0,0,0,
196,7,13.0,10.5,3.1,4.4,0,0,0,0,0,0,0,0,
205,28,13.0,13.0,2.2,2.7,0,0,0,0,0,0,0,0,
208,1,13.0,13.0,2.0,2.3,0,0,0,0,0,0,0,0,
244,1,13.0,13.0,2.9,3.8,0,0,0,0,0,1,0,0,
246,11,13.0,13.0,2.8,2.9,0,0,1,0,0,0,0,0,
362,11,13.0,13.0,2.1,2.4,0,0,0,0,0,0,0,0,
389,12,13.0,12.5,1.9,2.6,0,0,0,0,0,0,0,0,
1660,12,13.0,13.0,2.2,2.4,0,0,0,0,0,0,0,0,
1699,18,13.0,13.0,3.0,3.3,0,0,0,0,0,0,0,0,
1804,1,13.0,13.0,3.1,3.6,0,0,0,0,0,0,1,0,
1834,1,13.0,13.0,1.7,2.0,0,0,0,0,0,1,0,0,
1834,8,13.0,11.0,2.5,2.7,0,0,0,0,0,0,0,0,
1849,3,13.0,13.0,2.1,2.3,0,0,0,0,0,0,0,0,
1860,14,13.0,13.0,2.5,3.0,0,0,0,0,0,0,0,0,
1983,4,13.0,13.0,2.1,2.6,0,0,0,0,0,0,0,0,
1987,1,13.0,13.0,1.6,1.8,0,0,0,0,0,1,0,0,
23,20,13.5,13.5,2.2,2.6,0,0,0,0,0,0,0,0,
26,15,13.5,13.5,3.0,3.3,0,0,0,0,0,0,0,0,
112,20,13.5,13.5,2.0,2.1,0,0,0,0,0,0,0,0,
122,20,13.5,13.5,2.5,3.2,0,0,0,0,0,0,0,0,
155,19,13.5,13.5,2.9,2.9,0,0,0,0,0,0,0,0,
159,17,13.5,13.5,2.2,2.5,0,0,0,0,0,0,0,0,
176,18,13.5,13.5,2.5,3.3,0,0,0,0,0,0,0,0,
209,4,13.5,13.5,2.1,2.1,0,0,0,0,0,0,0,0,
216,30,13.5,13.5,2.1,2.4,0,0,0,0,0,0,0,0,
249,1,13.5,13.0,3.6,3.5,1,0,0,1,0,0,0,0,
259,13,13.5,13.5,2.1,2.7,0,0,0,0,0,0,0,0,
291,12,13.5,13.5,1.6,1.8,0,0,0,0,0,0,0,0,
303,5,13.5,13.5,2.2,2.6,0,0,0,0,0,0,0,0,
326,2,13.5,13.5,1.7,2.7,0,0,0,0,0,2,0,0,
364,15,13.5,13.5,3.3,3.7,0,0,0,0,0,0,0,0,
370,4,13.5,13.5,2.7,2.6,0,0,0,0,0,0,0,0,
1657,3,13.5,13.5,2.0,2.3,0,0,0,0,0,0,0,0,
1657,11,13.5,13.5,1.9,1.7,0,0,0,0,0,0,0,0,
1816,10,13.5,13.5,2.8,2.9,0,0,0,0,0,0,0,0,
1840,5,13.5,9.0,2.1,2.4,0,0,0,0,0,0,0,0,
1848,23,13.5,13.5,2.0,2.0,0,0,0,0,0,0,0,0,
1972,27,13.5,13.5,2.1,2.0,0,0,0,0,0,0,0,0,
2,13,14.0,14.0,2.6,2.8,0,0,0,0,0,0,0,0,
3,17,14.0,14.0,2.0,2.6,0,0,0,0,0,0,0,0,
12,23,14.0,12.5,3.5,4.7,0,0,0,0,0,0,0,0,
16,21,14.0,14.0,2.6,2.7,0,0,0,0,0,0,0,0,
62,15,14.0,14.0,2.0,2.1,0,0,0,0,0,0,0,0,
113,12,14.0,14.0,2.2,2.6,0,0,0,0,0,0,0,0,
129,1,14.0,14.0,1.8,2.1,0,0,0,0,0,0,0,0,
200,22,14.0,13.0,1.7,2.5,0,0,0,0,0,0,0,0,
205,10,14.0,14.0,2.0,2.3,0,0,0,0,0,0,0,0,
211,20,14.0,14.0,3.2,3.7,0,0,0,0,0,0,0,0,
294,7,14.0,14.0,1.9,2.0,0,0,1,0,0,0,0,0,
302,21,14.0,14.0,2.8,3.0,0,0,0,0,0,0,0,0,
1808,6,14.0,14.0,2.5,3.0,0,0,0,0,0,0,0,0,
1833,3,14.0,14.0,1.4,1.9,0,0,0,0,0,2,0,0,
1834,7,14.0,4.5,3.1,3.4,0,0,0,0,0,0,0,0,
1887,7,14.0,14.0,2.4,2.5,0,0,0,0,0,0,0,0,
1899,10,14.0,14.0,2.6,3.9,0,0,0,0,0,0,0,0,
1953,25,14.0,14.0,2.3,2.3,0,0,0,0,0,0,0,0,
1983,5,14.0,14.0,2.2,2.3,0,0,0,0,0,0,0,0,
1983,7,14.0,14.0,2.1,2.6,0,0,0,0,0,0,0,0,
1991,6,14.0,14.0,2.9,2.9,0,0,0,0,0,0,0,0,
58,9,14.5,14.5,1.8,1.9,0,0,0,0,0,0,0,0,
66,26,14.5,14.5,3.0,3.3,0,0,0,0,0,0,0,0,
73,9,14.5,14.5,2.6,2.8,0,0,0,0,0,0,0,0,
75,1,14.5,0.0,4.1,3.6,0,0,0,1,0,0,0,0,dead stem
210,21,14.5,14.5,2.8,2.9,0,0,0,0,0,0,0,0,
245,2,14.5,14.5,2.1,2.3,0,0,1,0,0,1,0,0,
316,8,14.5,14.5,1.9,2.0,0,0,0,0,0,0,0,0,
355,20,14.5,5.0,1.8,3.9,1,0,0,0,0,0,0,0,
1660,5,14.5,14.5,2.5,3.0,0,0,0,0,0,0,0,0,
1885,6,14.5,13.5,2.7,2.7,0,0,0,0,0,0,1,0,
1973,23,14.5,14.5,3.2,3.5,0,0,0,0,0,0,0,0,
1981,6,14.5,14.5,3.0,3.2,0,0,0,0,0,0,0,0,
25,1,15.0,15.0,4.1,4.6,0,0,0,0,0,0,0,0,
79,14,15.0,5.0,4.4,4.9,1,0,0,0,0,0,0,0,
97,8,15.0,14.0,3.6,4.4,0,0,0,0,0,0,0,0,
100,6,15.0,15.0,2.2,2.7,0,0,0,0,0,0,0,0,
113,8,15.0,15.0,2.6,2.6,0,0,0,0,0,0,0,0,
114,2,15.0,15.0,2.9,3.5,0,0,0,0,0,0,0,0,
158,10,15.0,15.0,2.6,2.6,0,0,0,0,0,0,0,0,
200,23,15.0,15.0,2.5,2.5,0,0,0,0,0,0,0,0,
201,17,15.0,15.0,2.3,2.3,0,0,1,0,0,0,0,0,
252,6,15.0,15.0,2.0,2.1,0,0,0,0,0,0,0,0,
255,19,15.0,15.0,1.9,2.1,0,0,0,0,0,0,0,0,
255,26,15.0,15.0,2.1,2.2,0,0,0,0,0,0,0,0,
263,3,15.0,15.0,2.5,2.5,0,0,0,0,0,2,0,0,
319,19,15.0,3.0,2.7,2.7,1,0,0,0,0,0,0,0,
339,10,15.0,15.0,2.5,2.5,0,0,0,0,0,0,0,0,
339,24,15.0,15.0,2.1,2.3,0,0,1,0,0,0,0,0,
390,12,15.0,15.0,2.7,3.1,0,0,0,0,0,0,0,0,
403,10,15.0,15.0,2.7,2.7,0,0,0,0,0,0,0,0,
1637,5,15.0,15.0,2.6,2.2,0,0,0,0,0,0,0,0,
1700,2,15.0,15.0,3.2,3.4,0,0,0,0,0,0,0,0,
1818,17,15.0,13.0,2.9,3.1,0,0,0,0,0,0,0,0,
1832,9,15.0,15.0,2.4,2.7,0,0,0,0,0,0,0,0,
1850,8,15.0,15.0,1.8,1.7,0,0,0,0,0,0,0,0,
1944,1,15.0,15.0,2.6,2.8,0,0,0,0,0,1,0,0,
1953,10,15.0,15.0,2.7,2.6,0,0,1,0,0,0,0,0,
1966,15,15.0,14.5,3.2,3.5,0,0,1,0,0,0,0,0,
11,7,15.5,15.5,2.6,3.4,0,0,0,0,0,0,0,0,
61,4,15.5,15.5,2.8,2.9,0,0,1,0,0,0,0,0,
74,15,15.5,15.5,3.1,4.2,0,0,0,0,0,0,0,0,
145,9,15.5,15.5,2.6,2.8,0,0,1,0,0,0,0,0,
207,20,15.5,15.5,2.4,2.6,0,0,0,0,0,0,0,0,
210,22,15.5,15.5,2.7,3.1,0,0,0,0,0,0,0,0,
214,10,15.5,15.5,2.7,3.0,0,0,0,0,0,0,0,0,
304,15,15.5,15.5,2.9,3.1,0,0,0,0,0,0,0,0,
305,21,15.5,15.5,3.1,3.2,0,0,0,0,0,0,0,0,
306,19,15.5,15.5,3.3,3.5,0,0,0,0,0,0,0,0,
352,5,15.5,15.0,1.6,2.0,0,0,0,0,0,0,0,0,
362,7,15.5,15.5,2.0,2.1,0,0,0,0,0,0,0,0,
388,19,15.5,15.5,1.8,1.9,0,0,0,0,0,0,0,0,
1961,1,15.5,3.0,2.5,2.6,1,0,1,1,0,0,0,0,
1965,11,15.5,15.5,3.0,3.0,0,0,0,0,0,0,0,0,
1971,21,15.5,16.5,2.3,2.4,0,0,1,0,0,0,0,0,
4,10,16.0,12.5,2.3,3.9,0,0,0,0,0,0,0,0,
7,17,16.0,16.0,3.0,3.2,0,0,0,0,0,0,0,0,
8,7,16.0,16.0,2.4,2.7,0,0,0,0,0,0,0,0,
9,16,16.0,9.5,4.1,4.7,0,0,0,0,0,0,0,0,
9,21,16.0,16.0,2.5,3.6,0,0,1,0,0,0,0,0,
59,28,16.0,16.0,2.0,2.4,0,0,0,0,0,0,0,0,
150,11,16.0,15.0,3.4,3.9,0,0,0,0,0,0,0,0,
173,19,16.0,16.0,2.6,3.2,0,0,0,0,0,0,0,0,
249,15,16.0,16.0,2.0,2.0,0,0,1,0,0,0,0,0,
259,12,16.0,16.0,2.9,3.0,0,0,1,0,0,0,0,0,
313,13,16.0,16.0,2.8,3.2,0,0,1,0,0,0,0,0,
339,25,16.0,16.0,1.6,1.7,0,0,0,0,0,0,0,0,
366,14,16.0,16.0,2.5,2.5,0,0,0,0,0,0,0,0,
390,3,16.0,6.0,2.8,2.7,0,0,0,3,0,0,0,0,
405,1,16.0,16.0,4.7,5.3,0,1,1,0,0,0,0,0,
412,2,16.0,16.0,1.7,1.8,0,0,0,0,0,0,0,0,
1661,4,16.0,16.0,2.4,3.1,0,0,0,0,0,0,0,0,
1687,16,16.0,16.0,3.1,2.8,0,0,0,0,0,0,0,0,
1832,4,16.0,16.0,1.9,2.3,0,0,0,0,0,0,0,0,
1845,17,16.0,13.0,3.5,3.9,0,0,0,0,0,0,0,0,
1895,11,16.0,16.0,2.4,3.0,0,0,0,0,0,0,0,0,
1933,19,16.0,16.0,1.8,2.2,0,0,0,0,0,0,0,0,
1957,16,16.0,16.0,1.7,2.0,0,0,0,0,0,0,0,0,
54,16,16.5,16.5,3.0,3.1,0,0,0,0,0,0,0,0,
59,3,16.5,16.5,1.8,2.0,0,0,0,0,0,1,0,0,
109,1,16.5,16.5,2.6,3.0,0,0,0,1,0,0,0,0,
162,1,16.5,16.5,3.1,3.4,0,0,0,0,0,1,0,0,
216,28,16.5,16.5,2.4,2.7,0,0,0,0,0,0,0,0,
251,4,16.5,16.5,3.5,4.1,0,0,0,0,0,0,0,0,
251,13,16.5,16.5,1.9,2.7,0,0,0,0,0,0,0,0,
258,7,16.5,16.5,2.6,2.9,0,0,0,0,0,0,0,0,
388,17,16.5,16.5,2.4,2.7,0,0,0,0,0,0,0,0,
390,11,16.5,16.0,3.4,4.2,0,0,1,0,0,0,0,0,
399,5,16.5,15.5,2.7,3.0,0,0,1,0,0,0,0,0,
1812,1,16.5,16.5,2.5,2.8,0,0,0,0,0,1,0,0,
1813,13,16.5,16.5,3.0,3.4,0,0,0,0,0,0,0,0,
1969,20,16.5,16.5,2.9,3.1,0,0,1,0,0,0,0,0,
1971,1,16.5,16.5,2.7,3.2,0,0,0,0,0,1,0,0,
1981,17,16.5,16.5,2.8,3.0,0,0,0,0,0,0,0,0,
2,12,17.0,17.0,2.2,2.6,0,0,0,0,0,0,0,0,
59,15,17.0,15.5,1.6,1.9,0,1,0,0,0,0,0,0,
69,13,17.0,16.5,3.6,4.3,0,0,0,0,0,0,0,0,
122,4,17.0,17.0,3.2,3.1,0,0,0,0,0,0,0,0,
154,13,17.0,17.0,3.3,3.6,0,0,1,0,0,0,0,0,
155,18,17.0,17.0,2.7,3.3,0,0,0,0,0,0,0,0,
204,11,17.0,17.0,1.9,2.2,0,0,0,0,0,0,0,0,
210,3,17.0,17.0,3.1,3.3,0,0,0,0,0,2,0,0,
211,16,17.0,15.0,5.1,5.4,1,0,0,0,0,0,0,0,
243,13,17.0,16.0,3.7,4.1,0,0,0,0,0,0,0,0,
260,22,17.0,17.0,3.4,3.8,0,0,1,0,0,0,0,0,
308,7,17.0,17.0,3.1,3.7,0,0,0,0,0,0,0,0,
359,13,17.0,17.0,2.2,2.5,0,0,0,0,0,0,0,0,
363,4,17.0,17.0,2.4,2.7,0,0,0,0,0,0,0,0,
394,4,17.0,17.0,2.9,3.0,0,0,0,0,0,0,0,0,
398,10,17.0,17.0,2.8,3.3,0,0,0,0,0,0,0,0,
405,10,17.0,15.5,4.1,4.3,0,0,0,0,0,0,0,0,
413,8,17.0,17.0,2.5,3.0,0,0,0,0,0,0,0,0,
1638,4,17.0,17.0,2.9,3.1,0,0,1,0,0,0,0,0,
1684,15,17.0,15.0,3.2,3.4,1,0,0,0,0,0,0,0,
1687,2,17.0,17.0,4.0,4.3,0,0,1,0,0,0,0,0,
1698,6,17.0,17.0,2.2,2.4,0,0,0,0,0,0,0,0,
1811,2,17.0,17.0,3.2,3.2,0,0,0,0,0,0,0,0,
9,19,17.5,17.5,2.5,4.5,0,0,0,0,0,0,0,0,
9,20,17.5,17.0,3.3,3.5,0,0,1,0,0,0,0,0,
27,26,17.5,17.5,2.9,2.9,0,0,0,0,0,0,0,0,
72,24,17.5,17.5,2.5,2.8,0,0,0,0,0,0,0,0,
88,6,17.5,17.5,2.7,2.6,0,0,0,0,0,0,0,0,
105,8,17.5,17.5,2.6,2.6,0,0,0,0,0,0,0,0,
175,9,17.5,17.5,2.5,2.6,0,0,0,0,0,0,0,0,
199,10,17.5,17.5,2.4,3.1,0,0,0,0,0,0,0,0,
212,12,17.5,17.5,2.3,3.0,0,0,0,0,0,0,0,0,
