unixtime, timestamp, slave_ID, co2, duty1, co2ave1, co2ave5, dutyave5, co2sd5, temp, pressure, humidity, gas, approx_altitude
1568530816.00,2019/9/15 7:1:5,255,1091.00,452.73,803.75,614.23,498.81,NA,25.60,1022.60,84.15,78.18,-77.56
1568531200.00,2019/9/15 7:6:5,255,1021.00,71.53,935.00,975.95,251.33,NA,26.08,1022.54,83.28,78.33,-76.90
1568531456.00,2019/9/15 7:11:5,255,980.00,0.04,967.67,965.53,8.42,NA,26.74,1022.54,81.19,81.43,-76.90
1568531712.00,2019/9/15 7:16:5,255,946.00,0.04,949.08,951.32,0.04,NA,26.97,1022.56,79.86,85.64,-77.06
1568532096.00,2019/9/15 7:21:5,255,896.00,0.04,903.17,934.00,0.04,NA,26.80,1022.47,79.68,93.31,-76.48
1568532352.00,2019/9/15 7:26:5,255,927.00,0.04,931.92,936.98,0.04,NA,26.65,1022.43,80.58,92.19,-76.48
1568532608.00,2019/9/15 7:31:5,255,924.00,0.04,916.92,933.60,0.04,NA,26.58,1022.52,81.23,88.80,-76.73
1568532992.00,2019/9/15 7:36:5,255,933.00,0.04,930.25,923.23,0.04,NA,26.68,1022.58,80.73,89.93,-77.72
1568533248.00,2019/9/15 7:41:6,255,900.00,0.04,905.25,888.83,0.04,NA,26.64,1022.66,80.17,96.87,-78.05
1568533504.00,2019/9/15 7:46:6,255,916.00,0.04,915.92,896.53,0.04,NA,26.68,1022.70,80.28,97.04,-78.71
1568533888.00,2019/9/15 7:51:6,255,891.00,0.33,892.08,885.07,4.63,NA,26.94,1022.74,79.33,98.63,-78.55
1568534144.00,2019/9/15 7:56:6,255,856.00,0.33,845.75,864.82,0.33,NA,27.38,1022.76,78.82,100.39,-78.88
1568534528.00,2019/9/15 8:1:6,255,887.00,0.33,886.08,891.85,0.33,NA,28.48,1022.80,74.35,114.72,-79.05
1568534784.00,2019/9/15 8:6:6,255,850.00,19.29,774.33,845.00,5.56,NA,28.76,1022.92,73.44,121.66,-80.37
1568535040.00,2019/9/15 8:11:6,255,912.00,1.24,913.08,921.00,2.18,NA,28.84,1022.94,72.82,118.34,-80.62
1568535424.00,2019/9/15 8:16:6,255,914.00,1.24,909.42,895.32,1.24,NA,28.88,1022.97,73.62,114.25,-80.62
1568535680.00,2019/9/15 8:21:7,255,884.00,4.91,871.67,896.20,102.37,NA,30.18,1022.95,70.04,121.49,-80.45
1568535936.00,2019/9/15 8:26:7,255,862.00,0.11,812.83,826.65,0.57,NA,31.85,1022.92,64.52,155.39,-80.37
1568536320.00,2019/9/15 8:31:7,255,815.00,0.27,863.00,830.85,6.74,NA,33.27,1022.95,60.43,167.74,-80.37
1568536576.00,2019/9/15 8:36:7,255,778.00,5.16,748.08,766.93,2.92,NA,33.59,1022.99,58.03,205.77,-80.94
1568536832.00,2019/9/15 8:41:7,255,798.00,0.28,796.33,843.07,1.45,NA,33.84,1023.01,56.73,207.83,-81.11
1568537216.00,2019/9/15 8:46:7,255,804.00,0.24,791.42,786.75,1.18,NA,34.13,1023.05,55.56,234.90,-81.11
1568537472.00,2019/9/15 8:51:7,255,855.00,0.05,884.42,843.28,0.14,NA,33.60,1022.94,56.91,226.26,-80.62
1568537728.00,2019/9/15 8:56:8,255,785.00,0.37,786.25,814.85,2.31,NA,32.55,1022.97,58.73,227.97,-80.62
1568538112.00,2019/9/15 9:1:8,255,828.00,0.11,823.50,804.87,3.75,NA,32.69,1022.99,59.09,226.56,-80.94
1568538368.00,2019/9/15 9:6:8,255,741.00,1.31,747.17,797.18,0.69,NA,33.42,1022.99,58.07,233.42,-81.11
1568538624.00,2019/9/15 9:11:8,255,736.00,5.15,727.75,761.83,1.57,NA,33.51,1023.11,56.80,262.61,-81.60
1568539008.00,2019/9/15 9:16:8,255,702.00,26.01,687.58,760.53,8.10,NA,34.41,1023.03,54.46,280.59,-80.78
1568539264.00,2019/9/15 9:21:8,255,789.00,8.27,780.42,750.22,24.81,NA,34.27,1023.03,54.13,292.47,-81.11
1568539520.00,2019/9/15 9:26:8,255,770.00,10.65,751.33,783.00,3.53,NA,32.93,1023.05,56.92,278.94,-81.44
1568539904.00,2019/9/15 9:31:8,255,750.00,3.25,790.83,803.70,1.53,NA,33.25,1022.99,57.65,264.28,-80.78
1568540160.00,2019/9/15 9:36:9,255,798.00,0.30,796.92,777.92,5.52,NA,35.08,1022.97,53.73,282.02,-80.78
1568540416.00,2019/9/15 9:41:9,255,693.00,6.26,763.00,780.02,0.92,NA,36.43,1023.01,49.83,315.85,-80.94
1568540800.00,2019/9/15 9:46:9,255,796.00,0.31,819.33,731.02,16.53,NA,34.79,1022.99,51.51,343.30,-80.94
1568541056.00,2019/9/15 9:51:9,255,863.00,1.39,864.75,802.07,3.19,NA,33.44,1023.05,55.00,346.53,-81.11
1568541312.00,2019/9/15 9:56:9,255,833.00,0.11,835.67,822.53,5.22,NA,33.08,1023.01,57.65,321.36,-80.78
1568541696.00,2019/9/15 10:1:9,255,805.00,6.07,799.42,747.72,18.37,NA,34.43,1022.99,55.01,321.98,-80.78
1568541952.00,2019/9/15 10:6:9,255,745.00,8.45,726.75,757.98,3.82,NA,35.37,1022.90,50.90,358.90,-80.20
1568542208.00,2019/9/15 10:11:10,255,715.00,23.10,703.42,715.65,12.33,NA,34.73,1022.94,51.83,382.05,-80.62
1568542592.00,2019/9/15 10:16:10,255,660.00,28.33,659.58,722.50,16.39,NA,34.03,1022.94,53.00,394.80,-80.62
1568542848.00,2019/9/15 10:21:10,255,691.00,303.84,693.00,704.83,289.90,NA,33.27,1022.94,53.18,426.52,-80.20
1568543232.00,2019/9/15 10:26:10,255,759.00,309.44,757.50,723.52,310.78,NA,34.01,1022.86,52.73,425.17,-79.71
1568543488.00,2019/9/15 10:31:10,255,797.00,238.45,797.00,793.53,274.46,NA,34.83,1022.84,49.91,465.05,-79.54
1568543744.00,2019/9/15 10:36:10,255,767.00,172.53,783.08,792.18,200.87,NA,35.90,1022.80,47.66,486.53,-79.05
1568544128.00,2019/9/15 10:41:11,255,733.00,188.06,725.58,722.57,181.83,NA,36.33,1022.86,44.95,600.47,-79.71
1568544384.00,2019/9/15 10:46:11,255,774.00,181.92,784.25,736.58,193.68,NA,36.11,1022.82,45.76,580.32,-79.21
1568544640.00,2019/9/15 10:51:11,255,683.00,137.89,712.58,776.37,142.71,NA,35.73,1022.84,46.97,581.32,-79.54
1568545024.00,2019/9/15 10:56:11,255,685.00,158.65,705.33,699.03,149.84,NA,35.35,1022.80,48.04,586.37,-79.37
1568545280.00,2019/9/15 11:1:11,255,828.00,164.27,783.17,702.18,173.96,NA,33.72,1022.86,51.67,513.58,-79.54
1568545536.00,2019/9/15 11:6:11,255,792.00,137.64,752.33,767.65,136.97,NA,34.47,1022.72,49.13,543.81,-78.39
1568545920.00,2019/9/15 11:11:11,255,758.00,57.67,774.67,802.65,83.33,NA,35.41,1022.72,46.43,566.66,-78.39
1568546176.00,2019/9/15 11:16:12,255,835.00,7.63,823.00,773.67,50.70,NA,35.66,1022.64,48.15,555.00,-77.89
1568546432.00,2019/9/15 11:21:12,255,585.00,39.47,583.92,747.15,9.22,NA,35.35,1022.56,44.54,715.09,-77.39
1568546816.00,2019/9/15 11:26:12,255,747.00,67.27,709.33,660.20,58.97,NA,35.35,1022.47,45.99,683.90,-76.48
1568547072.00,2019/9/15 11:31:12,255,651.00,114.15,646.92,644.62,92.40,NA,34.35,1022.43,46.53,771.87,-76.15
1568547328.00,2019/9/15 11:36:12,255,707.00,133.21,699.17,694.73,122.67,NA,35.49,1022.41,44.99,698.78,-75.99
1568547712.00,2019/9/15 11:41:12,255,622.00,162.28,650.08,686.05,143.03,NA,35.68,1022.35,42.76,760.99,-75.33
1568547968.00,2019/9/15 11:46:13,255,742.00,168.25,752.25,719.67,166.67,NA,35.78,1022.29,45.16,670.97,-75.16
1568548224.00,2019/9/15 11:51:13,255,630.00,136.91,626.75,754.87,136.50,NA,36.09,1022.27,43.51,665.02,-74.83
1568548608.00,2019/9/15 11:56:13,255,766.00,146.66,735.50,709.22,141.70,NA,36.74,1022.31,42.63,721.20,-74.83
1568548864.00,2019/9/15 12:1:13,255,833.00,118.79,811.67,754.55,147.03,NA,37.37,1022.13,43.60,665.02,-74.00
1568549120.00,2019/9/15 12:6:13,255,768.00,84.83,757.25,779.87,91.52,NA,37.39,1022.19,41.87,721.98,-74.00
1568549504.00,2019/9/15 12:11:13,255,775.00,93.68,778.33,720.52,94.33,NA,37.81,1022.01,41.38,737.77,-72.85
1568550016.00,2019/9/15 12:21:13,255,721.00,162.88,764.08,803.61,186.04,NA,37.98,1021.84,39.81,755.46,-71.11
1568550400.00,2019/9/15 12:26:14,255,758.00,127.85,794.75,762.65,156.49,NA,37.60,1021.84,39.28,697.34,-71.44
1568550656.00,2019/9/15 12:31:14,255,633.00,161.30,663.25,698.07,145.46,NA,37.94,1021.74,38.01,749.58,-70.61
1568550912.00,2019/9/15 12:36:14,255,638.00,209.69,670.67,630.57,190.22,NA,36.57,1021.68,40.38,850.13,-69.62
1568551296.00,2019/9/15 12:41:14,255,717.00,235.33,668.83,676.65,225.45,NA,37.41,1021.64,39.55,784.88,-69.62
1568551552.00,2019/9/15 12:46:14,255,713.00,248.51,727.25,717.23,243.44,NA,38.12,1021.51,37.03,784.88,-68.55
1568551936.00,2019/9/15 12:51:14,255,778.00,247.86,769.00,744.98,250.06,NA,38.93,1021.47,37.55,683.21,-68.21
1568552192.00,2019/9/15 12:56:15,255,788.00,242.15,780.33,743.28,250.95,NA,38.70,1021.39,38.08,688.09,-68.05
1568552448.00,2019/9/15 13:1:15,255,813.00,228.25,802.75,743.00,241.18,NA,38.20,1021.43,39.36,732.96,-68.05
1568552832.00,2019/9/15 13:6:15,255,726.00,237.76,671.00,734.55,225.68,NA,38.28,1021.31,37.65,765.31,-67.06
1568553088.00,2019/9/15 13:11:15,255,809.00,174.21,830.00,777.85,216.77,NA,38.73,1021.27,38.09,644.67,-66.56
1568553344.00,2019/9/15 13:16:15,255,773.00,146.02,788.75,779.33,171.26,NA,38.59,1021.13,37.90,690.91,-65.40
1568553728.00,2019/9/15 13:21:15,255,794.00,106.69,735.33,772.00,113.07,NA,38.40,1021.10,38.97,660.46,-65.15
1568553984.00,2019/9/15 13:26:15,255,763.00,66.16,706.08,773.75,75.31,NA,38.21,1021.02,40.47,650.89,-64.66
1568554240.00,2019/9/15 13:31:16,255,727.00,68.45,737.42,736.25,65.46,NA,36.25,1020.98,44.11,633.77,-64.33
1568554624.00,2019/9/15 13:36:16,255,740.00,74.91,736.42,732.85,71.48,NA,35.33,1020.83,45.88,615.82,-64.00
1568554880.00,2019/9/15 13:41:16,255,745.00,84.04,751.17,725.93,82.23,NA,34.99,1020.94,46.44,608.60,-62.92
1568555136.00,2019/9/15 13:46:16,255,786.00,84.81,768.42,743.63,85.72,NA,35.28,1020.81,46.05,641.60,-62.75
1568555520.00,2019/9/15 13:51:16,255,771.00,85.80,762.83,751.15,88.67,NA,35.39,1020.77,45.76,645.91,-62.43
1568555776.00,2019/9/15 13:56:16,255,712.00,96.91,696.92,717.12,85.98,NA,34.95,1020.69,45.68,735.36,-61.92
1568556032.00,2019/9/15 14:1:16,255,722.00,104.39,711.00,729.27,99.02,NA,34.94,1020.60,44.52,758.43,-61.18
1568556416.00,2019/9/15 14:6:17,255,695.00,108.13,755.58,736.32,105.84,NA,35.21,1020.60,44.30,751.67,-60.85
1568556672.00,2019/9/15 14:11:17,255,712.00,119.60,740.67,722.90,115.34,NA,35.25,1020.64,43.45,787.63,-61.18
1568556928.00,2019/9/15 14:16:17,255,716.00,126.99,730.50,733.22,124.10,NA,35.07,1020.58,44.67,789.01,-60.85
1568618496.00,2019/9/16 7:22:39,255,841.00,26.77,846.83,888.12,108.06,NA,28.57,1019.52,62.38,35.02,-52.24
1568618880.00,2019/9/16 7:27:39,255,853.00,0.11,853.17,861.42,3.74,NA,29.06,1019.50,61.58,52.86,-52.07
1568619136.00,2019/9/16 7:32:40,255,961.00,0.11,953.50,880.28,0.11,NA,29.49,1019.46,61.21,66.79,-51.74
1568619520.00,2019/9/16 7:37:40,255,880.00,0.11,873.58,933.83,0.11,NA,30.00,1019.46,59.90,81.04,-51.41
1568619776.00,2019/9/16 7:42:40,255,897.00,0.11,885.83,878.47,0.11,NA,30.38,1019.58,59.62,92.19,-52.73
1568620032.00,2019/9/16 7:47:40,255,814.00,0.31,822.58,831.18,1.30,NA,30.59,1019.62,58.70,98.80,-53.23
1568620416.00,2019/9/16 7:52:40,255,914.00,7.75,848.33,899.03,4.72,NA,30.95,1019.70,59.19,103.72,-53.73
1568620672.00,2019/9/16 7:57:40,255,872.00,0.18,880.67,909.15,0.37,NA,31.14,1019.74,58.41,109.29,-53.56
1568620928.00,2019/9/16 8:2:40,255,838.00,0.07,839.83,853.32,0.12,NA,31.26,1019.72,58.84,115.58,-53.40
1568621312.00,2019/9/16 8:7:40,255,807.00,0.07,820.58,839.07,0.07,NA,31.49,1019.74,58.32,123.54,-53.73
1568621568.00,2019/9/16 8:12:41,255,763.00,0.83,773.67,770.02,3.01,NA,31.62,1019.70,58.16,129.51,-53.73
1568621824.00,2019/9/16 8:17:41,255,800.00,1.46,849.33,799.30,0.17,NA,31.97,1019.68,58.43,144.48,-53.07
1568622208.00,2019/9/16 8:22:41,255,917.00,0.47,907.17,857.60,3.30,NA,32.52,1019.60,58.54,135.98,-53.07
1568622464.00,2019/9/16 8:27:41,255,822.00,0.13,849.92,848.23,0.38,NA,32.75,1019.56,56.69,137.20,-52.57
1568622720.00,2019/9/16 8:32:41,255,853.00,0.13,838.67,854.70,0.13,NA,33.02,1019.56,57.21,144.97,-52.41
1568623104.00,2019/9/16 8:37:41,255,814.00,0.03,804.58,794.62,2.09,NA,33.22,1019.62,56.65,154.82,-52.90
1568623360.00,2019/9/16 8:42:41,255,878.00,2.75,880.25,833.78,4.21,NA,33.49,1019.58,56.22,162.89,-52.73
1568623616.00,2019/9/16 8:47:41,255,869.00,24.46,807.67,849.37,4.46,NA,33.78,1019.70,55.90,176.70,-53.40
1568624000.00,2019/9/16 8:52:42,255,906.00,0.35,898.25,875.23,3.09,NA,34.07,1019.68,55.81,182.04,-53.56
1568624256.00,2019/9/16 8:57:42,255,856.00,0.41,852.58,854.47,5.11,NA,34.25,1019.60,54.50,184.02,-52.90
1568624512.00,2019/9/16 9:2:42,255,871.00,0.27,866.58,838.22,10.49,NA,34.45,1019.56,53.67,209.94,-52.57
1568624896.00,2019/9/16 9:7:42,255,827.00,0.00,843.08,862.13,4.77,NA,34.85,1019.62,53.22,211.68,-52.90
1568625152.00,2019/9/16 9:12:42,255,906.00,0.96,912.67,860.87,1.29,NA,35.35,1019.56,52.77,209.14,-52.57
1568625408.00,2019/9/16 9:17:42,255,823.00,0.24,820.92,854.33,0.52,NA,36.09,1019.52,48.60,281.55,-52.07
1568625792.00,2019/9/16 9:22:42,255,772.00,188.09,764.08,787.44,206.10,NA,35.54,1019.48,47.96,353.17,-51.90
1568626048.00,2019/9/16 9:27:43,255,891.00,2.48,900.58,888.58,79.02,NA,34.46,1019.48,53.10,258.72,-51.90
1568626304.00,2019/9/16 9:32:43,255,902.00,16.24,821.08,874.13,5.43,NA,33.73,1019.58,55.99,220.10,-52.57
1568626688.00,2019/9/16 9:37:43,255,846.00,1.52,825.75,855.15,4.87,NA,34.19,1019.58,55.50,204.75,-52.57
1568626944.00,2019/9/16 9:42:43,255,877.00,1.52,871.33,871.08,1.52,NA,35.43,1019.50,50.80,265.12,-51.90
1568627200.00,2019/9/16 9:47:43,255,836.00,0.16,853.75,842.17,0.91,NA,35.95,1019.48,45.86,373.02,-51.58
1568627584.00,2019/9/16 9:52:43,255,856.00,0.16,854.42,832.12,0.16,NA,35.07,1019.50,51.81,304.55,-51.90
1568627840.00,2019/9/16 9:57:43,255,824.00,1.21,815.75,790.73,2.84,NA,33.92,1019.44,50.67,364.42,-51.24
1568628224.00,2019/9/16 10:2:44,255,864.00,1.21,869.17,859.92,1.21,NA,33.19,1019.40,55.67,263.65,-51.24
1568628480.00,2019/9/16 10:7:44,255,806.00,0.27,852.17,858.07,1.17,NA,33.01,1019.42,54.79,263.86,-51.08
1568628736.00,2019/9/16 10:12:44,255,859.00,22.27,778.17,820.60,6.07,NA,33.21,1019.30,55.70,256.52,-50.41
1568629120.00,2019/9/16 10:17:44,255,845.00,0.19,860.25,819.00,6.12,NA,33.14,1019.36,54.42,299.33,-50.75
1568629376.00,2019/9/16 10:22:44,255,863.00,0.19,873.00,863.35,0.19,NA,32.51,1019.25,56.72,263.44,-49.84
1568629632.00,2019/9/16 10:27:44,255,879.00,0.19,882.17,875.28,0.19,NA,31.99,1019.23,59.77,259.73,-49.51
1568630016.00,2019/9/16 10:32:44,255,876.00,0.19,881.83,883.53,0.19,NA,31.79,1019.17,61.12,204.75,-49.34
1568630272.00,2019/9/16 10:37:45,255,846.00,0.08,836.67,849.73,4.99,NA,31.87,1019.05,60.70,250.32,-48.34
1568630528.00,2019/9/16 10:42:45,255,630.00,17.89,827.42,852.20,0.23,NA,32.51,1018.99,56.28,294.02,-47.85
1568630912.00,2019/9/16 10:47:45,255,426.00,184.56,425.58,435.13,116.50,NA,31.70,1018.93,57.13,438.44,-47.18
1568631168.00,2019/9/16 10:52:45,255,424.00,314.17,427.50,425.85,248.54,NA,31.50,1018.87,57.67,420.14,-46.52
1568631424.00,2019/9/16 10:57:45,255,417.00,450.09,382.83,411.40,380.47,NA,31.27,1018.80,58.19,474.88,-46.11
1568631808.00,2019/9/16 11:2:45,255,422.00,500.00,422.75,420.32,490.22,NA,30.21,1018.76,62.69,417.28,-45.77
1568632064.00,2019/9/16 11:7:46,255,423.00,500.00,422.50,423.02,500.00,NA,29.61,1018.72,64.01,388.88,-45.28
1568632320.00,2019/9/16 11:12:46,255,421.00,500.00,421.92,421.60,500.00,NA,29.81,1018.56,63.59,414.97,-44.12
1568632704.00,2019/9/16 11:17:46,255,421.00,500.00,421.00,421.42,500.00,NA,29.84,1018.40,62.23,437.87,-42.96
1568632960.00,2019/9/16 11:22:46,255,422.00,421.53,419.25,419.76,350.58,NA,30.07,1018.22,61.92,463.14,-41.46
1568633216.00,2019/9/16 11:27:46,255,800.00,488.16,669.75,464.58,475.46,NA,30.04,1018.24,67.64,341.19,-41.30
1568633600.00,2019/9/16 11:32:46,255,801.00,377.41,798.17,819.23,423.54,NA,31.65,1018.24,62.77,262.40,-41.46
1568633856.00,2019/9/16 11:37:46,255,773.00,309.11,708.58,791.45,327.91,NA,32.62,1018.22,59.98,285.42,-41.13
1568634112.00,2019/9/16 11:42:47,255,812.00,195.72,826.92,813.18,261.79,NA,33.16,1018.18,58.41,311.70,-40.97
1568634496.00,2019/9/16 11:47:47,255,785.00,145.63,797.00,790.23,172.94,NA,33.52,1018.16,57.77,316.45,-40.64
1568634752.00,2019/9/16 11:52:47,255,755.00,109.54,759.33,778.87,122.44,NA,32.71,1018.18,58.51,341.89,-41.30
1568635008.00,2019/9/16 11:57:47,255,828.00,0.14,838.92,841.12,43.51,NA,32.46,1018.16,59.09,313.47,-40.97
1568635392.00,2019/9/16 12:2:47,255,803.00,0.38,811.25,805.65,1.05,NA,32.48,1018.14,59.50,310.82,-40.80
1568635648.00,2019/9/16 12:7:47,255,810.00,0.01,816.33,796.95,0.11,NA,33.28,1018.12,58.00,344.02,-40.47
1568635904.00,2019/9/16 12:12:47,255,762.00,0.05,759.08,775.68,0.17,NA,34.57,1018.04,55.05,397.60,-39.80
1568636288.00,2019/9/16 12:17:48,255,750.00,21.78,680.58,709.85,9.34,NA,35.34,1017.98,53.03,431.16,-39.64
1568636544.00,2019/9/16 12:22:48,255,760.00,18.55,761.00,744.07,18.45,NA,35.54,1017.96,52.84,442.18,-39.31
1568636928.00,2019/9/16 12:27:48,255,715.00,35.67,714.92,713.43,26.90,NA,35.57,1017.85,50.46,519.91,-38.40
1568637184.00,2019/9/16 12:32:48,255,728.00,38.35,724.67,732.07,38.85,NA,35.57,1017.77,50.83,515.93,-37.57
1568637440.00,2019/9/16 12:37:48,255,739.00,39.61,748.17,742.50,37.65,NA,35.38,1017.69,50.52,498.39,-37.07
1568637824.00,2019/9/16 12:42:48,255,772.00,46.07,754.67,732.73,45.10,NA,35.24,1017.67,52.33,469.26,-36.74
1568638080.00,2019/9/16 12:47:48,255,799.00,2.45,787.08,804.00,17.60,NA,35.11,1017.61,52.89,407.20,-36.24
1568638336.00,2019/9/16 12:52:49,255,804.00,19.37,741.92,774.53,9.27,NA,34.71,1017.51,52.11,445.39,-35.58
1568638720.00,2019/9/16 12:57:49,255,790.00,2.08,797.42,811.42,2.89,NA,34.13,1017.48,54.43,417.28,-34.99
1568638976.00,2019/9/16 13:2:49,255,794.00,4.55,779.83,794.85,5.89,NA,35.06,1017.40,52.19,425.98,-34.50
1568639232.00,2019/9/16 13:7:49,255,804.00,0.39,809.92,779.38,4.27,NA,35.98,1017.32,49.42,444.81,-34.16
1568639616.00,2019/9/16 13:12:49,255,785.00,1.08,821.33,810.62,0.75,NA,36.40,1017.28,48.39,421.98,-33.33
1568639872.00,2019/9/16 13:17:49,255,844.00,0.30,839.58,787.65,1.05,NA,36.59,1017.20,49.23,423.04,-32.67
1568640128.00,2019/9/16 13:22:50,255,671.00,270.51,659.33,688.17,246.17,NA,35.66,1017.10,48.56,538.60,-31.92
1568640512.00,2019/9/16 13:27:50,255,772.00,241.84,794.17,750.15,266.61,NA,35.93,1017.09,47.77,512.41,-31.75
1568640768.00,2019/9/16 13:32:50,255,698.00,265.81,686.33,709.08,252.56,NA,35.53,1017.05,48.78,562.88,-31.75
1568641024.00,2019/9/16 13:37:50,255,700.00,285.23,689.75,701.72,272.98,NA,35.64,1017.03,48.77,562.41,-31.26
1568641408.00,2019/9/16 13:42:50,255,729.00,299.97,725.92,707.93,293.60,NA,35.87,1016.93,48.21,560.07,-30.43
1568641664.00,2019/9/16 13:47:50,255,649.00,316.88,655.25,718.08,302.64,NA,35.59,1016.77,47.21,598.34,-29.43
1568641920.00,2019/9/16 13:52:50,255,663.00,351.97,673.92,659.47,333.75,NA,35.06,1016.65,48.51,589.96,-28.27
1568642304.00,2019/9/16 13:57:51,255,671.00,396.11,669.25,640.18,377.14,NA,34.68,1016.61,49.78,575.85,-27.94
1568642560.00,2019/9/16 14:2:51,255,653.00,432.58,655.67,660.67,412.81,NA,34.77,1016.54,49.57,564.29,-27.44
1568642816.00,2019/9/16 14:7:51,255,679.00,454.99,718.25,687.38,446.50,NA,34.91,1016.54,49.10,548.23,-27.36
1568643200.00,2019/9/16 14:12:51,255,756.00,469.17,753.33,707.85,466.57,NA,35.30,1016.46,49.37,527.23,-27.03
1568643456.00,2019/9/16 14:17:51,255,734.00,487.27,728.75,708.10,478.86,NA,35.62,1016.36,47.41,561.00,-26.03
1568643712.00,2019/9/16 14:22:51,255,685.00,500.00,676.75,709.28,492.24,NA,35.71,1016.32,46.13,593.60,-25.53
1568644096.00,2019/9/16 14:27:52,255,663.00,500.00,668.33,645.37,499.73,NA,35.24,1016.22,47.65,597.28,-24.54
1568644352.00,2019/9/16 14:32:52,255,698.00,500.00,679.50,665.02,500.00,NA,34.98,1016.09,48.29,598.87,-23.62
1568644608.00,2019/9/16 14:37:52,255,691.00,500.00,715.00,691.02,499.54,NA,35.25,1016.07,47.38,582.32,-23.29
1568644992.00,2019/9/16 14:42:52,255,680.00,499.80,673.25,727.57,492.23,NA,35.75,1016.01,46.50,594.12,-23.29
1568645248.00,2019/9/16 14:47:52,255,724.00,499.80,741.25,725.33,499.08,NA,36.26,1015.95,45.81,586.37,-22.46
1568645632.00,2019/9/16 14:52:52,255,679.00,500.00,696.17,722.05,497.84,NA,36.51,1015.91,43.84,627.28,-21.96
1568645888.00,2019/9/16 14:57:52,255,659.00,500.00,677.33,696.17,500.00,NA,36.65,1015.81,42.98,687.39,-21.29
1568646144.00,2019/9/16 15:2:53,255,666.00,500.00,665.75,651.48,499.78,NA,36.70,1015.67,42.98,709.82,-20.13
1568646528.00,2019/9/16 15:7:53,255,676.00,500.00,680.17,666.53,500.00,NA,36.58,1015.57,42.78,742.65,-19.14
1568646784.00,2019/9/16 15:12:53,255,702.00,496.93,718.58,687.85,499.72,NA,37.04,1015.55,41.63,705.36,-19.30
1568647040.00,2019/9/16 15:17:53,255,703.00,500.00,712.25,705.92,499.84,NA,37.10,1015.55,40.23,777.20,-19.30
1568647424.00,2019/9/16 15:22:53,255,660.00,328.20,595.25,658.24,296.73,NA,36.37,1015.53,40.33,869.84,-18.80
1568647680.00,2019/9/16 15:27:53,255,686.00,350.66,682.17,679.25,338.09,NA,36.39,1015.49,39.84,919.62,-18.30
1568647936.00,2019/9/16 15:32:53,255,721.00,358.61,720.67,725.45,354.81,NA,36.98,1015.43,39.04,838.51,-18.30
1568648320.00,2019/9/16 15:37:54,255,779.00,358.95,779.00,731.58,364.75,NA,37.27,1015.39,39.36,789.01,-17.63
1568648576.00,2019/9/16 15:42:54,255,685.00,375.53,679.25,723.75,364.44,NA,36.93,1015.35,38.89,849.59,-17.63
1568648832.00,2019/9/16 15:47:54,255,730.00,385.49,732.17,718.73,381.44,NA,36.86,1015.31,38.92,925.29,-16.97
1568649216.00,2019/9/16 15:52:54,255,790.00,395.08,763.58,726.20,393.95,NA,36.49,1015.31,40.70,821.17,-17.14
1568649472.00,2019/9/16 15:57:54,255,719.00,388.79,729.25,751.92,385.67,NA,36.03,1015.29,38.18,967.05,-17.14
1568649728.00,2019/9/16 16:2:54,255,800.00,352.53,790.92,759.98,381.79,NA,35.60,1015.29,40.58,843.22,-17.14
1568650112.00,2019/9/16 16:7:55,255,751.00,297.71,761.25,788.85,317.86,NA,35.15,1015.23,39.91,919.62,-16.47
1568650368.00,2019/9/16 16:12:55,255,727.00,280.33,740.33,765.55,284.85,NA,34.88,1015.20,41.59,904.22,-16.22
1568650624.00,2019/9/16 16:17:55,255,801.00,273.13,771.08,757.07,279.31,NA,34.30,1015.18,45.53,721.20,-16.39
1568651008.00,2019/9/16 16:22:55,255,877.00,145.82,868.83,817.30,227.93,NA,33.61,1015.20,50.54,533.91,-16.22
1568651264.00,2019/9/16 16:27:55,255,855.00,1.42,852.75,866.43,55.35,NA,32.81,1015.18,55.13,281.79,-16.06
1568651520.00,2019/9/16 16:32:55,255,858.00,1.42,861.42,872.82,1.42,NA,32.08,1015.18,57.45,225.64,-16.22
1568651904.00,2019/9/16 16:37:55,255,854.00,0.11,826.83,834.08,0.87,NA,31.59,1015.22,58.72,258.31,-16.47
1568652160.00,2019/9/16 16:42:56,255,801.00,0.83,801.42,816.27,1.50,NA,31.28,1015.20,58.33,239.31,-16.06
1568652416.00,2019/9/16 16:47:56,255,844.00,16.14,764.67,757.23,9.16,NA,31.26,1015.25,60.07,238.79,-16.47
1568652800.00,2019/9/16 16:52:56,255,850.00,0.30,835.92,856.52,1.02,NA,31.01,1015.25,61.15,202.50,-16.80
1568653056.00,2019/9/16 16:57:56,255,864.00,0.30,863.67,865.30,0.30,NA,30.53,1015.33,62.87,185.94,-17.30
1568653312.00,2019/9/16 17:2:56,255,878.00,0.30,867.17,873.68,0.30,NA,30.09,1015.35,64.42,171.32,-17.63
1568653696.00,2019/9/16 17:7:56,255,883.00,0.30,882.25,879.72,0.30,NA,29.79,1015.41,66.15,150.40,-17.80
1568653952.00,2019/9/16 17:12:56,255,879.00,0.30,871.75,875.40,0.30,NA,29.58,1015.43,66.48,157.71,-18.14
1568654592.00,2019/9/16 17:22:57,255,843.00,63.47,857.25,857.98,140.86,NA,29.72,1015.45,65.55,185.94,-18.46
