unixtime, timestamp, slave_ID, co2, duty1, co2ave1, co2ave5, dutyave5, co2sd5, temp, pressure, humidity, gas, approx_altitude
1910707072.00,2165/25/45 45:85:85,255,0.00,314.98,0.00,0.00,204.99,0.00,-7999.00,-7999.00,-7999.00,-7999.00,-7999.00
1910707072.00,2165/25/45 45:85:85,255,432.00,327.09,72.00,72.00,262.48,161.00,-7999.00,-7999.00,-7999.00,-7999.00,-7999.00
1910707072.00,2165/25/45 45:85:85,255,0.00,352.85,86.40,86.40,291.32,172.80,-7999.00,-7999.00,-7999.00,-7999.00,-7999.00
1910707072.00,2165/25/45 45:85:85,255,433.00,370.71,99.77,99.77,307.34,182.15,-7999.00,-7999.00,-7999.00,-7999.00,-7999.00
978221504.00,2001/1/0 0:11:13,70,500.00,405.05,444.83,472.15,338.94,NA,23.84,1011.41,59.27,20.19,15.16
1560154368.00,2019/6/10 8:12:21,10,447.00,412.45,447.58,446.07,346.21,NA,23.64,1015.49,59.31,29.03,-18.46
1876619264.00,2165/7/25 33:36:5,33,452.00,408.97,452.50,449.29,344.57,NA,23.93,1015.26,58.41,44.54,-16.89
1406809984.00,2013/15/27 36:33:31,33,448.00,409.25,448.83,449.10,344.37,NA,23.96,1015.00,58.94,44.88,-14.56
1406810368.00,2013/15/27 36:38:31,33,449.00,500.00,449.00,447.65,465.28,NA,24.09,1015.02,57.48,55.09,-14.89
1406810624.00,2013/15/27 36:43:31,33,447.00,500.00,447.00,440.78,499.98,NA,24.11,1015.08,56.76,60.94,-15.22
1406810880.00,2013/15/27 36:48:31,33,444.00,500.00,443.25,444.15,500.00,NA,24.05,1015.10,56.62,64.51,-15.56
1406811264.00,2013/15/27 36:53:31,33,445.00,500.00,443.92,444.43,500.00,NA,24.05,1015.06,56.58,66.09,-15.06
1353846784.00,2012/11/24 36:32:12,255,463.00,422.76,462.58,440.56,359.64,NA,24.35,1015.05,59.23,132.15,-14.98
1353847040.00,2012/11/24 36:37:12,255,458.00,500.00,458.67,461.40,473.38,NA,24.46,1014.97,57.66,152.99,-14.47
1406550400.00,2013/15/24 36:27:41,255,454.00,414.63,415.25,442.51,344.49,NA,24.54,1014.85,59.16,123.90,-13.15
1406550784.00,2013/15/24 36:32:42,255,459.00,500.00,460.50,458.00,466.21,NA,24.67,1014.81,56.57,114.95,-12.82
1406551040.00,2013/15/24 36:37:42,255,459.00,500.00,459.00,451.07,499.98,NA,24.69,1014.77,55.75,109.79,-12.48
1562658176.00,2019/7/9 7:42:45,255,517.00,379.23,537.00,520.86,329.51,NA,25.06,1018.45,56.97,17.46,-43.20
1562660480.00,2019/7/9 8:20:48,255,753.00,288.29,747.17,735.76,283.24,NA,31.78,1020.22,56.01,38.74,-57.87
1562660736.00,2019/7/9 8:25:49,255,686.00,308.12,685.08,708.93,294.45,NA,31.79,1020.21,55.28,73.61,-57.87
1562660992.00,2019/7/9 8:30:49,255,722.00,308.72,730.50,743.12,307.20,NA,32.41,1020.15,54.11,93.83,-57.13
1562661376.00,2019/7/9 8:35:49,255,741.00,309.73,762.17,742.23,309.78,NA,33.15,1020.05,52.74,104.04,-56.63
1562661632.00,2019/7/9 8:40:49,255,724.00,332.05,724.92,699.20,324.04,NA,33.75,1020.07,52.67,107.76,-56.79
1562661888.00,2019/7/9 8:45:49,255,702.00,341.23,716.75,729.25,335.28,NA,34.10,1020.03,52.09,96.21,-56.30
1562662272.00,2019/7/9 8:50:49,255,674.00,358.09,690.17,711.07,347.48,NA,34.35,1020.01,51.02,104.88,-55.80
1562662528.00,2019/7/9 8:55:50,255,719.00,373.95,714.42,706.47,368.14,NA,34.30,1019.95,49.51,146.74,-55.96
1562662912.00,2019/7/9 9:0:50,255,721.00,380.93,724.00,731.35,376.60,NA,34.44,1020.01,48.81,180.10,-56.30
1562663168.00,2019/7/9 9:5:50,255,745.00,390.57,717.08,725.13,384.60,NA,34.52,1020.01,47.77,216.37,-56.13
1562663424.00,2019/7/9 9:10:50,255,675.00,412.67,599.33,707.62,392.91,NA,34.51,1020.01,47.33,238.62,-56.13
1562663808.00,2019/7/9 9:15:50,255,745.00,427.79,720.50,691.67,419.27,NA,34.70,1020.05,47.89,234.24,-56.47
1562664064.00,2019/7/9 9:20:50,255,727.00,428.37,734.17,749.53,426.71,NA,35.01,1020.05,48.11,203.00,-56.47
1562664320.00,2019/7/9 9:25:51,255,818.00,402.59,816.33,753.50,428.04,NA,35.35,1020.03,46.97,234.24,-56.30
1562664704.00,2019/7/9 9:30:51,255,720.00,384.92,685.83,757.67,382.59,NA,35.55,1020.01,46.12,275.24,-56.47
1562664960.00,2019/7/9 9:35:51,255,730.00,395.50,716.33,720.55,389.41,NA,35.61,1020.03,46.13,284.69,-56.47
1562665216.00,2019/7/9 9:40:51,255,725.00,399.78,705.92,728.92,393.28,NA,35.73,1020.07,47.01,288.15,-56.63
1562665600.00,2019/7/9 9:45:51,255,708.00,420.75,653.25,710.63,405.42,NA,35.60,1020.03,46.63,349.08,-56.47
1562665856.00,2019/7/9 9:50:51,255,779.00,395.75,777.33,760.98,411.51,NA,35.54,1020.03,47.27,310.24,-56.30
1562666112.00,2019/7/9 9:55:52,255,707.00,404.95,714.67,727.60,397.32,NA,35.34,1019.95,47.89,325.14,-55.96
1562666496.00,2019/7/9 10:0:52,255,694.00,424.53,710.75,702.12,416.81,NA,34.95,1019.93,48.81,373.86,-55.64
1562666752.00,2019/7/9 10:5:52,255,727.00,438.30,749.58,709.58,433.88,NA,34.66,1019.89,49.38,334.98,-54.97
1562667008.00,2019/7/9 10:10:52,255,725.00,447.39,745.08,728.73,446.29,NA,34.73,1019.89,48.15,507.77,-55.30
1562667648.00,2019/7/9 10:20:52,255,758.00,301.39,739.67,705.29,290.15,NA,34.51,1019.93,48.73,462.50,-55.47
1562667904.00,2019/7/9 10:25:53,255,732.00,310.75,718.92,729.57,304.42,NA,34.37,1019.99,48.86,565.23,-55.64
1562668288.00,2019/7/9 10:30:53,255,716.00,327.71,702.50,709.98,318.11,NA,34.54,1020.03,48.17,652.15,-56.30
1562668544.00,2019/7/9 10:35:53,255,741.00,332.39,748.83,732.33,330.51,NA,34.55,1020.09,47.98,618.08,-56.79
1562668800.00,2019/7/9 10:40:53,255,743.00,344.55,731.42,721.63,341.00,NA,34.59,1020.07,48.88,645.91,-56.47
1562669184.00,2019/7/9 10:45:53,255,758.00,345.56,765.00,743.43,346.41,NA,34.76,1020.13,48.57,471.23,-57.13
1562669440.00,2019/7/9 10:50:54,255,710.00,351.86,718.50,741.12,347.22,NA,34.91,1020.15,46.80,698.06,-57.46
1562670592.00,2019/7/9 11:10:11,255,757.00,279.31,746.50,740.10,272.54,NA,34.85,1020.09,46.07,584.34,-57.13
1562670848.00,2019/7/9 11:15:12,255,675.00,304.22,649.83,707.83,287.47,NA,34.70,1020.15,46.74,633.17,-57.62
1562671232.00,2019/7/9 11:20:12,255,671.00,334.80,672.58,664.97,317.93,NA,34.95,1020.11,45.10,674.33,-57.29
1562671488.00,2019/7/9 11:25:12,255,682.00,363.75,685.75,675.95,349.60,NA,35.36,1020.13,44.37,624.38,-57.46
1562671872.00,2019/7/9 11:30:12,255,629.00,403.81,632.83,657.20,381.99,NA,35.77,1020.09,45.12,468.28,-56.96
1562672128.00,2019/7/9 11:35:12,255,653.00,444.14,655.92,645.55,424.40,NA,35.41,1020.13,46.47,579.32,-57.46
1562672384.00,2019/7/9 11:40:12,255,660.00,491.21,651.08,632.25,468.40,NA,34.77,1020.19,46.88,645.91,-57.62
1562672768.00,2019/7/9 11:45:13,255,643.00,500.00,644.75,648.43,498.94,NA,35.10,1020.21,44.83,633.17,-57.87
1562673024.00,2019/7/9 11:50:13,255,618.00,500.00,570.08,623.23,500.00,NA,35.11,1020.19,45.53,779.90,-57.79
1562673280.00,2019/7/9 11:55:13,255,629.00,500.00,629.50,628.88,499.87,NA,35.01,1020.21,44.53,706.84,-57.62
1562673664.00,2019/7/9 12:0:13,255,645.00,500.00,628.42,637.20,500.00,NA,34.86,1020.19,46.06,787.63,-57.62
1562673920.00,2019/7/9 12:5:13,255,621.00,500.00,626.92,624.60,499.79,NA,34.68,1020.13,44.87,884.67,-57.13
1562674176.00,2019/7/9 12:10:13,255,631.00,500.00,633.42,622.92,500.00,NA,34.53,1020.07,46.29,831.28,-56.96
1562674560.00,2019/7/9 12:15:14,255,614.00,500.00,618.42,623.82,500.00,NA,34.66,1020.13,45.65,813.25,-57.13
1562674816.00,2019/7/9 12:20:14,255,617.00,500.00,617.67,621.53,500.00,NA,34.44,1020.01,45.54,928.47,-56.30
1562675072.00,2019/7/9 12:25:14,255,626.00,500.00,570.67,603.52,500.00,NA,34.64,1020.05,46.36,709.07,-56.63
1562675456.00,2019/7/9 12:30:14,255,609.00,500.00,612.50,620.18,499.86,NA,34.25,1020.05,45.88,959.49,-56.79
1562675712.00,2019/7/9 12:35:14,255,611.00,500.00,614.08,624.43,500.00,NA,34.62,1020.01,46.58,863.17,-56.13
1562675968.00,2019/7/9 12:40:15,255,619.00,500.00,615.58,613.55,500.00,NA,34.42,1020.01,45.70,958.81,-56.47
1562676352.00,2019/7/9 12:45:15,255,622.00,500.00,620.67,619.17,500.00,NA,34.56,1020.03,46.86,872.09,-56.13
1562676608.00,2019/7/9 12:50:15,255,594.00,500.00,600.58,611.00,500.00,NA,34.57,1019.93,47.16,859.33,-55.30
1562676864.00,2019/7/9 12:55:15,255,610.00,500.00,616.58,615.58,500.00,NA,34.94,1019.85,44.51,904.22,-55.14
1562677248.00,2019/7/9 13:0:15,255,638.00,500.00,574.92,615.88,500.00,NA,34.86,1019.91,47.08,787.17,-55.47
1562677504.00,2019/7/9 13:5:15,255,628.00,500.00,633.00,632.20,499.82,NA,34.68,1019.87,46.13,858.23,-55.30
1562677760.00,2019/7/9 13:10:16,255,649.00,331.79,650.50,634.76,305.99,NA,34.92,1019.89,45.89,867.61,-55.14
1562678144.00,2019/7/9 13:15:16,255,598.00,383.63,601.75,627.32,355.59,NA,35.30,1019.87,44.99,875.49,-55.30
1562678400.00,2019/7/9 13:20:16,255,613.00,438.25,620.58,610.95,411.51,NA,35.35,1019.83,45.53,757.15,-54.81
1562678656.00,2019/7/9 13:25:16,255,608.00,497.80,614.50,601.57,468.46,NA,34.85,1019.83,45.90,885.83,-54.81
1562679040.00,2019/7/9 13:30:16,255,598.00,500.00,576.83,611.37,499.94,NA,35.48,1019.85,45.40,805.01,-54.64
1562679296.00,2019/7/9 13:35:16,255,615.00,500.00,569.58,610.62,500.00,NA,35.55,1019.77,44.96,748.34,-54.31
1562679680.00,2019/7/9 13:40:17,255,620.00,500.00,629.17,619.30,499.88,NA,35.83,1019.74,44.40,795.05,-53.98
1562679936.00,2019/7/9 13:45:17,255,626.00,500.00,614.75,610.92,500.00,NA,35.80,1019.72,44.27,839.55,-53.90
1562680192.00,2019/7/9 13:50:17,255,624.00,500.00,631.67,623.93,500.00,NA,35.28,1019.64,45.64,901.80,-52.90
1562680576.00,2019/7/9 13:55:17,255,612.00,500.00,617.67,610.10,499.81,NA,35.75,1019.62,44.76,737.77,-52.73
1562680832.00,2019/7/9 14:0:17,255,615.00,500.00,619.00,606.47,500.00,NA,35.84,1019.60,44.27,791.33,-52.90
1562681088.00,2019/7/9 14:5:17,255,614.00,500.00,616.58,622.95,500.00,NA,35.97,1019.50,44.02,889.33,-52.07
1562681472.00,2019/7/9 14:10:18,255,626.00,500.00,571.00,604.92,500.00,NA,35.20,1019.40,45.43,946.70,-51.08
1562681728.00,2019/7/9 14:15:18,255,610.00,500.00,607.67,620.05,499.84,NA,35.38,1019.30,45.01,906.04,-50.41
1562681984.00,2019/7/9 14:20:18,255,648.00,500.00,654.17,605.60,500.00,NA,36.03,1019.32,43.25,782.61,-50.58
1562682368.00,2019/7/9 14:25:18,255,634.00,500.00,636.33,623.23,500.00,NA,35.72,1019.27,44.73,853.35,-49.84
1562682624.00,2019/7/9 14:30:18,255,636.00,500.00,626.92,619.23,500.00,NA,35.62,1019.23,45.12,824.18,-49.67
1562682880.00,2019/7/9 14:35:19,255,617.00,500.00,622.33,627.25,500.00,NA,35.53,1019.15,45.68,857.14,-48.84
1562683264.00,2019/7/9 14:40:19,255,626.00,500.00,624.17,610.78,500.00,NA,35.42,1019.17,45.11,837.47,-49.01
1562683520.00,2019/7/9 14:45:19,255,607.00,500.00,611.08,619.82,500.00,NA,35.23,1019.11,45.22,917.12,-48.34
1562683776.00,2019/7/9 14:50:19,255,623.00,500.00,622.25,618.13,500.00,NA,34.99,1019.03,46.31,748.34,-48.01
1562684160.00,2019/7/9 14:55:19,255,631.00,500.00,628.83,623.38,500.00,NA,35.27,1018.97,46.86,610.25,-47.18
1562684416.00,2019/7/9 15:0:19,255,632.00,500.00,631.83,618.45,500.00,NA,36.25,1018.85,44.22,634.96,-46.68
1562685056.00,2019/7/9 15:10:20,255,620.00,336.29,624.58,626.64,306.52,NA,36.73,1018.78,43.29,637.36,-46.11
1562685312.00,2019/7/9 15:15:20,255,630.00,393.61,628.58,606.12,365.78,NA,36.85,1018.81,43.87,546.46,-46.19
1562685568.00,2019/7/9 15:20:20,255,626.00,443.79,619.17,625.25,417.40,NA,36.91,1018.81,41.47,590.48,-46.52
1562685952.00,2019/7/9 15:25:20,255,611.00,496.96,616.08,618.08,469.66,NA,36.27,1018.76,41.93,721.98,-45.94
1562686208.00,2019/7/9 15:30:21,255,641.00,500.00,634.42,626.68,499.90,NA,36.14,1018.78,44.02,534.33,-45.77
1562686464.00,2019/7/9 15:35:21,255,626.00,500.00,633.00,634.48,500.00,NA,36.47,1018.76,44.25,439.30,-45.94
1562686848.00,2019/7/9 15:40:21,255,617.00,500.00,607.83,604.15,499.90,NA,36.44,1018.74,43.83,487.58,-45.61
1562687104.00,2019/7/9 15:45:21,255,630.00,500.00,626.67,625.27,500.00,NA,36.62,1018.76,44.31,352.42,-45.94
1562687360.00,2019/7/9 15:50:21,255,618.00,500.00,626.42,630.70,500.00,NA,36.80,1018.60,44.46,406.22,-44.61
1562687744.00,2019/7/9 15:55:22,255,658.00,500.00,659.00,644.63,500.00,NA,36.93,1018.46,45.48,292.47,-43.45
1562688000.00,2019/7/9 16:0:22,255,626.00,500.00,634.67,628.30,500.00,NA,37.12,1018.50,45.40,270.09,-43.79
1562688384.00,2019/7/9 16:5:22,255,622.00,500.00,612.25,611.85,500.00,NA,37.45,1018.48,44.06,334.65,-43.45
1562688640.00,2019/7/9 16:10:22,255,637.00,500.00,631.75,625.18,500.00,NA,37.17,1018.46,44.77,321.36,-43.29
1562688896.00,2019/7/9 16:15:23,255,611.00,500.00,634.33,629.97,500.00,NA,36.95,1018.46,44.12,342.95,-43.62
1562689280.00,2019/7/9 16:20:23,255,633.00,500.00,641.83,648.85,500.00,NA,37.17,1018.46,44.15,237.94,-43.29
1562689536.00,2019/7/9 16:25:23,255,621.00,500.00,622.17,609.25,499.87,NA,37.47,1018.56,44.21,221.87,-43.95
1562689792.00,2019/7/9 16:30:23,255,637.00,500.00,577.00,617.55,500.00,NA,37.54,1018.42,44.01,178.57,-42.96
1562690176.00,2019/7/9 16:35:24,255,617.00,500.00,631.25,643.07,499.79,NA,37.32,1018.38,43.46,243.88,-42.79
1562690432.00,2019/7/9 16:40:24,255,630.00,500.00,626.75,614.40,500.00,NA,37.00,1018.37,44.44,269.65,-42.54
1562690688.00,2019/7/9 16:45:24,255,623.00,500.00,621.92,626.13,500.00,NA,36.96,1018.26,45.09,216.09,-42.38
1562691072.00,2019/7/9 16:50:24,255,660.00,500.00,655.08,628.37,500.00,NA,36.79,1018.24,44.11,244.60,-41.46
1562691328.00,2019/7/9 16:55:25,255,634.00,500.00,634.42,641.73,500.00,NA,36.13,1018.37,46.95,304.55,-42.38
1562691584.00,2019/7/9 17:0:25,255,670.00,500.00,671.58,659.37,500.00,NA,35.69,1018.26,48.00,220.54,-41.46
1562691968.00,2019/7/9 17:5:25,255,707.00,496.66,731.42,693.97,497.14,NA,35.33,1018.42,51.08,158.75,-42.96
1562692224.00,2019/7/9 17:10:25,255,757.00,275.47,768.83,750.59,280.38,NA,34.59,1018.46,52.14,143.62,-43.45
1562692480.00,2019/7/9 17:15:25,255,753.00,290.71,650.00,717.90,279.74,NA,34.14,1018.44,55.79,117.19,-43.12
1562692864.00,2019/7/9 17:20:26,255,679.00,315.27,681.92,695.20,299.94,NA,33.89,1018.58,54.75,161.48,-44.12
1562693120.00,2019/7/9 17:25:26,255,669.00,345.27,667.92,676.88,330.98,NA,33.50,1018.66,55.62,143.25,-44.78
1562693376.00,2019/7/9 17:30:26,255,697.00,370.77,683.33,682.82,357.35,NA,33.15,1018.62,58.70,108.87,-44.78
1562693760.00,2019/7/9 17:35:26,255,626.00,402.33,657.33,676.48,383.81,NA,32.72,1018.50,58.68,133.29,-43.62
1562694016.00,2019/7/9 17:40:27,255,687.00,444.44,687.17,639.20,427.55,NA,32.37,1018.42,59.27,131.22,-42.79
1562694272.00,2019/7/9 17:45:27,255,705.00,471.92,748.42,677.07,464.60,NA,31.84,1018.46,62.87,107.76,-43.29
1562694656.00,2019/7/9 17:50:27,255,676.00,500.00,681.17,682.80,488.66,NA,31.30,1018.50,64.33,96.65,-43.45
1562694912.00,2019/7/9 17:55:27,255,664.00,500.00,666.33,690.00,500.00,NA,30.87,1018.44,65.85,96.98,-43.12
1562695168.00,2019/7/9 18:0:27,255,657.00,500.00,654.08,676.10,499.98,NA,30.52,1018.48,67.66,90.80,-43.62
1562695552.00,2019/7/9 18:5:27,255,701.00,500.00,729.42,732.70,496.41,NA,30.15,1018.44,68.89,91.29,-43.12
1562695808.00,2019/7/9 18:10:28,255,672.00,500.00,669.17,677.37,500.00,NA,29.97,1018.42,69.69,103.85,-42.79
1562696192.00,2019/7/9 18:15:28,255,667.00,500.00,659.08,671.00,499.90,NA,29.83,1018.37,70.71,95.21,-42.38
1562696448.00,2019/7/9 18:20:28,255,660.00,500.00,712.83,711.65,498.48,NA,29.63,1018.26,70.93,90.22,-41.63
1562696704.00,2019/7/9 18:25:28,255,692.00,500.00,676.92,679.47,499.63,NA,29.42,1018.16,72.10,89.08,-41.13
1562697088.00,2019/7/9 18:30:28,255,737.00,500.00,729.00,711.05,500.00,NA,29.20,1018.16,72.26,86.70,-41.13
1562697344.00,2019/7/9 18:35:28,255,655.00,500.00,678.58,696.58,499.86,NA,28.97,1018.16,73.77,85.04,-40.64
1562697600.00,2019/7/9 18:40:29,255,676.00,500.00,652.58,642.63,499.85,NA,28.76,1018.20,74.38,92.60,-41.46
1562697984.00,2019/7/9 18:45:29,255,662.00,500.00,658.08,686.18,500.00,NA,28.59,1018.20,75.99,76.97,-41.30
1562698240.00,2019/7/9 18:50:29,255,677.00,496.89,616.58,667.95,499.70,NA,28.38,1018.35,75.32,79.96,-42.38
1562698496.00,2019/7/9 18:55:29,255,642.00,500.00,684.25,690.03,499.67,NA,28.14,1018.42,75.34,88.89,-42.96
1562698880.00,2019/7/9 19:0:29,255,682.00,500.00,677.92,679.68,500.00,NA,27.96,1018.40,76.50,82.87,-42.96
1562699136.00,2019/7/9 19:5:29,255,434.00,500.00,438.17,509.58,499.92,NA,27.80,1018.50,78.12,75.66,-43.62
1562699392.00,2019/7/9 19:10:29,255,425.00,418.69,425.17,427.05,349.02,NA,27.69,1018.54,78.49,66.32,-43.95
1562699776.00,2019/7/9 19:15:30,255,422.00,500.00,422.00,416.08,475.18,NA,27.54,1018.58,79.13,66.27,-44.45
1562700032.00,2019/7/9 19:20:30,255,430.00,500.00,427.33,424.32,500.00,NA,27.36,1018.66,79.86,64.06,-44.95
1562700288.00,2019/7/9 19:25:30,255,439.00,500.00,440.00,429.07,499.99,NA,27.20,1018.70,80.19,63.10,-45.11
1562700672.00,2019/7/9 19:30:30,255,440.00,500.00,439.50,438.88,500.00,NA,27.02,1018.64,80.94,60.65,-44.61
1562700928.00,2019/7/9 19:35:30,255,431.00,500.00,431.92,436.58,500.00,NA,26.84,1018.58,81.01,66.32,-44.61
1562701184.00,2019/7/9 19:40:30,255,433.00,500.00,396.33,422.97,500.00,NA,26.68,1018.62,81.84,65.50,-44.95
1562701568.00,2019/7/9 19:45:30,255,434.00,500.00,433.08,433.37,499.99,NA,26.55,1018.60,82.38,64.64,-44.28
1562701824.00,2019/7/9 19:50:31,255,437.00,500.00,436.17,434.60,500.00,NA,26.43,1018.66,82.61,63.72,-45.11
1562702080.00,2019/7/9 19:55:31,255,439.00,500.00,439.58,439.40,500.00,NA,26.30,1018.72,83.14,63.57,-45.44
1562702464.00,2019/7/9 20:0:31,255,439.00,500.00,439.00,439.00,500.00,NA,26.20,1018.74,83.29,65.86,-45.61
1562702720.00,2019/7/9 20:5:31,255,443.00,500.00,443.17,440.38,500.00,NA,26.09,1018.76,83.69,63.62,-45.77
1562702976.00,2019/7/9 20:10:31,255,452.00,500.00,451.50,440.08,499.98,NA,26.07,1018.83,84.09,62.58,-46.52
1562703360.00,2019/7/9 20:15:31,255,454.00,500.00,454.00,453.10,500.00,NA,26.03,1018.85,84.06,61.67,-46.68
1562703616.00,2019/7/9 20:20:31,255,454.00,500.00,454.00,454.12,500.00,NA,26.00,1018.93,83.95,61.94,-47.35
1562703872.00,2019/7/9 20:25:32,255,452.00,498.97,414.25,444.68,500.00,NA,25.93,1019.01,84.10,63.96,-47.85
1562704256.00,2019/7/9 20:30:32,255,462.00,500.00,460.67,454.88,499.98,NA,25.87,1019.13,84.29,64.20,-48.84
1562704512.00,2019/7/9 20:35:32,255,457.00,500.00,456.92,457.63,500.00,NA,25.84,1019.30,84.37,63.67,-50.25
1562704896.00,2019/7/9 20:40:32,255,450.00,500.00,450.67,446.47,499.98,NA,25.80,1019.36,84.53,66.48,-50.75
1562705152.00,2019/7/9 20:45:32,255,455.00,500.00,454.58,451.15,500.00,NA,25.79,1019.40,84.68,64.74,-51.41
1562705408.00,2019/7/9 20:50:32,255,461.00,500.00,460.25,457.40,500.00,NA,25.75,1019.46,84.17,63.77,-51.74
1562705792.00,2019/7/9 20:55:32,255,459.00,500.00,460.08,454.38,499.98,NA,25.67,1019.54,84.40,65.65,-52.24
1562706048.00,2019/7/9 21:0:32,255,456.00,500.00,456.00,457.12,500.00,NA,25.58,1019.54,84.59,67.87,-52.41
1562706304.00,2019/7/9 21:5:33,255,457.00,500.00,456.92,448.17,499.98,NA,25.53,1019.52,84.61,67.27,-52.41
1562706688.00,2019/7/9 21:10:33,255,465.00,403.79,464.42,461.88,341.81,NA,25.47,1019.58,84.60,66.11,-52.57
1562706944.00,2019/7/9 21:15:33,255,467.00,500.00,467.00,466.30,458.44,NA,25.40,1019.56,84.64,66.74,-52.57
1562707200.00,2019/7/9 21:20:33,255,468.00,500.00,468.00,467.63,500.00,NA,25.33,1019.64,85.09,67.17,-53.23
1562707584.00,2019/7/9 21:25:33,255,471.00,498.72,431.50,461.12,500.00,NA,25.29,1019.64,84.63,67.01,-53.07
1562707840.00,2019/7/9 21:30:33,255,471.00,500.00,470.92,470.78,499.98,NA,25.22,1019.62,84.74,67.92,-52.90
1562708096.00,2019/7/9 21:35:33,255,475.00,500.00,474.42,473.78,500.00,NA,25.15,1019.66,84.83,67.49,-53.56
1562708480.00,2019/7/9 21:40:33,255,477.00,500.00,477.00,468.20,499.98,NA,25.09,1019.70,85.06,67.22,-53.73
1562708736.00,2019/7/9 21:45:34,255,480.00,500.00,480.00,479.07,500.00,NA,25.02,1019.72,85.37,66.53,-53.40
1562708992.00,2019/7/9 21:50:34,255,482.00,500.00,482.33,482.25,500.00,NA,25.03,1019.72,85.51,66.48,-53.73
1562709376.00,2019/7/9 21:55:34,255,486.00,500.00,485.75,483.82,500.00,NA,25.00,1019.74,85.23,66.58,-53.98
1562709632.00,2019/7/9 22:0:34,255,486.00,500.00,486.83,486.73,500.00,NA,24.95,1019.79,85.06,67.27,-54.48
1562709888.00,2019/7/9 22:5:34,255,484.00,500.00,483.25,482.50,500.00,NA,24.88,1019.75,85.39,68.03,-53.73
1562710272.00,2019/7/9 22:10:34,255,487.00,500.00,487.08,485.70,500.00,NA,24.86,1019.75,85.41,67.54,-53.98
1562710528.00,2019/7/9 22:15:34,255,492.00,500.00,492.00,482.47,499.97,NA,24.79,1019.75,85.09,67.98,-53.98
1562710784.00,2019/7/9 22:20:34,255,492.00,500.00,492.00,491.80,500.00,NA,24.74,1019.79,85.51,68.31,-54.48
1562711168.00,2019/7/9 22:25:35,255,494.00,500.00,493.67,492.07,500.00,NA,24.71,1019.89,85.28,68.20,-55.30
1562711424.00,2019/7/9 22:30:35,255,501.00,500.00,501.00,500.10,500.00,NA,24.64,1019.83,85.33,68.31,-54.64
1562711680.00,2019/7/9 22:35:35,255,493.00,500.00,492.83,489.22,499.97,NA,24.58,1019.75,85.43,70.18,-53.98
1562712064.00,2019/7/9 22:40:35,255,489.00,500.00,490.25,492.20,500.00,NA,24.54,1019.75,85.61,70.12,-54.15
1562712320.00,2019/7/9 22:45:35,255,493.00,500.00,491.33,488.62,500.00,NA,24.51,1019.72,85.26,71.13,-53.90
1562712576.00,2019/7/9 22:50:35,255,494.00,500.00,494.00,486.03,499.97,NA,24.48,1019.66,85.69,70.65,-53.23
1562712960.00,2019/7/9 22:55:35,255,497.00,500.00,497.00,496.43,500.00,NA,24.46,1019.64,86.05,70.83,-53.23
1562713216.00,2019/7/9 23:0:35,255,472.00,500.00,476.83,489.15,500.00,NA,24.47,1019.56,85.80,77.32,-52.41
1562713600.00,2019/7/9 23:5:36,255,489.00,500.00,487.42,474.93,500.00,NA,24.45,1019.58,85.50,73.42,-52.41
1562713856.00,2019/7/9 23:10:36,255,512.00,387.17,511.08,500.44,334.07,NA,24.39,1019.64,85.50,71.07,-52.73
1562714112.00,2019/7/9 23:15:36,255,507.00,483.69,507.00,509.28,434.34,NA,24.34,1019.68,85.81,72.29,-53.56
1562714496.00,2019/7/9 23:20:36,255,505.00,500.00,504.42,504.77,498.49,NA,24.32,1019.75,85.79,73.29,-54.31
1562714752.00,2019/7/9 23:25:36,255,506.00,500.00,506.08,505.40,500.00,NA,24.30,1019.70,85.97,72.16,-53.56
1562715008.00,2019/7/9 23:30:36,255,500.00,500.00,500.00,503.00,500.00,NA,24.27,1019.64,85.91,73.81,-53.23
1562715392.00,2019/7/9 23:35:36,255,495.00,500.00,496.17,489.77,499.97,NA,24.22,1019.68,85.28,75.86,-53.23
1562715648.00,2019/7/9 23:40:36,255,505.00,500.00,504.17,499.90,500.00,NA,24.15,1019.68,85.54,75.52,-53.23
1562715904.00,2019/7/9 23:45:37,255,506.00,500.00,506.00,505.48,500.00,NA,24.07,1019.64,85.51,75.66,-53.40
1562716288.00,2019/7/9 23:50:37,255,508.00,500.00,508.75,499.28,499.97,NA,24.00,1019.56,85.92,74.92,-52.41
1562716544.00,2019/7/9 23:55:37,255,511.00,500.00,511.50,510.40,500.00,NA,23.99,1019.50,86.12,75.12,-51.90
1562716800.00,2019/7/10 0:0:37,255,507.00,500.00,507.08,509.52,500.00,NA,23.97,1019.48,85.97,76.21,-51.74
1562717184.00,2019/7/10 0:5:37,255,512.00,500.00,513.58,511.07,500.00,NA,23.95,1019.48,86.27,75.66,-51.74
1562717440.00,2019/7/10 0:10:37,255,512.00,500.00,469.00,501.57,499.97,NA,23.97,1019.56,86.07,75.32,-52.07
1562717696.00,2019/7/10 0:15:37,255,511.00,500.00,511.17,511.83,500.00,NA,23.96,1019.50,86.09,75.93,-51.58
1562718080.00,2019/7/10 0:20:37,255,522.00,500.00,522.58,517.55,500.00,NA,23.93,1019.50,85.66,75.12,-51.74
1562718336.00,2019/7/10 0:25:37,255,525.00,500.00,525.00,524.10,500.00,NA,23.85,1019.54,85.47,76.14,-52.41
